Orthogroup	sacCer_protein	BG2_protein
OG0001652	NP_011454.1	QNG13610.1
OG0001653	NP_011456.5	QNG13612.1
OG0001654	NP_011390.2	QNG13613.1
OG0001655	NP_011391.2	QNG13614.1
OG0001656	NP_011392.1	QNG13615.1
OG0001657	NP_011393.3	QNG13616.1
OG0001658	NP_011394.1	QNG13617.1
OG0001659	NP_011395.1	QNG13618.1
OG0001660	NP_011396.1	QNG13619.1
OG0001661	NP_011402.3	QNG13621.1
OG0001662	NP_011401.1	QNG13622.1
OG0001663	NP_011400.1	QNG13623.1
OG0001664	NP_011399.1	QNG13624.1
OG0001665	NP_011398.3	QNG13625.1
OG0001666	NP_011404.1	QNG13627.1
OG0001667	NP_011405.1	QNG13628.1
OG0001668	NP_011407.3	QNG13629.1
OG0001669	NP_011409.1	QNG13631.1
OG0001670	NP_012829.1	QNG13633.1
OG0001671	NP_012828.1	QNG13634.1
OG0001672	NP_012824.1	QNG13637.1
OG0001673	NP_012823.2	QNG13638.1
OG0001674	NP_013887.1	QNG13639.1
OG0001675	NP_013888.1	QNG13640.1
OG0001676	NP_013889.1	QNG13641.1
OG0001677	NP_013890.1	QNG13642.1
OG0001678	NP_013891.1	QNG13643.1
OG0001679	NP_013894.1	QNG13645.1
OG0001680	NP_011374.1	QNG13646.1
OG0001681	NP_011373.1	QNG13647.1
OG0001682	NP_010498.1	QNG13649.1
OG0001683	NP_011751.1	QNG13651.1
OG0001684	NP_011752.4	QNG13652.1
OG0001685	NP_011753.1	QNG13653.1
OG0001686	NP_011755.3	QNG13655.1
OG0001687	NP_011756.1	QNG13656.1
OG0001688	NP_011760.3	QNG13659.1
OG0001689	NP_011761.3	QNG13660.1
OG0001690	NP_011762.1	QNG13661.1
OG0001691	NP_011763.1	QNG13662.1
OG0001692	NP_011765.1	QNG13663.1
OG0001693	NP_011766.3	QNG13664.1
OG0001694	NP_011771.1	QNG13665.1
OG0001695	NP_011768.1	QNG13667.1
OG0001696	NP_011773.3	QNG13668.1
OG0001697	NP_011774.1	QNG13669.1
OG0001698	NP_011776.1	QNG13670.1
OG0001699	NP_011777.3	QNG13671.1
OG0001700	NP_011778.1	QNG13672.1
OG0001701	NP_011779.3	QNG13673.1
OG0001702	NP_011780.3	QNG13674.1
OG0001703	NP_011782.1	QNG13675.1
OG0001704	NP_011783.1	QNG13676.1
OG0001705	NP_011515.4	QNG13677.1
OG0001706	NP_009398.1	QNG13678.1
OG0001707	NP_013425.1	QNG13679.1
OG0001708	NP_013419.1	QNG13680.1
OG0001709	NP_011516.1	QNG13681.1
OG0001710	NP_011517.1	QNG13682.1
OG0001711	NP_011518.1	QNG13683.1
OG0001712	NP_011519.3	QNG13684.1
OG0001713	NP_011520.2	QNG13685.1
OG0001714	NP_011521.1	QNG13686.1
OG0001715	NP_013431.1	QNG13687.1
OG0001716	NP_011526.1	QNG13688.1
OG0001717	NP_011527.1	QNG13689.1
OG0001718	NP_011528.3	QNG13690.1
OG0001719	NP_011529.1	QNG13691.1
OG0001720	NP_011530.1	QNG13692.1
OG0001721	NP_011903.1	QNG13693.1
OG0001722	NP_011904.1	QNG13694.1
OG0001723	NP_011905.1	QNG13695.1
OG0001724	NP_011906.1	QNG13696.1
OG0001725	NP_012074.3	QNG13698.1
OG0001726	NP_012075.1	QNG13699.1
OG0001727	NP_012076.3	QNG13700.1
OG0001728	NP_012077.1	QNG13701.1
OG0001729	NP_011109.3	QNG13703.1
OG0001730	NP_011110.1	QNG13704.1
OG0001731	NP_011111.1	QNG13706.1
OG0001732	NP_011801.1	QNG13709.1
OG0001733	NP_011800.3	QNG13710.1
OG0001734	NP_011798.1	QNG13711.1
OG0001735	NP_011797.3	QNG13712.1
OG0001736	NP_011796.1	QNG13713.1
OG0001737	NP_011794.3	QNG13717.1
OG0001738	NP_011793.3	QNG13718.1
OG0001739	NP_011792.1	QNG13719.1
OG0001740	NP_011790.1	QNG13721.1
OG0001741	NP_014025.1	QNG13722.1
OG0001742	NP_076891.4	QNG13724.1
OG0001743	NP_011787.4	QNG13725.1
OG0001744	NP_011786.1	QNG13726.1
OG0001745	NP_011784.3	QNG13727.1
OG0001746	NP_011514.1	QNG13728.1
OG0001747	NP_009401.1	QNG13729.1
OG0001748	NP_009403.1	QNG13731.1
OG0001749	NP_009404.1	QNG13732.1
OG0001750	NP_009405.1	QNG13733.1
OG0001751	NP_013433.2	QNG13734.1
OG0001752	NP_013434.1	QNG13735.1
OG0001753	NP_013439.1	QNG13738.1
OG0001754	NP_013440.1	QNG13739.1
OG0001755	NP_011543.4	QNG13740.1
OG0001756	NP_013441.1	QNG13741.1
OG0001757	NP_013444.1	QNG13742.1
OG0001758	NP_013445.1	QNG13743.1
OG0001759	NP_013449.1	QNG13747.1
OG0001760	NP_013451.1	QNG13749.1
OG0001761	NP_013452.1	QNG13750.1
OG0001762	NP_013455.1	QNG13752.1
OG0001763	NP_011312.1	QNG13753.1
OG0001764	NP_011313.1	QNG13754.1
OG0001765	NP_014348.3	QNG13755.1
OG0001766	NP_014347.1	QNG13756.1
OG0001767	NP_014345.3	QNG13757.1
OG0001768	NP_014344.3	QNG13758.1
OG0001769	NP_014353.1	QNG13762.1
OG0001770	NP_014354.2	QNG13763.1
OG0001771	NP_014356.1	QNG13764.1
OG0001772	NP_014357.1	QNG13765.1
OG0001773	NP_014362.3	QNG13766.1
OG0001774	NP_014359.3	QNG13768.1
OG0001775	NP_014358.3	QNG13769.1
OG0001776	NP_014363.1	QNG13770.1
OG0001777	NP_015433.1	QNG13771.1
OG0001778	NP_015432.1	QNG13772.1
OG0001779	NP_015431.1	QNG13773.1
OG0001780	NP_015430.1	QNG13775.1
OG0001781	NP_015429.1	QNG13776.1
OG0001782	NP_015428.1	QNG13777.1
OG0001783	NP_015426.1	QNG13779.1
OG0001784	NP_015425.1	QNG13780.1
OG0001785	NP_015423.2	QNG13781.1
OG0001786	NP_012995.3	QNG13782.1
OG0001787	NP_012996.1	QNG13783.1
OG0001788	NP_012997.3	QNG13784.1
OG0001789	NP_014699.1	QNG13786.1
OG0001790	NP_013000.3	QNG13787.1
OG0001791	NP_014704.1	QNG13788.1
OG0001792	NP_014706.1	QNG13790.1
OG0001793	NP_013005.1	QNG13794.1
OG0001794	NP_013006.3	QNG13795.1
OG0001795	NP_013008.3	QNG13796.1
OG0001796	NP_013009.1	QNG13797.1
OG0001797	NP_013010.3	QNG13798.1
OG0001798	NP_013011.1	QNG13799.1
OG0001799	NP_013012.3	QNG13800.1
OG0001800	NP_013013.2	QNG13801.1
OG0001801	NP_013014.3	QNG13802.1
OG0001802	NP_013016.4	QNG13804.1
OG0001803	NP_013018.3	QNG13805.1
OG0001804	NP_013019.1	QNG13806.1
OG0001805	NP_878113.4	QNG13810.1
OG0001806	NP_013024.1	QNG13812.1
OG0001807	NP_012172.1	QNG13813.1
OG0001808	NP_012170.1	QNG13815.1
OG0001809	NP_012169.1	QNG13816.1
OG0001810	NP_014361.1	QNG13817.1
OG0001811	NP_012168.3	QNG13818.1
OG0001812	NP_012167.3	QNG13819.1
OG0001813	NP_012165.1	QNG13820.1
OG0001814	NP_012163.1	QNG13821.1
OG0001815	NP_012162.3	QNG13822.1
OG0001816	NP_012160.2	QNG13823.1
OG0001817	NP_015138.1	QNG13825.1
OG0001818	NP_015136.1	QNG13827.1
OG0001819	NP_011603.1	QNG13830.1
OG0001820	NP_011604.3	QNG13831.1
OG0001821	NP_011605.1	QNG13832.1
OG0001822	NP_011607.3	QNG13834.1
OG0001823	NP_011608.1	QNG13835.1
OG0001824	NP_011609.2	QNG13836.1
OG0001825	NP_011610.3	QNG13837.1
OG0001826	NP_015438.1	QNG13838.1
OG0001827	NP_011612.3	QNG13841.1
OG0001828	NP_009477.1	QNG13845.1
OG0001829	NP_011030.3	QNG13846.1
OG0001830	NP_009474.1	QNG13847.1
OG0001831	NP_011032.1	QNG13848.1
OG0001832	NP_011033.3	QNG13849.1
OG0001833	NP_011035.1	QNG13851.1
OG0001834	NP_011037.3	QNG13852.1
OG0001835	NP_011038.3	QNG13853.1
OG0001836	NP_011040.1	QNG13855.1
OG0001837	NP_011041.3	QNG13856.1
OG0001838	NP_011043.1	QNG13858.1
OG0001839	NP_009462.2	QNG13860.1
OG0001840	NP_011048.1	QNG13863.1
OG0001841	NP_015017.1	QNG13864.1
OG0001842	NP_013077.1	QNG13866.1
OG0001843	NP_011560.3	QNG13868.1
OG0001844	NP_013074.1	QNG13869.1
OG0001845	NP_013073.1	QNG13870.1
OG0001846	NP_013071.1	QNG13872.1
OG0001847	NP_013069.1	QNG13874.1
OG0001848	NP_013068.1	QNG13875.1
OG0001849	NP_013105.1	QNG13876.1
OG0001850	NP_012538.3	QNG13878.1
OG0001851	NP_012537.1	QNG13879.1
OG0001852	NP_010591.1	QNG13880.1
OG0001853	NP_010592.1	QNG13881.1
OG0001854	NP_011695.1	QNG13882.1
OG0001855	NP_011696.3	QNG13883.1
OG0001856	NP_012424.1	QNG13886.1
OG0001857	NP_012425.1	QNG13887.1
OG0001858	NP_012426.1	QNG13888.1
OG0001859	NP_012427.1	QNG13889.1
OG0001860	NP_012429.1	QNG13890.1
OG0001861	NP_012430.1	QNG13891.1
OG0001862	NP_012431.1	QNG13892.1
OG0001863	NP_010774.4	QNG13893.1
OG0001864	NP_010776.1	QNG13894.1
OG0001865	NP_010777.3	QNG13895.1
OG0001866	NP_010780.1	QNG13897.1
OG0001867	NP_010781.1	QNG13898.1
OG0001868	NP_010782.4	QNG13899.1
OG0001869	NP_010783.3	QNG13900.1
OG0001870	NP_014750.3	QNG13903.1
OG0001871	NP_014749.1	QNG13905.1
OG0001872	NP_013476.3	QNG13907.1
OG0001873	NP_013474.3	QNG13909.1
OG0001874	NP_013468.3	QNG13912.1
OG0001875	NP_076903.1	QNG13913.1
OG0001876	NP_013467.3	QNG13914.1
OG0001877	NP_010349.3	QNG13915.1
OG0001878	NP_010348.1	QNG13916.1
OG0001879	NP_010347.1	QNG13917.1
OG0001880	NP_010346.3	QNG13918.1
OG0001881	NP_009527.1	QNG13919.1
OG0001882	NP_010350.3	QNG13920.1
OG0001883	NP_010352.1	QNG13922.1
OG0001884	NP_010353.3	QNG13923.1
OG0001885	NP_010355.1	QNG13925.1
OG0001886	NP_010356.1	QNG13926.1
OG0001887	NP_010357.3	QNG13927.1
OG0001888	NP_010358.3	QNG13928.1
OG0001889	NP_010359.1	QNG13929.1
OG0001890	NP_014199.1	QNG13930.1
OG0001891	NP_014200.1	QNG13931.1
OG0001892	NP_010054.1	QNG13933.1
OG0001893	NP_010056.1	QNG13936.1
OG0001894	NP_010061.1	QNG13941.1
OG0001895	NP_010062.1	QNG13942.1
OG0001896	NP_010063.1	QNG13943.1
OG0001897	NP_010064.1	QNG13944.1
OG0001898	NP_010065.2	QNG13945.1
OG0001899	NP_010066.1	QNG13946.1
OG0001900	NP_010068.1	QNG13948.1
OG0001901	NP_010069.1	QNG13950.1
OG0001902	NP_010070.1	QNG13951.1
OG0001903	NP_012014.1	QNG13953.1
OG0001904	NP_012013.1	QNG13954.1
OG0001905	NP_012012.1	QNG13955.1
OG0001906	NP_012011.1	QNG13956.1
OG0001907	NP_012009.1	QNG13958.1
OG0001908	NP_012006.1	QNG13960.1
OG0001909	NP_012005.1	QNG13961.1
OG0001910	NP_012000.1	QNG13963.1
OG0001911	NP_012002.1	QNG13965.1
OG0001912	NP_009378.1	QNG13968.1
OG0001913	NP_009377.2	QNG13969.1
OG0001914	NP_009376.2	QNG13970.1
OG0001915	NP_009375.1	QNG13971.1
OG0001916	NP_009374.1	QNG13972.1
OG0001917	NP_014972.3	QNG13974.1
OG0001918	NP_015000.3	QNG13975.1
OG0001919	NP_015001.1	QNG13976.1
OG0001920	NP_015002.3	QNG13977.1
OG0001921	NP_014302.3	QNG13980.1
OG0001922	NP_014300.3	QNG13981.1
OG0001923	NP_014299.1	QNG13982.1
OG0001924	NP_014298.1	QNG13983.1
OG0001925	NP_014297.3	QNG13984.1
OG0001926	NP_014296.4	QNG13985.1
OG0001927	NP_009928.1	QNG13988.1
OG0001928	NP_009929.1	QNG13989.1
OG0001929	NP_878106.1	QNG13990.1
OG0001930	NP_012511.1	QNG13991.1
OG0001931	NP_012514.2	QNG13992.1
OG0001932	NP_012515.4	QNG13993.1
OG0001933	NP_012518.2	QNG13994.1
OG0001934	NP_012520.1	QNG13995.1
OG0001935	NP_012521.3	QNG13996.1
OG0001936	NP_012522.2	QNG13997.1
OG0001937	NP_012523.2	QNG13998.1
OG0001938	NP_013693.1	QNG14001.1
OG0001939	NP_013692.1	QNG14002.1
OG0001940	NP_013691.1	QNG14003.1
OG0001941	NP_013690.1	QNG14004.1
OG0001942	NP_013689.1	QNG14005.1
OG0001943	NP_013687.1	QNG14006.1
OG0001944	NP_013683.1	QNG14010.1
OG0001945	NP_013682.1	QNG14011.1
OG0001946	NP_010744.3	QNG14012.1
OG0001947	NP_013681.1	QNG14013.1
OG0001948	NP_013680.2	QNG14014.1
OG0001949	NP_013677.1	QNG14016.1
OG0001950	NP_015157.1	QNG14017.1
OG0001951	NP_014897.1	QNG14018.1
OG0001952	NP_012352.2	QNG14019.1
OG0001953	NP_012355.1	QNG14020.1
OG0001954	NP_012356.2	QNG14021.1
OG0001955	NP_014937.1	QNG14022.1
OG0001956	NP_014939.1	QNG14024.1
OG0001957	NP_009846.1	QNG14025.1
OG0001958	NP_009845.2	QNG14026.1
OG0001959	NP_012456.1	QNG14028.1
OG0001960	NP_012939.1	QNG14029.1
OG0001961	NP_012941.1	QNG14030.1
OG0001962	NP_012942.3	QNG14031.1
OG0001963	NP_011613.3	QNG14032.1
OG0001964	NP_011614.1	QNG14033.1
OG0001965	NP_011615.1	QNG14034.1
OG0001966	NP_011616.3	QNG14035.1
OG0001967	NP_011617.1	QNG14036.1
OG0001968	NP_011618.3	QNG14037.1
OG0001969	NP_011619.3	QNG14038.1
OG0001970	NP_011620.1	QNG14039.1
OG0001971	NP_014433.1	QNG14040.1
OG0001972	NP_014434.1	QNG14041.1
OG0001973	NP_014435.3	QNG14042.1
OG0001974	NP_014436.1	QNG14043.1
OG0001975	NP_014437.1	QNG14044.1
OG0001976	NP_010375.1	QNG14045.1
OG0001977	NP_010376.3	QNG14046.1
OG0001978	NP_010377.3	QNG14047.1
OG0001979	NP_010382.3	QNG14050.1
OG0001980	NP_013268.1	QNG14052.1
OG0001981	NP_013347.1	QNG14054.1
OG0001982	NP_013346.1	QNG14055.1
OG0001983	NP_013345.1	QNG14056.1
OG0001984	NP_010474.3	QNG14057.1
OG0001985	NP_013344.1	QNG14058.1
OG0001986	NP_013343.1	QNG14059.1
OG0001987	NP_013342.1	QNG14060.1
OG0001988	NP_013341.1	QNG14061.1
OG0001989	NP_010481.3	QNG14062.1
OG0001990	NP_013340.1	QNG14063.1
OG0001991	NP_013339.1	QNG14064.1
OG0001992	NP_013335.1	QNG14066.1
OG0001993	NP_012148.1	QNG14068.1
OG0001994	NP_012147.3	QNG14069.1
OG0001995	NP_012144.1	QNG14071.1
OG0001996	NP_012142.3	QNG14073.1
OG0001997	NP_012141.1	QNG14074.1
OG0001998	NP_012139.1	QNG14077.1
OG0001999	NP_012138.1	QNG14078.1
OG0002000	NP_012137.3	QNG14079.1
OG0002001	NP_012136.1	QNG14080.1
OG0002002	NP_012134.1	QNG14082.1
OG0002003	NP_012132.3	QNG14083.1
OG0002004	NP_014624.1	QNG14084.1
OG0002005	NP_014623.1	QNG14085.1
OG0002006	NP_015122.1	QNG14087.1
OG0002007	NP_015123.1	QNG14088.1
OG0002008	NP_015128.1	QNG14093.1
OG0002009	NP_015129.1	QNG14094.1
OG0002010	NP_015130.1	QNG14095.1
OG0002011	NP_015131.1	QNG14096.1
OG0002012	NP_015133.1	QNG14098.1
OG0002013	NP_011712.1	QNG14101.1
OG0002014	NP_011711.3	QNG14102.1
OG0002015	NP_011710.3	QNG14103.1
OG0002016	NP_011709.1	QNG14104.1
OG0002017	NP_011705.1	QNG14106.1
OG0002018	NP_014834.1	QNG14107.1
OG0002019	NP_014832.1	QNG14109.1
OG0002020	NP_014831.3	QNG14110.1
OG0002021	NP_014830.1	QNG14111.1
OG0002022	NP_013394.1	QNG14115.1
OG0002023	NP_014827.3	QNG14116.1
OG0002024	NP_014824.1	QNG14118.1
OG0002025	NP_013380.1	QNG14119.1
OG0002026	NP_014822.1	QNG14120.1
OG0002027	NP_015501.2	QNG14121.1
OG0002028	NP_015502.1	QNG14122.1
OG0002029	NP_015504.1	QNG14123.1
OG0002030	NP_015505.1	QNG14124.1
OG0002031	NP_015506.1	QNG14125.1
OG0002032	NP_015508.1	QNG14127.1
OG0002033	NP_015509.1	QNG14128.1
OG0002034	NP_015510.1	QNG14129.1
OG0002035	NP_015511.1	QNG14130.1
OG0002036	NP_015512.1	QNG14131.1
OG0002037	NP_015513.1	QNG14132.1
OG0002038	NP_015514.1	QNG14133.1
OG0002039	NP_015515.1	QNG14134.1
OG0002040	NP_015516.1	QNG14135.1
OG0002041	NP_015517.1	QNG14136.1
OG0002042	NP_010818.1	QNG14137.1
OG0002043	NP_013564.1	QNG14141.1
OG0002044	NP_013562.3	QNG14143.1
OG0002045	NP_013560.3	QNG14145.1
OG0002046	NP_013559.1	QNG14146.1
OG0002047	NP_013557.1	QNG14148.1
OG0002048	NP_013556.3	QNG14149.1
OG0002049	NP_012658.3	QNG14151.1
OG0002050	NP_012657.1	QNG14152.1
OG0002051	NP_012656.1	QNG14153.1
OG0002052	NP_012655.3	QNG14154.1
OG0002053	NP_012653.1	QNG14155.1
OG0002054	NP_012652.3	QNG14156.1
OG0002055	NP_012650.1	QNG14157.1
OG0002056	NP_015068.1	QNG14158.1
OG0002057	NP_015069.1	QNG14159.1
OG0002058	NP_015070.1	QNG14160.1
OG0002059	NP_015071.1	QNG14161.1
OG0002060	NP_015075.1	QNG14164.1
OG0002061	NP_015077.1	QNG14166.1
OG0002062	NP_015078.1	QNG14167.1
OG0002063	NP_015079.1	QNG14168.1
OG0002064	NP_015080.1	QNG14169.1
OG0002065	NP_015081.1	QNG14170.1
OG0002066	NP_015082.1	QNG14171.1
OG0002067	NP_015083.1	QNG14172.1
OG0002068	NP_015085.1	QNG14173.1
OG0002069	NP_015087.1	QNG14174.1
OG0002070	NP_015088.1	QNG14175.1
OG0002071	NP_015089.1	QNG14176.1
OG0002072	NP_010565.3	QNG14177.1
OG0002073	NP_010568.3	QNG14178.1
OG0002074	NP_010574.1	QNG14179.1
OG0002075	NP_010573.3	QNG14180.1
OG0002076	NP_010572.3	QNG14181.1
OG0002077	NP_010571.1	QNG14182.1
OG0002078	NP_010570.1	QNG14183.1
OG0002079	NP_010569.3	QNG14184.1
OG0002080	NP_010575.1	QNG14185.1
OG0002081	NP_010577.3	QNG14186.1
OG0002082	NP_010578.3	QNG14187.1
OG0002083	NP_010579.1	QNG14188.1
OG0002084	NP_010580.1	QNG14189.1
OG0002085	NP_010581.3	QNG14190.1
OG0002086	NP_010582.3	QNG14191.1
OG0002087	NP_010583.1	QNG14192.1
OG0002088	NP_010584.1	QNG14193.1
OG0002089	NP_010585.3	QNG14194.1
OG0002090	NP_010587.1	QNG14196.1
OG0002091	NP_010588.1	QNG14197.1
OG0002092	NP_010589.3	QNG14198.1
OG0002093	NP_010590.3	QNG14199.1
OG0002094	NP_010820.3	QNG14200.1
OG0002095	NP_010821.3	QNG14201.1
OG0002096	NP_010816.4	QNG14202.1
OG0002097	NP_010814.1, NP_012384.1	QNG14203.1
OG0002098	NP_010812.3	QNG14204.1
OG0002099	NP_010811.1	QNG14205.1
OG0002100	NP_010808.3	QNG14207.1
OG0002101	NP_010807.3	QNG14208.1
OG0002102	NP_012596.3	QNG14211.1
OG0002103	NP_012594.1	QNG14213.1
OG0002104	NP_012592.1	QNG14215.1
OG0002105	NP_012591.1	QNG14216.1
OG0002106	NP_012590.3	QNG14217.1
OG0002107	NP_011958.1	QNG14218.1
OG0002108	NP_011957.1	QNG14219.1
OG0002109	NP_011956.1	QNG14220.1
OG0002110	NP_011955.1	QNG14221.1
OG0002111	NP_011954.1	QNG14222.1
OG0002112	NP_011951.1	QNG14224.1
OG0002113	NP_013996.2	QNG14225.1
OG0002114	NP_013995.1	QNG14226.1
OG0002115	NP_013994.1	QNG14227.1
OG0002116	NP_013993.1	QNG14228.1
OG0002117	NP_013992.1	QNG14230.1
OG0002118	NP_013991.1	QNG14231.1
OG0002119	NP_013990.1	QNG14232.1
OG0002120	NP_013989.2	QNG14233.1
OG0002121	NP_013987.1	QNG14235.1
OG0002122	NP_013986.1	QNG14236.1
OG0002123	NP_013985.1	QNG14237.1
OG0002124	NP_013984.1	QNG14238.1
OG0002125	NP_013983.1	QNG14239.1
OG0002126	NP_013979.1	QNG14242.1
OG0002127	NP_013976.1	QNG14244.1
OG0002128	NP_014590.1	QNG14245.1
OG0002129	NP_013975.1	QNG14246.1
OG0002130	NP_012986.1	QNG14247.1
OG0002131	NP_013266.1	QNG14249.1
OG0002132	NP_013264.1	QNG14250.1
OG0002133	NP_012461.1	QNG14252.1
OG0002134	NP_012462.3	QNG14253.1
OG0002135	NP_012463.1	QNG14254.1
OG0002136	NP_012464.1	QNG14255.1
OG0002137	NP_012466.1	QNG14257.1
OG0002138	NP_011420.3	QNG14259.1
OG0002139	NP_011421.1	QNG14260.1
OG0002140	NP_011422.1	QNG14261.1
OG0002141	NP_011423.1	QNG14262.1
OG0002142	NP_011424.3	QNG14263.1
OG0002143	NP_011425.1	QNG14264.1
OG0002144	NP_011428.1	QNG14266.1
OG0002145	NP_011429.3	QNG14267.1
OG0002146	NP_011430.1	QNG14268.1
OG0002147	NP_011432.1	QNG14270.1
OG0002148	NP_015134.1	QNG14271.1
OG0002149	NP_011433.3	QNG14272.1
OG0002150	NP_011435.1	QNG14274.1
OG0002151	NP_011436.1	QNG14275.1
OG0002152	NP_011437.3	QNG14276.1
OG0002153	NP_011442.3	QNG14279.1
OG0002154	NP_011444.1	QNG14280.1
OG0002155	NP_011445.1	QNG14281.1
OG0002156	NP_011447.1	QNG14282.1
OG0002157	NP_015120.1	QNG14283.1
OG0002158	NP_014386.2	QNG14284.1
OG0002159	NP_013351.1	QNG14285.1
OG0002160	NP_014387.1	QNG14286.1
OG0002161	NP_014388.3	QNG14287.1
OG0002162	NP_013276.1	QNG14289.1
OG0002163	NP_014391.1	QNG14290.1
OG0002164	NP_014392.3	QNG14291.1
OG0002165	NP_013277.1	QNG14292.1
OG0002166	NP_014396.3	QNG14293.1
OG0002167	NP_009911.2	QNG14294.1
OG0002168	NP_009912.2	QNG14295.1
OG0002169	NP_014395.3	QNG14296.1
OG0002170	NP_014393.1	QNG14298.1
OG0002171	NP_009918.1	QNG14299.1
OG0002172	NP_009919.3	QNG14300.1
OG0002173	NP_014397.1	QNG14302.1
OG0002174	NP_013580.1	QNG14308.1
OG0002175	NP_013622.1	QNG14309.1
OG0002176	NP_013624.1	QNG14310.1
OG0002177	NP_013629.1	QNG14313.1
OG0002178	NP_013631.1	QNG14315.1
OG0002179	NP_013633.1	QNG14322.1
OG0002180	NP_012659.1	QNG14323.1
OG0002181	NP_013634.1	QNG14324.1
OG0002182	NP_013635.1	QNG14325.1
OG0002183	NP_011968.1	QNG14326.1
OG0002184	NP_014621.1	QNG14327.1
OG0002185	NP_013886.1	QNG14328.1
OG0002186	NP_013885.1	QNG14329.1
OG0002187	NP_013884.1	QNG14330.1
OG0002188	NP_009460.1	QNG14331.1
OG0002189	NP_009463.1	QNG14333.1
OG0002190	NP_009465.2	QNG14335.1
OG0002191	NP_013707.1	QNG14336.1
OG0002192	NP_013706.1	QNG14337.1
OG0002193	NP_010717.1	QNG14338.1
OG0002194	NP_013705.1	QNG14339.1
OG0002195	NP_013703.1	QNG14340.1
OG0002196	NP_013702.1	QNG14341.1
OG0002197	NP_013701.1	QNG14342.1
OG0002198	NP_010720.3	QNG14343.1
OG0002199	NP_013699.1	QNG14344.1
OG0002200	NP_013698.1	QNG14345.1
OG0002201	NP_013697.1	QNG14346.1
OG0002202	NP_013480.1	QNG14349.1
OG0002203	NP_010373.3	QNG14350.1
OG0002204	NP_013482.1	QNG14352.1
OG0002205	NP_013484.3	QNG14354.1
OG0002206	NP_013485.1	QNG14355.1
OG0002207	NP_013486.3	QNG14356.1
OG0002208	NP_013487.1	QNG14357.1
OG0002209	NP_013488.3	QNG14358.1
OG0002210	NP_013489.1	QNG14359.1
OG0002211	NP_015264.1	QNG14360.1
OG0002212	NP_015262.1	QNG14361.1
OG0002213	NP_015260.1	QNG14362.1
OG0002214	NP_015259.1	QNG14363.1
OG0002215	NP_015258.1	QNG14364.1
OG0002216	NP_015256.1	QNG14366.1
OG0002217	NP_015255.1	QNG14367.1
OG0002218	NP_015254.1	QNG14368.1
OG0002219	NP_015253.1	QNG14369.1
OG0002220	NP_015250.1	QNG14371.1
OG0002221	NP_015249.1	QNG14372.1
OG0002222	NP_015248.1	QNG14373.1
OG0002223	NP_009755.1	QNG14374.1
OG0002224	NP_015247.1	QNG14375.1
OG0002225	NP_015243.1	QNG14377.1
OG0002226	NP_015242.1	QNG14378.1
OG0002227	NP_015240.1	QNG14379.1
OG0002228	NP_015234.1	QNG14383.1
OG0002229	NP_015233.1	QNG14384.1
OG0002230	NP_015232.1	QNG14385.1
OG0002231	NP_015231.2	QNG14386.1
OG0002232	NP_015229.1	QNG14387.1
OG0002233	NP_015228.1	QNG14389.1
OG0002234	NP_015227.1	QNG14390.1
OG0002235	NP_015226.1	QNG14391.1
OG0002236	NP_015225.1	QNG14392.1
OG0002237	NP_015224.1	QNG14393.1
OG0002238	NP_015222.1	QNG14394.1
OG0002239	NP_015221.1	QNG14395.1
OG0002240	NP_015218.1	QNG14397.1
OG0002241	NP_015217.1	QNG14398.1
OG0002242	NP_015007.1	QNG14402.1
OG0002243	NP_010894.1	QNG14403.1
OG0002244	NP_009381.1	QNG14404.1
OG0002245	NP_009382.2	QNG14405.1
OG0002246	NP_009383.1	QNG14406.1
OG0002247	NP_014591.1	QNG14407.1
OG0002248	NP_009384.1	QNG14408.1
OG0002249	NP_009388.2	QNG14412.1
OG0002250	NP_009389.3	QNG14413.1
OG0002251	NP_009390.1	QNG14414.1
OG0002252	NP_009391.2	QNG14415.1
OG0002253	NP_013495.1	QNG14416.1
OG0002254	NP_013494.3	QNG14417.1
OG0002255	NP_013493.2	QNG14418.1
OG0002256	NP_013491.1	QNG14419.1
OG0002257	NP_013490.3	QNG14420.1
OG0002258	NP_012121.2	QNG14421.1
OG0002259	NP_012120.1	QNG14422.1
OG0002260	NP_012119.1	QNG14423.1
OG0002261	NP_012116.1	QNG14424.1
OG0002262	NP_013023.3	QNG14427.1
OG0002263	NP_012113.1	QNG14428.1
OG0002264	NP_012112.3	QNG14429.1
OG0002265	NP_012111.1	QNG14430.1
OG0002266	NP_012110.1	QNG14431.1
OG0002267	NP_001027534.1	QNG14432.1
OG0002268	NP_012109.1	QNG14433.1
OG0002269	NP_012107.1	QNG14434.1
OG0002270	NP_012106.1	QNG14435.1
OG0002271	NP_012945.1	QNG14436.1
OG0002272	NP_013610.1	QNG14439.1
OG0002273	NP_013611.1	QNG14440.1
OG0002274	NP_013576.1	QNG14441.1
OG0002275	NP_013612.1	QNG14442.1
OG0002276	NP_013613.1	QNG14443.1
OG0002277	NP_013617.1	QNG14444.1
OG0002278	NP_013618.1	QNG14445.1
OG0002279	NP_010609.1	QNG14446.1
OG0002280	NP_010608.1	QNG14447.1
OG0002281	NP_010607.3	QNG14448.1
OG0002282	NP_710144.3	QNG14449.1
OG0002283	NP_010606.1	QNG14450.1
OG0002284	NP_010605.1	QNG14451.1
OG0002285	NP_010604.4	QNG14452.1
