Orthogroup	sacCer_protein	CBS138_protein
OG0001647	NP_012291.1	XP_446263.1
OG0001648	NP_012292.3	XP_446264.1
OG0001649	NP_012299.1	XP_446265.1
OG0001650	NP_012904.3	XP_446266.1
OG0001651	NP_012300.3	XP_446267.1
OG0001652	NP_011454.1	XP_446271.1
OG0001653	NP_011456.5	XP_446273.1
OG0001654	NP_011390.2	XP_446274.1
OG0001655	NP_011391.2	XP_446275.1
OG0001656	NP_011392.1	XP_446276.1
OG0001657	NP_011393.3	XP_446277.1
OG0001658	NP_011394.1	XP_446278.1
OG0001659	NP_011395.1	XP_446279.1
OG0001660	NP_011396.1	XP_446281.1
OG0001661	NP_011402.3	XP_446283.1
OG0001662	NP_011401.1	XP_446284.1
OG0001663	NP_011400.1	XP_446285.1
OG0001664	NP_011399.1	XP_446286.1
OG0001665	NP_011398.3	XP_446287.1
OG0001666	NP_011404.1	XP_446289.1
OG0001667	NP_011405.1	XP_446290.1
OG0001668	NP_011407.3	XP_446291.1
OG0001669	NP_011409.1	XP_446293.1
OG0001670	NP_012829.1	XP_446295.1
OG0001671	NP_012828.1	XP_446296.1
OG0001672	NP_012824.1	XP_446299.1
OG0001673	NP_012823.2	XP_446300.1
OG0001674	NP_013887.1	XP_446301.1
OG0001675	NP_013888.1	XP_446302.1
OG0001676	NP_013889.1	XP_446303.1
OG0001677	NP_013890.1	XP_446304.1
OG0001678	NP_013891.1	XP_446305.1
OG0001679	NP_013894.1	XP_446307.1
OG0001680	NP_011374.1	XP_446308.1
OG0001681	NP_011373.1	XP_446309.1
OG0001682	NP_010498.1	XP_446311.1
OG0001683	NP_011751.1	XP_446313.1
OG0001684	NP_011752.4	XP_446314.1
OG0001685	NP_011753.1	XP_446315.1
OG0001686	NP_011755.3	XP_446317.1
OG0001687	NP_011756.1	XP_446318.1
OG0001688	NP_011760.3	XP_446321.1
OG0001689	NP_011761.3	XP_446322.1
OG0001690	NP_011762.1	XP_446323.1
OG0001691	NP_011763.1	XP_446324.1
OG0001692	NP_011765.1	XP_446325.1
OG0001693	NP_011766.3	XP_446326.1
OG0001694	NP_011771.1	XP_446327.1
OG0001695	NP_011768.1	XP_446329.1
OG0001696	NP_011773.3	XP_446330.1
OG0001697	NP_011774.1	XP_446331.1
OG0001698	NP_011776.1	XP_446332.1
OG0001699	NP_011777.3	XP_446333.1
OG0001700	NP_011778.1	XP_446334.1
OG0001701	NP_011779.3	XP_446335.1
OG0001702	NP_011780.3	XP_446336.1
OG0001703	NP_011782.1	XP_446337.1
OG0001704	NP_011783.1	XP_446338.1
OG0001705	NP_011515.4	XP_446339.1
OG0001706	NP_009398.1	XP_446340.1
OG0001707	NP_013425.1	XP_446341.1
OG0001708	NP_013419.1	XP_446342.1
OG0001709	NP_011516.1	XP_446343.1
OG0001710	NP_011517.1	XP_446344.1
OG0001711	NP_011518.1	XP_446345.1
OG0001712	NP_011519.3	XP_446346.1
OG0001713	NP_011520.2	XP_446347.1
OG0001714	NP_011521.1	XP_446348.1
OG0001715	NP_013431.1	XP_446349.1
OG0001716	NP_011526.1	XP_446351.1
OG0001717	NP_011527.1	XP_446352.1
OG0001718	NP_011528.3	XP_446353.1
OG0001719	NP_011529.1	XP_446354.1
OG0001720	NP_011530.1	XP_446355.1
OG0001721	NP_011903.1	XP_446356.1
OG0001722	NP_011904.1	XP_446357.1
OG0001723	NP_011905.1	XP_446358.1
OG0001724	NP_011906.1	XP_446359.1
OG0001725	NP_012074.3	XP_446361.1
OG0001726	NP_012075.1	XP_446362.1
OG0001727	NP_012076.3	XP_446363.1
OG0001728	NP_012077.1	XP_446364.1
OG0001729	NP_011109.3	XP_446366.1
OG0001730	NP_011110.1	XP_446367.1
OG0001731	NP_011111.1	XP_446369.1
OG0001732	NP_011801.1	XP_446371.1
OG0001733	NP_011800.3	XP_446372.1
OG0001734	NP_011798.1	XP_446374.1
OG0001735	NP_011797.3	XP_446375.1
OG0001736	NP_011796.1	XP_446376.1
OG0001737	NP_011794.3	XP_446379.1
OG0001738	NP_011793.3	XP_446380.1
OG0001739	NP_011792.1	XP_446381.1
OG0001740	NP_011790.1	XP_446383.1
OG0001741	NP_014025.1	XP_446384.1
OG0001742	NP_076891.4	XP_446386.1
OG0001743	NP_011787.4	XP_446387.1
OG0001744	NP_011786.1	XP_446388.1
OG0001745	NP_011784.3	XP_446389.1
OG0001746	NP_011514.1	XP_446390.1
OG0001747	NP_009401.1	XP_446391.1
OG0001748	NP_009403.1	XP_446393.1
OG0001749	NP_009404.1	XP_446394.1
OG0001750	NP_009405.1	XP_446395.1
OG0001751	NP_013433.2	XP_446396.1
OG0001752	NP_013434.1	XP_446397.1
OG0001753	NP_013439.1	XP_446400.1
OG0001754	NP_013440.1	XP_446401.1
OG0001755	NP_011543.4	XP_446402.1
OG0001756	NP_013441.1	XP_446403.1
OG0001757	NP_013444.1	XP_446404.1
OG0001758	NP_013445.1	XP_446405.1
OG0001759	NP_013449.1	XP_446409.1
OG0001760	NP_013451.1	XP_446411.1
OG0001761	NP_013452.1	XP_446412.1
OG0001762	NP_013455.1	XP_446414.1
OG0001763	NP_011312.1	XP_446415.1
OG0001764	NP_011313.1	XP_446416.1
OG0001765	NP_014348.3	XP_446417.1
OG0001766	NP_014347.1	XP_446418.1
OG0001767	NP_014345.3	XP_446419.1
OG0001768	NP_014344.3	XP_446420.1
OG0001769	NP_014353.1	XP_446424.1
OG0001770	NP_014354.2	XP_446425.1
OG0001771	NP_014356.1	XP_446426.1
OG0001772	NP_014357.1	XP_446427.1
OG0001773	NP_014362.3	XP_446428.1
OG0001774	NP_014359.3	XP_446430.1
OG0001775	NP_014358.3	XP_446431.1
OG0001776	NP_014363.1	XP_446432.1
OG0001777	NP_015433.1	XP_446433.1
OG0001778	NP_015432.1	XP_446434.1
OG0001779	NP_015431.1	XP_446435.1
OG0001780	NP_015430.1	XP_446437.1
OG0001781	NP_015429.1	XP_446438.1
OG0001782	NP_015428.1	XP_446439.1
OG0001783	NP_015426.1	XP_446441.1
OG0001784	NP_015425.1	XP_446442.1
OG0001785	NP_015423.2	XP_446443.1
OG0001786	NP_012995.3	XP_446444.1
OG0001787	NP_012996.1	XP_446445.1
OG0001788	NP_012997.3	XP_446446.1
OG0001789	NP_014699.1	XP_446448.1
OG0001790	NP_013000.3	XP_446449.1
OG0001791	NP_014704.1	XP_446450.1
OG0001792	NP_014706.1	XP_446452.1
OG0001793	NP_013005.1	XP_446456.1
OG0001794	NP_013006.3	XP_446457.1
OG0001795	NP_013008.3	XP_446458.1
OG0001796	NP_013009.1	XP_446459.1
OG0001797	NP_013010.3	XP_446460.1
OG0001798	NP_013011.1	XP_446461.1
OG0001799	NP_013012.3	XP_446462.1
OG0001800	NP_013013.2	XP_446463.1
OG0001801	NP_013014.3	XP_446464.1
OG0001802	NP_013016.4	XP_446466.1
OG0001803	NP_013018.3	XP_446467.1
OG0001804	NP_013019.1	XP_446469.1
OG0001805	NP_878113.4	XP_002999543.1
OG0001806	NP_013024.1	XP_446474.1
OG0001807	NP_012172.1	XP_446475.1
OG0001808	NP_012170.1	XP_446477.1
OG0001809	NP_012169.1	XP_446478.1
OG0001810	NP_014361.1	XP_446479.1
OG0001811	NP_012168.3	XP_446480.1
OG0001812	NP_012167.3	XP_446481.1
OG0001813	NP_012165.1	XP_446482.1
OG0001814	NP_012163.1	XP_446483.1
OG0001815	NP_012162.3	XP_446484.1
OG0001816	NP_012160.2	XP_446485.1
OG0001817	NP_015138.1	XP_446487.1
OG0001818	NP_015136.1	XP_446489.1
OG0001819	NP_011603.1	XP_446492.1
OG0001820	NP_011604.3	XP_446493.1
OG0001821	NP_011605.1	XP_446494.1
OG0001822	NP_011607.3	XP_446496.1
OG0001823	NP_011608.1	XP_446497.1
OG0001824	NP_011609.2	XP_446498.1
OG0001825	NP_011610.3	XP_446499.1
OG0001826	NP_015438.1	XP_446500.1
OG0001827	NP_011612.3	XP_446503.1
OG0001828	NP_009477.1	XP_446507.1
OG0001829	NP_011030.3	XP_446508.1
OG0001830	NP_009474.1	XP_446509.1
OG0001831	NP_011032.1	XP_446510.1
OG0001832	NP_011033.3	XP_446511.1
OG0001833	NP_011035.1	XP_446513.1
OG0001834	NP_011037.3	XP_446514.1
OG0001835	NP_011038.3	XP_446515.1
OG0001836	NP_011040.1	XP_446517.1
OG0001837	NP_011041.3	XP_446518.1
OG0001838	NP_011043.1	XP_446520.1
OG0001839	NP_009462.2	XP_446522.1
OG0001840	NP_011048.1	XP_446525.1
OG0001841	NP_015017.1	XP_446526.1
OG0001842	NP_013077.1	XP_446528.1
OG0001843	NP_011560.3	XP_446530.1
OG0001844	NP_013074.1	XP_446531.1
OG0001845	NP_013073.1	XP_446532.1
OG0001846	NP_013071.1	XP_446535.1
OG0001847	NP_013069.1	XP_446537.1
OG0001848	NP_013068.1	XP_446538.1
OG0001849	NP_013105.1	XP_446539.1
OG0001850	NP_012538.3	XP_446541.1
OG0001851	NP_012537.1	XP_446542.1
OG0001852	NP_010591.1	XP_446543.1
OG0001853	NP_010592.1	XP_446544.1
OG0001854	NP_011695.1	XP_446545.1
OG0001855	NP_011696.3	XP_446546.1
OG0001856	NP_012424.1	XP_446549.1
OG0001857	NP_012425.1	XP_446550.1
OG0001858	NP_012426.1	XP_446551.1
OG0001859	NP_012427.1	XP_446552.1
OG0001860	NP_012429.1	XP_446553.1
OG0001861	NP_012430.1	XP_446555.1
OG0001862	NP_012431.1	XP_446556.1
OG0001863	NP_010774.4	XP_446557.1
OG0001864	NP_010776.1	XP_446558.1
OG0001865	NP_010777.3	XP_446559.1
OG0001866	NP_010780.1	XP_446561.1
OG0001867	NP_010781.1	XP_446562.1
OG0001868	NP_010782.4	XP_446563.1
OG0001869	NP_010783.3	XP_446564.1
OG0001870	NP_014750.3	XP_446567.1
OG0001871	NP_014749.1	XP_446569.1
OG0001872	NP_013476.3	XP_446571.1
OG0001873	NP_013474.3	XP_446573.1
OG0001874	NP_013468.3	XP_446576.1
OG0001875	NP_076903.1	XP_446577.1
OG0001876	NP_013467.3	XP_446578.1
OG0001877	NP_010349.3	XP_446579.1
OG0001878	NP_010348.1	XP_446580.1
OG0001879	NP_010347.1	XP_446581.1
OG0001880	NP_010346.3	XP_446582.1
OG0001881	NP_009527.1	XP_446583.1
OG0001882	NP_010350.3	XP_446584.1
OG0001883	NP_010352.1	XP_446586.1
OG0001884	NP_010353.3	XP_446587.1
OG0001885	NP_010355.1	XP_446589.1
OG0001886	NP_010356.1	XP_446590.1
OG0001887	NP_010357.3	XP_446591.1
OG0001888	NP_010358.3	XP_002999544.1
OG0001889	NP_010359.1	XP_446592.1
OG0001890	NP_014199.1	XP_446593.1
OG0001891	NP_014200.1	XP_446594.1
OG0001892	NP_010054.1	XP_446596.1
OG0001893	NP_010056.1	XP_446599.1
OG0001894	NP_010061.1	XP_446604.1
OG0001895	NP_010062.1	XP_446605.1
OG0001896	NP_010063.1	XP_446606.1
OG0001897	NP_010064.1	XP_446607.1
OG0001898	NP_010065.2	XP_446608.1
OG0001899	NP_010066.1	XP_446609.1
OG0001900	NP_010068.1	XP_446611.1
OG0001901	NP_010069.1	XP_446613.1
OG0001902	NP_010070.1	XP_446614.1
OG0001903	NP_012014.1	XP_446616.1
OG0001904	NP_012013.1	XP_446617.1
OG0001905	NP_012012.1	XP_446618.1
OG0001906	NP_012011.1	XP_446619.1
OG0001907	NP_012009.1	XP_446621.1
OG0001908	NP_012006.1	XP_446623.1
OG0001909	NP_012005.1	XP_446624.1
OG0001910	NP_012000.1	XP_446626.1
OG0001911	NP_012002.1	XP_446628.1
OG0001912	NP_009378.1	XP_446632.1
OG0001913	NP_009377.2	XP_446633.1
OG0001914	NP_009376.2	XP_446634.1
OG0001915	NP_009375.1	XP_446635.1
OG0001916	NP_009374.1	XP_446636.1
OG0001917	NP_014972.3	XP_446638.1
OG0001918	NP_015000.3	XP_446639.1
OG0001919	NP_015001.1	XP_446640.1
OG0001920	NP_015002.3	XP_446641.1
OG0001921	NP_014302.3	XP_446645.1
OG0001922	NP_014300.3	XP_446646.1
OG0001923	NP_014299.1	XP_446647.1
OG0001924	NP_014298.1	XP_446648.1
OG0001925	NP_014297.3	XP_446650.1
OG0001926	NP_014296.4	XP_446651.1
OG0001927	NP_009928.1	XP_446654.1
OG0001928	NP_009929.1	XP_446655.1
OG0001929	NP_878106.1	XP_446656.1
OG0001930	NP_012511.1	XP_446657.1
OG0001931	NP_012514.2	XP_446658.1
OG0001932	NP_012515.4	XP_446659.1
OG0001933	NP_012518.2	XP_446660.1
OG0001934	NP_012520.1	XP_446661.1
OG0001935	NP_012521.3	XP_446662.1
OG0001936	NP_012522.2	XP_446663.1
OG0001937	NP_012523.2	XP_446664.1
OG0001938	NP_013693.1	XP_446667.1
OG0001939	NP_013692.1	XP_446668.1
OG0001940	NP_013691.1	XP_446669.1
OG0001941	NP_013690.1	XP_446670.1
OG0001942	NP_013689.1	XP_446671.1
OG0001943	NP_013687.1	XP_446674.1
OG0001944	NP_013683.1	XP_446678.1
OG0001945	NP_013682.1	XP_446679.1
OG0001946	NP_010744.3	XP_446680.1
OG0001947	NP_013681.1	XP_446681.1
OG0001948	NP_013680.2	XP_446682.1
OG0001949	NP_013677.1	XP_446684.1
OG0001950	NP_015157.1	XP_446685.1
OG0001951	NP_014897.1	XP_446686.1
OG0001952	NP_012352.2	XP_446687.1
OG0001953	NP_012355.1	XP_446688.1
OG0001954	NP_012356.2	XP_002999546.1
OG0001955	NP_014937.1	XP_446689.1
OG0001956	NP_014939.1	XP_446691.1
OG0001957	NP_009846.1	XP_446692.1
OG0001958	NP_009845.2	XP_446693.1
OG0001959	NP_012456.1	XP_446695.1
OG0001960	NP_012939.1	XP_446696.1
OG0001961	NP_012941.1	XP_446697.1
OG0001962	NP_012942.3	XP_446698.1
OG0001963	NP_011613.3	XP_446699.1
OG0001964	NP_011614.1	XP_446700.1
OG0001965	NP_011615.1	XP_446701.1
OG0001966	NP_011616.3	XP_446702.1
OG0001967	NP_011617.1	XP_446703.1
OG0001968	NP_011618.3	XP_446704.1
OG0001969	NP_011619.3	XP_002999547.1
OG0001970	NP_011620.1	XP_446705.1
OG0001971	NP_014433.1	XP_446706.1
OG0001972	NP_014434.1	XP_446707.1
OG0001973	NP_014435.3	XP_446708.1
OG0001974	NP_014436.1	XP_446709.1
OG0001975	NP_014437.1	XP_446710.1
OG0001976	NP_010375.1	XP_446711.1
OG0001977	NP_010376.3	XP_446712.1
OG0001978	NP_010377.3	XP_446713.1
OG0001979	NP_010382.3	XP_446716.1
OG0001980	NP_013268.1	XP_446718.1
OG0001981	NP_013347.1	XP_446720.1
OG0001982	NP_013346.1	XP_446721.2
OG0001983	NP_013345.1	XP_446722.1
OG0001984	NP_010474.3	XP_446723.1
OG0001985	NP_013344.1	XP_446724.1
OG0001986	NP_013343.1	XP_446725.1
OG0001987	NP_013342.1	XP_446726.1
OG0001988	NP_013341.1	XP_446727.1
OG0001989	NP_010481.3	XP_446728.1
OG0001990	NP_013340.1	XP_446729.1
OG0001991	NP_013339.1	XP_446730.1
OG0001992	NP_013335.1	XP_446732.1
OG0001993	NP_012148.1	XP_446734.1
OG0001994	NP_012147.3	XP_446736.1
OG0001995	NP_012144.1	XP_446738.1
OG0001996	NP_012142.3	XP_446740.1
OG0001997	NP_012141.1	XP_446741.1
OG0001998	NP_012139.1	XP_446744.1
OG0001999	NP_012138.1	XP_446745.1
OG0002000	NP_012137.3	XP_446746.1
OG0002001	NP_012136.1	XP_446747.1
OG0002002	NP_012134.1	XP_446749.1
OG0002003	NP_012132.3	XP_446750.1
OG0002004	NP_014624.1	XP_446751.1
OG0002005	NP_014623.1	XP_446752.1
OG0002006	NP_015122.1	XP_446754.1
OG0002007	NP_015123.1	XP_446755.1
OG0002008	NP_015128.1	XP_446759.1
OG0002009	NP_015129.1	XP_446760.1
OG0002010	NP_015130.1	XP_446761.1
OG0002011	NP_015131.1	XP_446762.1
OG0002012	NP_015133.1	XP_446764.1
OG0002013	NP_011712.1	XP_446766.1
OG0002014	NP_011711.3	XP_446767.1
OG0002015	NP_011710.3	XP_446768.1
OG0002016	NP_011709.1	XP_446769.1
OG0002017	NP_011705.1	XP_446771.1
OG0002018	NP_014834.1	XP_446772.1
OG0002019	NP_014832.1	XP_446774.1
OG0002020	NP_014831.3	XP_446775.1
OG0002021	NP_014830.1	XP_446776.1
OG0002022	NP_013394.1	XP_446780.1
OG0002023	NP_014827.3	XP_446781.1
OG0002024	NP_014824.1	XP_446783.1
OG0002025	NP_013380.1	XP_446784.1
OG0002026	NP_014822.1	XP_446785.1
OG0002027	NP_015501.2	XP_446786.1
OG0002028	NP_015502.1	XP_446787.1
OG0002029	NP_015504.1	XP_446788.1
OG0002030	NP_015505.1	XP_446789.1
OG0002031	NP_015506.1	XP_446790.1
OG0002032	NP_015508.1	XP_446792.1
OG0002033	NP_015509.1	XP_446793.1
OG0002034	NP_015510.1	XP_446794.1
OG0002035	NP_015511.1	XP_446795.1
OG0002036	NP_015512.1	XP_446796.1
OG0002037	NP_015513.1	XP_446797.1
OG0002038	NP_015514.1	XP_446798.1
OG0002039	NP_015515.1	XP_446799.1
OG0002040	NP_015516.1	XP_446800.1
OG0002041	NP_015517.1	XP_446801.1
OG0002042	NP_010818.1	XP_446802.1
OG0002043	NP_013564.1	XP_446807.1
OG0002044	NP_013562.3	XP_446809.1
OG0002045	NP_013560.3	XP_446811.1
OG0002046	NP_013559.1	XP_446812.1
OG0002047	NP_013557.1	XP_446814.1
OG0002048	NP_013556.3	XP_446815.1
OG0002049	NP_012658.3	XP_446817.1
OG0002050	NP_012657.1	XP_446818.1
OG0002051	NP_012656.1	XP_446819.1
OG0002052	NP_012655.3	XP_446820.1
OG0002053	NP_012653.1	XP_446821.1
OG0002054	NP_012652.3	XP_446822.1
OG0002055	NP_012650.1	XP_446823.1
OG0002056	NP_015068.1	XP_446824.1
OG0002057	NP_015069.1	XP_446825.1
OG0002058	NP_015070.1	XP_446826.1
OG0002059	NP_015071.1	XP_446827.1
OG0002060	NP_015075.1	XP_446831.1
OG0002061	NP_015077.1	XP_446833.1
OG0002062	NP_015078.1	XP_446834.1
OG0002063	NP_015079.1	XP_446835.1
OG0002064	NP_015080.1	XP_446836.1
OG0002065	NP_015081.1	XP_446837.1
OG0002066	NP_015082.1	XP_446838.1
OG0002067	NP_015083.1	XP_446839.1
OG0002068	NP_015085.1	XP_446840.1
OG0002069	NP_015087.1	XP_446841.1
OG0002070	NP_015088.1	XP_446842.1
OG0002071	NP_015089.1	XP_446843.1
OG0002072	NP_010565.3	XP_446844.1
OG0002073	NP_010568.3	XP_446845.1
OG0002074	NP_010574.1	XP_446846.1
OG0002075	NP_010573.3	XP_446847.1
OG0002076	NP_010572.3	XP_446848.1
OG0002077	NP_010571.1	XP_002999548.1
OG0002078	NP_010570.1	XP_446849.1
OG0002079	NP_010569.3	XP_446850.1
OG0002080	NP_010575.1	XP_446851.1
OG0002081	NP_010577.3	XP_446852.1
OG0002082	NP_010578.3	XP_446853.1
OG0002083	NP_010579.1	XP_446854.1
OG0002084	NP_010580.1	XP_446855.1
OG0002085	NP_010581.3	XP_446856.1
OG0002086	NP_010582.3	XP_446857.1
OG0002087	NP_010583.1	XP_446858.1
OG0002088	NP_010584.1	XP_446859.1
OG0002089	NP_010585.3	XP_446860.1
OG0002090	NP_010587.1	XP_446862.1
OG0002091	NP_010588.1	XP_446863.1
OG0002092	NP_010589.3	XP_446864.1
OG0002093	NP_010590.3	XP_446865.1
OG0002094	NP_010820.3	XP_446866.1
OG0002095	NP_010821.3	XP_446867.1
OG0002096	NP_010816.4	XP_446868.1
OG0002098	NP_010812.3	XP_446869.1
OG0002099	NP_010811.1	XP_446870.1
OG0002100	NP_010808.3	XP_446872.1
OG0002101	NP_010807.3	XP_446873.1
OG0002102	NP_012596.3	XP_446876.1
OG0002103	NP_012594.1	XP_446878.1
OG0002104	NP_012592.1	XP_446880.1
OG0002105	NP_012591.1	XP_446881.1
OG0002106	NP_012590.3	XP_446882.1
OG0002107	NP_011958.1	XP_446883.1
OG0002108	NP_011957.1	XP_446884.1
OG0002109	NP_011956.1	XP_446885.1
OG0002110	NP_011955.1	XP_446886.1
OG0002111	NP_011954.1	XP_446887.1
OG0002112	NP_011951.1	XP_446889.1
OG0002113	NP_013996.2	XP_446890.1
OG0002114	NP_013995.1	XP_446891.1
OG0002115	NP_013994.1	XP_446892.1
OG0002116	NP_013993.1	XP_446893.1
OG0002117	NP_013992.1	XP_446895.1
OG0002118	NP_013991.1	XP_446896.1
OG0002119	NP_013990.1	XP_446897.1
OG0002120	NP_013989.2	XP_446898.1
OG0002121	NP_013987.1	XP_446900.1
OG0002122	NP_013986.1	XP_446901.1
OG0002123	NP_013985.1	XP_446902.1
OG0002124	NP_013984.1	XP_446903.1
OG0002125	NP_013983.1	XP_002999550.1
OG0002126	NP_013979.1	XP_446906.1
OG0002127	NP_013976.1	XP_446908.1
OG0002128	NP_014590.1	XP_446909.1
OG0002129	NP_013975.1	XP_446910.1
OG0002130	NP_012986.1	XP_446911.1
OG0002131	NP_013266.1	XP_446913.1
OG0002132	NP_013264.1	XP_446914.1
OG0002133	NP_012461.1	XP_446916.1
OG0002134	NP_012462.3	XP_446917.1
OG0002135	NP_012463.1	XP_446918.1
OG0002136	NP_012464.1	XP_446919.1
OG0002137	NP_012466.1	XP_446921.1
OG0002138	NP_011420.3	XP_446923.1
OG0002139	NP_011421.1	XP_446924.1
OG0002140	NP_011422.1	XP_446925.1
OG0002141	NP_011423.1	XP_446926.1
OG0002142	NP_011424.3	XP_446927.1
OG0002143	NP_011425.1	XP_446928.1
OG0002144	NP_011428.1	XP_446930.1
OG0002145	NP_011429.3	XP_446931.1
OG0002146	NP_011430.1	XP_446932.1
OG0002147	NP_011432.1	XP_446934.1
OG0002148	NP_015134.1	XP_446935.1
OG0002149	NP_011433.3	XP_446936.1
OG0002150	NP_011435.1	XP_446938.1
OG0002151	NP_011436.1	XP_446939.1
OG0002152	NP_011437.3	XP_446940.1
OG0002153	NP_011442.3	XP_446943.1
OG0002154	NP_011444.1	XP_446945.1
OG0002155	NP_011445.1	XP_446946.1
OG0002156	NP_011447.1	XP_446947.1
OG0002157	NP_015120.1	XP_446948.1
OG0002158	NP_014386.2	XP_446949.1
OG0002159	NP_013351.1	XP_446950.1
OG0002160	NP_014387.1	XP_446951.1
OG0002161	NP_014388.3	XP_446952.1
OG0002162	NP_013276.1	XP_446954.1
OG0002163	NP_014391.1	XP_446955.1
OG0002164	NP_014392.3	XP_446956.1
OG0002165	NP_013277.1	XP_446957.1
OG0002166	NP_014396.3	XP_446958.1
OG0002167	NP_009911.2	XP_446959.1
OG0002168	NP_009912.2	XP_446960.1
OG0002169	NP_014395.3	XP_446961.1
OG0002170	NP_014393.1	XP_446963.1
OG0002171	NP_009918.1	XP_446964.1
OG0002172	NP_009919.3	XP_446965.1
OG0002173	NP_014397.1	XP_446966.1
OG0002174	NP_013580.1	XP_446972.1
OG0002175	NP_013622.1	XP_446973.1
OG0002176	NP_013624.1	XP_446974.1
OG0002177	NP_013629.1	XP_446977.2
OG0002178	NP_013631.1	XP_446979.1
OG0002179	NP_013633.1	XP_446982.1
OG0002180	NP_012659.1	XP_446983.1
OG0002181	NP_013634.1	XP_446984.1
OG0002182	NP_013635.1	XP_446985.1
OG0002183	NP_011968.1	XP_446986.1
OG0002184	NP_014621.1	XP_446987.1
OG0002185	NP_013886.1	XP_446988.1
OG0002186	NP_013885.1	XP_446989.1
OG0002187	NP_013884.1	XP_446990.1
OG0002188	NP_009460.1	XP_446991.1
OG0002189	NP_009463.1	XP_446993.1
OG0002190	NP_009465.2	XP_446995.1
OG0002191	NP_013707.1	XP_446996.1
OG0002192	NP_013706.1	XP_446997.1
OG0002193	NP_010717.1	XP_446998.1
OG0002194	NP_013705.1	XP_002999551.1
OG0002195	NP_013703.1	XP_446999.1
OG0002196	NP_013702.1	XP_447000.1
OG0002197	NP_013701.1	XP_447001.1
OG0002198	NP_010720.3	XP_447002.1
OG0002199	NP_013699.1	XP_447003.1
OG0002200	NP_013698.1	XP_447004.1
OG0002201	NP_013697.1	XP_447005.1
OG0002202	NP_013480.1	XP_447008.1
OG0002203	NP_010373.3	XP_447009.1
OG0002204	NP_013482.1	XP_447011.1
OG0002205	NP_013484.3	XP_447013.1
OG0002206	NP_013485.1	XP_447014.1
OG0002207	NP_013486.3	XP_447015.1
OG0002208	NP_013487.1	XP_447016.1
OG0002209	NP_013488.3	XP_447017.1
OG0002210	NP_013489.1	XP_447018.1
OG0002211	NP_015264.1	XP_447019.1
OG0002212	NP_015262.1	XP_447020.1
OG0002213	NP_015260.1	XP_447021.1
OG0002214	NP_015259.1	XP_447022.1
OG0002215	NP_015258.1	XP_447023.1
OG0002216	NP_015256.1	XP_447025.1
OG0002217	NP_015255.1	XP_447026.1
OG0002218	NP_015254.1	XP_447027.1
OG0002219	NP_015253.1	XP_447028.1
OG0002220	NP_015250.1	XP_447030.2
OG0002221	NP_015249.1	XP_447031.1
OG0002222	NP_015248.1	XP_447032.1
OG0002223	NP_009755.1	XP_447033.1
OG0002224	NP_015247.1	XP_447034.1
OG0002225	NP_015243.1	XP_447036.1
OG0002226	NP_015242.1	XP_447037.1
OG0002227	NP_015240.1	XP_447038.1
OG0002228	NP_015234.1	XP_447042.1
OG0002229	NP_015233.1	XP_447043.1
OG0002230	NP_015232.1	XP_447044.1
OG0002231	NP_015231.2	XP_447045.1
OG0002232	NP_015229.1	XP_447046.1
OG0002233	NP_015228.1	XP_447047.1
OG0002234	NP_015227.1	XP_447048.1
OG0002235	NP_015226.1	XP_447049.1
OG0002236	NP_015225.1	XP_447050.1
OG0002237	NP_015224.1	XP_447051.1
OG0002238	NP_015222.1	XP_447052.1
OG0002239	NP_015221.1	XP_447053.1
OG0002240	NP_015218.1	XP_447055.1
OG0002241	NP_015217.1	XP_447056.1
OG0002242	NP_015007.1	XP_447060.1
OG0002243	NP_010894.1	XP_447061.1
OG0002244	NP_009381.1	XP_447062.1
OG0002245	NP_009382.2	XP_447063.1
OG0002246	NP_009383.1	XP_447064.1
OG0002247	NP_014591.1	XP_447065.1
OG0002248	NP_009384.1	XP_447066.1
OG0002249	NP_009388.2	XP_447070.1
OG0002250	NP_009389.3	XP_447071.1
OG0002251	NP_009390.1	XP_447072.1
OG0002252	NP_009391.2	XP_447073.1
OG0002253	NP_013495.1	XP_447074.1
OG0002254	NP_013494.3	XP_447075.1
OG0002255	NP_013493.2	XP_447076.1
OG0002256	NP_013491.1	XP_447077.1
OG0002257	NP_013490.3	XP_447078.1
OG0002258	NP_012121.2	XP_447079.1
OG0002259	NP_012120.1	XP_447080.1
OG0002260	NP_012119.1	XP_447081.1
OG0002261	NP_012116.1	XP_447082.1
OG0002262	NP_013023.3	XP_447084.1
OG0002263	NP_012113.1	XP_447085.1
OG0002264	NP_012112.3	XP_447086.1
OG0002265	NP_012111.1	XP_447087.1
OG0002266	NP_012110.1	XP_447088.1
OG0002267	NP_001027534.1	XP_002999552.1
OG0002268	NP_012109.1	XP_447089.1
OG0002269	NP_012107.1	XP_447090.1
OG0002270	NP_012106.1	XP_447091.1
OG0002271	NP_012945.1	XP_447092.1
OG0002272	NP_013610.1	XP_447095.1
OG0002273	NP_013611.1	XP_447096.1
OG0002274	NP_013576.1	XP_447097.1
OG0002275	NP_013612.1	XP_447098.1
OG0002276	NP_013613.1	XP_447099.1
OG0002277	NP_013617.1	XP_447100.1
OG0002278	NP_013618.1	XP_447101.1
OG0002279	NP_010609.1	XP_002999553.1
OG0002280	NP_010608.1	XP_447102.1
OG0002281	NP_010607.3	XP_447103.1
