Orthogroup	CBS138_protein	sacCer_protein
OG0001647	XP_446263.1	NP_012291.1
OG0001648	XP_446264.1	NP_012292.3
OG0001649	XP_446265.1	NP_012299.1
OG0001650	XP_446266.1	NP_012904.3
OG0001651	XP_446267.1	NP_012300.3
OG0001652	XP_446271.1	NP_011454.1
OG0001653	XP_446273.1	NP_011456.5
OG0001654	XP_446274.1	NP_011390.2
OG0001655	XP_446275.1	NP_011391.2
OG0001656	XP_446276.1	NP_011392.1
OG0001657	XP_446277.1	NP_011393.3
OG0001658	XP_446278.1	NP_011394.1
OG0001659	XP_446279.1	NP_011395.1
OG0001660	XP_446281.1	NP_011396.1
OG0001661	XP_446283.1	NP_011402.3
OG0001662	XP_446284.1	NP_011401.1
OG0001663	XP_446285.1	NP_011400.1
OG0001664	XP_446286.1	NP_011399.1
OG0001665	XP_446287.1	NP_011398.3
OG0001666	XP_446289.1	NP_011404.1
OG0001667	XP_446290.1	NP_011405.1
OG0001668	XP_446291.1	NP_011407.3
OG0001669	XP_446293.1	NP_011409.1
OG0001670	XP_446295.1	NP_012829.1
OG0001671	XP_446296.1	NP_012828.1
OG0001672	XP_446299.1	NP_012824.1
OG0001673	XP_446300.1	NP_012823.2
OG0001674	XP_446301.1	NP_013887.1
OG0001675	XP_446302.1	NP_013888.1
OG0001676	XP_446303.1	NP_013889.1
OG0001677	XP_446304.1	NP_013890.1
OG0001678	XP_446305.1	NP_013891.1
OG0001679	XP_446307.1	NP_013894.1
OG0001680	XP_446308.1	NP_011374.1
OG0001681	XP_446309.1	NP_011373.1
OG0001682	XP_446311.1	NP_010498.1
OG0001683	XP_446313.1	NP_011751.1
OG0001684	XP_446314.1	NP_011752.4
OG0001685	XP_446315.1	NP_011753.1
OG0001686	XP_446317.1	NP_011755.3
OG0001687	XP_446318.1	NP_011756.1
OG0001688	XP_446321.1	NP_011760.3
OG0001689	XP_446322.1	NP_011761.3
OG0001690	XP_446323.1	NP_011762.1
OG0001691	XP_446324.1	NP_011763.1
OG0001692	XP_446325.1	NP_011765.1
OG0001693	XP_446326.1	NP_011766.3
OG0001694	XP_446327.1	NP_011771.1
OG0001695	XP_446329.1	NP_011768.1
OG0001696	XP_446330.1	NP_011773.3
OG0001697	XP_446331.1	NP_011774.1
OG0001698	XP_446332.1	NP_011776.1
OG0001699	XP_446333.1	NP_011777.3
OG0001700	XP_446334.1	NP_011778.1
OG0001701	XP_446335.1	NP_011779.3
OG0001702	XP_446336.1	NP_011780.3
OG0001703	XP_446337.1	NP_011782.1
OG0001704	XP_446338.1	NP_011783.1
OG0001705	XP_446339.1	NP_011515.4
OG0001706	XP_446340.1	NP_009398.1
OG0001707	XP_446341.1	NP_013425.1
OG0001708	XP_446342.1	NP_013419.1
OG0001709	XP_446343.1	NP_011516.1
OG0001710	XP_446344.1	NP_011517.1
OG0001711	XP_446345.1	NP_011518.1
OG0001712	XP_446346.1	NP_011519.3
OG0001713	XP_446347.1	NP_011520.2
OG0001714	XP_446348.1	NP_011521.1
OG0001715	XP_446349.1	NP_013431.1
OG0001716	XP_446351.1	NP_011526.1
OG0001717	XP_446352.1	NP_011527.1
OG0001718	XP_446353.1	NP_011528.3
OG0001719	XP_446354.1	NP_011529.1
OG0001720	XP_446355.1	NP_011530.1
OG0001721	XP_446356.1	NP_011903.1
OG0001722	XP_446357.1	NP_011904.1
OG0001723	XP_446358.1	NP_011905.1
OG0001724	XP_446359.1	NP_011906.1
OG0001725	XP_446361.1	NP_012074.3
OG0001726	XP_446362.1	NP_012075.1
OG0001727	XP_446363.1	NP_012076.3
OG0001728	XP_446364.1	NP_012077.1
OG0001729	XP_446366.1	NP_011109.3
OG0001730	XP_446367.1	NP_011110.1
OG0001731	XP_446369.1	NP_011111.1
OG0001732	XP_446371.1	NP_011801.1
OG0001733	XP_446372.1	NP_011800.3
OG0001734	XP_446374.1	NP_011798.1
OG0001735	XP_446375.1	NP_011797.3
OG0001736	XP_446376.1	NP_011796.1
OG0001737	XP_446379.1	NP_011794.3
OG0001738	XP_446380.1	NP_011793.3
OG0001739	XP_446381.1	NP_011792.1
OG0001740	XP_446383.1	NP_011790.1
OG0001741	XP_446384.1	NP_014025.1
OG0001742	XP_446386.1	NP_076891.4
OG0001743	XP_446387.1	NP_011787.4
OG0001744	XP_446388.1	NP_011786.1
OG0001745	XP_446389.1	NP_011784.3
OG0001746	XP_446390.1	NP_011514.1
OG0001747	XP_446391.1	NP_009401.1
OG0001748	XP_446393.1	NP_009403.1
OG0001749	XP_446394.1	NP_009404.1
OG0001750	XP_446395.1	NP_009405.1
OG0001751	XP_446396.1	NP_013433.2
OG0001752	XP_446397.1	NP_013434.1
OG0001753	XP_446400.1	NP_013439.1
OG0001754	XP_446401.1	NP_013440.1
OG0001755	XP_446402.1	NP_011543.4
OG0001756	XP_446403.1	NP_013441.1
OG0001757	XP_446404.1	NP_013444.1
OG0001758	XP_446405.1	NP_013445.1
OG0001759	XP_446409.1	NP_013449.1
OG0001760	XP_446411.1	NP_013451.1
OG0001761	XP_446412.1	NP_013452.1
OG0001762	XP_446414.1	NP_013455.1
OG0001763	XP_446415.1	NP_011312.1
OG0001764	XP_446416.1	NP_011313.1
OG0001765	XP_446417.1	NP_014348.3
OG0001766	XP_446418.1	NP_014347.1
OG0001767	XP_446419.1	NP_014345.3
OG0001768	XP_446420.1	NP_014344.3
OG0001769	XP_446424.1	NP_014353.1
OG0001770	XP_446425.1	NP_014354.2
OG0001771	XP_446426.1	NP_014356.1
OG0001772	XP_446427.1	NP_014357.1
OG0001773	XP_446428.1	NP_014362.3
OG0001774	XP_446430.1	NP_014359.3
OG0001775	XP_446431.1	NP_014358.3
OG0001776	XP_446432.1	NP_014363.1
OG0001777	XP_446433.1	NP_015433.1
OG0001778	XP_446434.1	NP_015432.1
OG0001779	XP_446435.1	NP_015431.1
OG0001780	XP_446437.1	NP_015430.1
OG0001781	XP_446438.1	NP_015429.1
OG0001782	XP_446439.1	NP_015428.1
OG0001783	XP_446441.1	NP_015426.1
OG0001784	XP_446442.1	NP_015425.1
OG0001785	XP_446443.1	NP_015423.2
OG0001786	XP_446444.1	NP_012995.3
OG0001787	XP_446445.1	NP_012996.1
OG0001788	XP_446446.1	NP_012997.3
OG0001789	XP_446448.1	NP_014699.1
OG0001790	XP_446449.1	NP_013000.3
OG0001791	XP_446450.1	NP_014704.1
OG0001792	XP_446452.1	NP_014706.1
OG0001793	XP_446456.1	NP_013005.1
OG0001794	XP_446457.1	NP_013006.3
OG0001795	XP_446458.1	NP_013008.3
OG0001796	XP_446459.1	NP_013009.1
OG0001797	XP_446460.1	NP_013010.3
OG0001798	XP_446461.1	NP_013011.1
OG0001799	XP_446462.1	NP_013012.3
OG0001800	XP_446463.1	NP_013013.2
OG0001801	XP_446464.1	NP_013014.3
OG0001802	XP_446466.1	NP_013016.4
OG0001803	XP_446467.1	NP_013018.3
OG0001804	XP_446469.1	NP_013019.1
OG0001805	XP_002999543.1	NP_878113.4
OG0001806	XP_446474.1	NP_013024.1
OG0001807	XP_446475.1	NP_012172.1
OG0001808	XP_446477.1	NP_012170.1
OG0001809	XP_446478.1	NP_012169.1
OG0001810	XP_446479.1	NP_014361.1
OG0001811	XP_446480.1	NP_012168.3
OG0001812	XP_446481.1	NP_012167.3
OG0001813	XP_446482.1	NP_012165.1
OG0001814	XP_446483.1	NP_012163.1
OG0001815	XP_446484.1	NP_012162.3
OG0001816	XP_446485.1	NP_012160.2
OG0001817	XP_446487.1	NP_015138.1
OG0001818	XP_446489.1	NP_015136.1
OG0001819	XP_446492.1	NP_011603.1
OG0001820	XP_446493.1	NP_011604.3
OG0001821	XP_446494.1	NP_011605.1
OG0001822	XP_446496.1	NP_011607.3
OG0001823	XP_446497.1	NP_011608.1
OG0001824	XP_446498.1	NP_011609.2
OG0001825	XP_446499.1	NP_011610.3
OG0001826	XP_446500.1	NP_015438.1
OG0001827	XP_446503.1	NP_011612.3
OG0001828	XP_446507.1	NP_009477.1
OG0001829	XP_446508.1	NP_011030.3
OG0001830	XP_446509.1	NP_009474.1
OG0001831	XP_446510.1	NP_011032.1
OG0001832	XP_446511.1	NP_011033.3
OG0001833	XP_446513.1	NP_011035.1
OG0001834	XP_446514.1	NP_011037.3
OG0001835	XP_446515.1	NP_011038.3
OG0001836	XP_446517.1	NP_011040.1
OG0001837	XP_446518.1	NP_011041.3
OG0001838	XP_446520.1	NP_011043.1
OG0001839	XP_446522.1	NP_009462.2
OG0001840	XP_446525.1	NP_011048.1
OG0001841	XP_446526.1	NP_015017.1
OG0001842	XP_446528.1	NP_013077.1
OG0001843	XP_446530.1	NP_011560.3
OG0001844	XP_446531.1	NP_013074.1
OG0001845	XP_446532.1	NP_013073.1
OG0001846	XP_446535.1	NP_013071.1
OG0001847	XP_446537.1	NP_013069.1
OG0001848	XP_446538.1	NP_013068.1
OG0001849	XP_446539.1	NP_013105.1
OG0001850	XP_446541.1	NP_012538.3
OG0001851	XP_446542.1	NP_012537.1
OG0001852	XP_446543.1	NP_010591.1
OG0001853	XP_446544.1	NP_010592.1
OG0001854	XP_446545.1	NP_011695.1
OG0001855	XP_446546.1	NP_011696.3
OG0001856	XP_446549.1	NP_012424.1
OG0001857	XP_446550.1	NP_012425.1
OG0001858	XP_446551.1	NP_012426.1
OG0001859	XP_446552.1	NP_012427.1
OG0001860	XP_446553.1	NP_012429.1
OG0001861	XP_446555.1	NP_012430.1
OG0001862	XP_446556.1	NP_012431.1
OG0001863	XP_446557.1	NP_010774.4
OG0001864	XP_446558.1	NP_010776.1
OG0001865	XP_446559.1	NP_010777.3
OG0001866	XP_446561.1	NP_010780.1
OG0001867	XP_446562.1	NP_010781.1
OG0001868	XP_446563.1	NP_010782.4
OG0001869	XP_446564.1	NP_010783.3
OG0001870	XP_446567.1	NP_014750.3
OG0001871	XP_446569.1	NP_014749.1
OG0001872	XP_446571.1	NP_013476.3
OG0001873	XP_446573.1	NP_013474.3
OG0001874	XP_446576.1	NP_013468.3
OG0001875	XP_446577.1	NP_076903.1
OG0001876	XP_446578.1	NP_013467.3
OG0001877	XP_446579.1	NP_010349.3
OG0001878	XP_446580.1	NP_010348.1
OG0001879	XP_446581.1	NP_010347.1
OG0001880	XP_446582.1	NP_010346.3
OG0001881	XP_446583.1	NP_009527.1
OG0001882	XP_446584.1	NP_010350.3
OG0001883	XP_446586.1	NP_010352.1
OG0001884	XP_446587.1	NP_010353.3
OG0001885	XP_446589.1	NP_010355.1
OG0001886	XP_446590.1	NP_010356.1
OG0001887	XP_446591.1	NP_010357.3
OG0001888	XP_002999544.1	NP_010358.3
OG0001889	XP_446592.1	NP_010359.1
OG0001890	XP_446593.1	NP_014199.1
OG0001891	XP_446594.1	NP_014200.1
OG0001892	XP_446596.1	NP_010054.1
OG0001893	XP_446599.1	NP_010056.1
OG0001894	XP_446604.1	NP_010061.1
OG0001895	XP_446605.1	NP_010062.1
OG0001896	XP_446606.1	NP_010063.1
OG0001897	XP_446607.1	NP_010064.1
OG0001898	XP_446608.1	NP_010065.2
OG0001899	XP_446609.1	NP_010066.1
OG0001900	XP_446611.1	NP_010068.1
OG0001901	XP_446613.1	NP_010069.1
OG0001902	XP_446614.1	NP_010070.1
OG0001903	XP_446616.1	NP_012014.1
OG0001904	XP_446617.1	NP_012013.1
OG0001905	XP_446618.1	NP_012012.1
OG0001906	XP_446619.1	NP_012011.1
OG0001907	XP_446621.1	NP_012009.1
OG0001908	XP_446623.1	NP_012006.1
OG0001909	XP_446624.1	NP_012005.1
OG0001910	XP_446626.1	NP_012000.1
OG0001911	XP_446628.1	NP_012002.1
OG0001912	XP_446632.1	NP_009378.1
OG0001913	XP_446633.1	NP_009377.2
OG0001914	XP_446634.1	NP_009376.2
OG0001915	XP_446635.1	NP_009375.1
OG0001916	XP_446636.1	NP_009374.1
OG0001917	XP_446638.1	NP_014972.3
OG0001918	XP_446639.1	NP_015000.3
OG0001919	XP_446640.1	NP_015001.1
OG0001920	XP_446641.1	NP_015002.3
OG0001921	XP_446645.1	NP_014302.3
OG0001922	XP_446646.1	NP_014300.3
OG0001923	XP_446647.1	NP_014299.1
OG0001924	XP_446648.1	NP_014298.1
OG0001925	XP_446650.1	NP_014297.3
OG0001926	XP_446651.1	NP_014296.4
OG0001927	XP_446654.1	NP_009928.1
OG0001928	XP_446655.1	NP_009929.1
OG0001929	XP_446656.1	NP_878106.1
OG0001930	XP_446657.1	NP_012511.1
OG0001931	XP_446658.1	NP_012514.2
OG0001932	XP_446659.1	NP_012515.4
OG0001933	XP_446660.1	NP_012518.2
OG0001934	XP_446661.1	NP_012520.1
OG0001935	XP_446662.1	NP_012521.3
OG0001936	XP_446663.1	NP_012522.2
OG0001937	XP_446664.1	NP_012523.2
OG0001938	XP_446667.1	NP_013693.1
OG0001939	XP_446668.1	NP_013692.1
OG0001940	XP_446669.1	NP_013691.1
OG0001941	XP_446670.1	NP_013690.1
OG0001942	XP_446671.1	NP_013689.1
OG0001943	XP_446674.1	NP_013687.1
OG0001944	XP_446678.1	NP_013683.1
OG0001945	XP_446679.1	NP_013682.1
OG0001946	XP_446680.1	NP_010744.3
OG0001947	XP_446681.1	NP_013681.1
OG0001948	XP_446682.1	NP_013680.2
OG0001949	XP_446684.1	NP_013677.1
OG0001950	XP_446685.1	NP_015157.1
OG0001951	XP_446686.1	NP_014897.1
OG0001952	XP_446687.1	NP_012352.2
OG0001953	XP_446688.1	NP_012355.1
OG0001954	XP_002999546.1	NP_012356.2
OG0001955	XP_446689.1	NP_014937.1
OG0001956	XP_446691.1	NP_014939.1
OG0001957	XP_446692.1	NP_009846.1
OG0001958	XP_446693.1	NP_009845.2
OG0001959	XP_446695.1	NP_012456.1
OG0001960	XP_446696.1	NP_012939.1
OG0001961	XP_446697.1	NP_012941.1
OG0001962	XP_446698.1	NP_012942.3
OG0001963	XP_446699.1	NP_011613.3
OG0001964	XP_446700.1	NP_011614.1
OG0001965	XP_446701.1	NP_011615.1
OG0001966	XP_446702.1	NP_011616.3
OG0001967	XP_446703.1	NP_011617.1
OG0001968	XP_446704.1	NP_011618.3
OG0001969	XP_002999547.1	NP_011619.3
OG0001970	XP_446705.1	NP_011620.1
OG0001971	XP_446706.1	NP_014433.1
OG0001972	XP_446707.1	NP_014434.1
OG0001973	XP_446708.1	NP_014435.3
OG0001974	XP_446709.1	NP_014436.1
OG0001975	XP_446710.1	NP_014437.1
OG0001976	XP_446711.1	NP_010375.1
OG0001977	XP_446712.1	NP_010376.3
OG0001978	XP_446713.1	NP_010377.3
OG0001979	XP_446716.1	NP_010382.3
OG0001980	XP_446718.1	NP_013268.1
OG0001981	XP_446720.1	NP_013347.1
OG0001982	XP_446721.2	NP_013346.1
OG0001983	XP_446722.1	NP_013345.1
OG0001984	XP_446723.1	NP_010474.3
OG0001985	XP_446724.1	NP_013344.1
OG0001986	XP_446725.1	NP_013343.1
OG0001987	XP_446726.1	NP_013342.1
OG0001988	XP_446727.1	NP_013341.1
OG0001989	XP_446728.1	NP_010481.3
OG0001990	XP_446729.1	NP_013340.1
OG0001991	XP_446730.1	NP_013339.1
OG0001992	XP_446732.1	NP_013335.1
OG0001993	XP_446734.1	NP_012148.1
OG0001994	XP_446736.1	NP_012147.3
OG0001995	XP_446738.1	NP_012144.1
OG0001996	XP_446740.1	NP_012142.3
OG0001997	XP_446741.1	NP_012141.1
OG0001998	XP_446744.1	NP_012139.1
OG0001999	XP_446745.1	NP_012138.1
OG0002000	XP_446746.1	NP_012137.3
OG0002001	XP_446747.1	NP_012136.1
OG0002002	XP_446749.1	NP_012134.1
OG0002003	XP_446750.1	NP_012132.3
OG0002004	XP_446751.1	NP_014624.1
OG0002005	XP_446752.1	NP_014623.1
OG0002006	XP_446754.1	NP_015122.1
OG0002007	XP_446755.1	NP_015123.1
OG0002008	XP_446759.1	NP_015128.1
OG0002009	XP_446760.1	NP_015129.1
OG0002010	XP_446761.1	NP_015130.1
OG0002011	XP_446762.1	NP_015131.1
OG0002012	XP_446764.1	NP_015133.1
OG0002013	XP_446766.1	NP_011712.1
OG0002014	XP_446767.1	NP_011711.3
OG0002015	XP_446768.1	NP_011710.3
OG0002016	XP_446769.1	NP_011709.1
OG0002017	XP_446771.1	NP_011705.1
OG0002018	XP_446772.1	NP_014834.1
OG0002019	XP_446774.1	NP_014832.1
OG0002020	XP_446775.1	NP_014831.3
OG0002021	XP_446776.1	NP_014830.1
OG0002022	XP_446780.1	NP_013394.1
OG0002023	XP_446781.1	NP_014827.3
OG0002024	XP_446783.1	NP_014824.1
OG0002025	XP_446784.1	NP_013380.1
OG0002026	XP_446785.1	NP_014822.1
OG0002027	XP_446786.1	NP_015501.2
OG0002028	XP_446787.1	NP_015502.1
OG0002029	XP_446788.1	NP_015504.1
OG0002030	XP_446789.1	NP_015505.1
OG0002031	XP_446790.1	NP_015506.1
OG0002032	XP_446792.1	NP_015508.1
OG0002033	XP_446793.1	NP_015509.1
OG0002034	XP_446794.1	NP_015510.1
OG0002035	XP_446795.1	NP_015511.1
OG0002036	XP_446796.1	NP_015512.1
OG0002037	XP_446797.1	NP_015513.1
OG0002038	XP_446798.1	NP_015514.1
OG0002039	XP_446799.1	NP_015515.1
OG0002040	XP_446800.1	NP_015516.1
OG0002041	XP_446801.1	NP_015517.1
OG0002042	XP_446802.1	NP_010818.1
OG0002043	XP_446807.1	NP_013564.1
OG0002044	XP_446809.1	NP_013562.3
OG0002045	XP_446811.1	NP_013560.3
OG0002046	XP_446812.1	NP_013559.1
OG0002047	XP_446814.1	NP_013557.1
OG0002048	XP_446815.1	NP_013556.3
OG0002049	XP_446817.1	NP_012658.3
OG0002050	XP_446818.1	NP_012657.1
OG0002051	XP_446819.1	NP_012656.1
OG0002052	XP_446820.1	NP_012655.3
OG0002053	XP_446821.1	NP_012653.1
OG0002054	XP_446822.1	NP_012652.3
OG0002055	XP_446823.1	NP_012650.1
OG0002056	XP_446824.1	NP_015068.1
OG0002057	XP_446825.1	NP_015069.1
OG0002058	XP_446826.1	NP_015070.1
OG0002059	XP_446827.1	NP_015071.1
OG0002060	XP_446831.1	NP_015075.1
OG0002061	XP_446833.1	NP_015077.1
OG0002062	XP_446834.1	NP_015078.1
OG0002063	XP_446835.1	NP_015079.1
OG0002064	XP_446836.1	NP_015080.1
OG0002065	XP_446837.1	NP_015081.1
OG0002066	XP_446838.1	NP_015082.1
OG0002067	XP_446839.1	NP_015083.1
OG0002068	XP_446840.1	NP_015085.1
OG0002069	XP_446841.1	NP_015087.1
OG0002070	XP_446842.1	NP_015088.1
OG0002071	XP_446843.1	NP_015089.1
OG0002072	XP_446844.1	NP_010565.3
OG0002073	XP_446845.1	NP_010568.3
OG0002074	XP_446846.1	NP_010574.1
OG0002075	XP_446847.1	NP_010573.3
OG0002076	XP_446848.1	NP_010572.3
OG0002077	XP_002999548.1	NP_010571.1
OG0002078	XP_446849.1	NP_010570.1
OG0002079	XP_446850.1	NP_010569.3
OG0002080	XP_446851.1	NP_010575.1
OG0002081	XP_446852.1	NP_010577.3
OG0002082	XP_446853.1	NP_010578.3
OG0002083	XP_446854.1	NP_010579.1
OG0002084	XP_446855.1	NP_010580.1
OG0002085	XP_446856.1	NP_010581.3
OG0002086	XP_446857.1	NP_010582.3
OG0002087	XP_446858.1	NP_010583.1
OG0002088	XP_446859.1	NP_010584.1
OG0002089	XP_446860.1	NP_010585.3
OG0002090	XP_446862.1	NP_010587.1
OG0002091	XP_446863.1	NP_010588.1
OG0002092	XP_446864.1	NP_010589.3
OG0002093	XP_446865.1	NP_010590.3
OG0002094	XP_446866.1	NP_010820.3
OG0002095	XP_446867.1	NP_010821.3
OG0002096	XP_446868.1	NP_010816.4
OG0002098	XP_446869.1	NP_010812.3
OG0002099	XP_446870.1	NP_010811.1
OG0002100	XP_446872.1	NP_010808.3
OG0002101	XP_446873.1	NP_010807.3
OG0002102	XP_446876.1	NP_012596.3
OG0002103	XP_446878.1	NP_012594.1
OG0002104	XP_446880.1	NP_012592.1
OG0002105	XP_446881.1	NP_012591.1
OG0002106	XP_446882.1	NP_012590.3
OG0002107	XP_446883.1	NP_011958.1
OG0002108	XP_446884.1	NP_011957.1
OG0002109	XP_446885.1	NP_011956.1
OG0002110	XP_446886.1	NP_011955.1
OG0002111	XP_446887.1	NP_011954.1
OG0002112	XP_446889.1	NP_011951.1
OG0002113	XP_446890.1	NP_013996.2
OG0002114	XP_446891.1	NP_013995.1
OG0002115	XP_446892.1	NP_013994.1
OG0002116	XP_446893.1	NP_013993.1
OG0002117	XP_446895.1	NP_013992.1
OG0002118	XP_446896.1	NP_013991.1
OG0002119	XP_446897.1	NP_013990.1
OG0002120	XP_446898.1	NP_013989.2
OG0002121	XP_446900.1	NP_013987.1
OG0002122	XP_446901.1	NP_013986.1
OG0002123	XP_446902.1	NP_013985.1
OG0002124	XP_446903.1	NP_013984.1
OG0002125	XP_002999550.1	NP_013983.1
OG0002126	XP_446906.1	NP_013979.1
OG0002127	XP_446908.1	NP_013976.1
OG0002128	XP_446909.1	NP_014590.1
OG0002129	XP_446910.1	NP_013975.1
OG0002130	XP_446911.1	NP_012986.1
OG0002131	XP_446913.1	NP_013266.1
OG0002132	XP_446914.1	NP_013264.1
OG0002133	XP_446916.1	NP_012461.1
OG0002134	XP_446917.1	NP_012462.3
OG0002135	XP_446918.1	NP_012463.1
OG0002136	XP_446919.1	NP_012464.1
OG0002137	XP_446921.1	NP_012466.1
OG0002138	XP_446923.1	NP_011420.3
OG0002139	XP_446924.1	NP_011421.1
OG0002140	XP_446925.1	NP_011422.1
OG0002141	XP_446926.1	NP_011423.1
OG0002142	XP_446927.1	NP_011424.3
OG0002143	XP_446928.1	NP_011425.1
OG0002144	XP_446930.1	NP_011428.1
OG0002145	XP_446931.1	NP_011429.3
OG0002146	XP_446932.1	NP_011430.1
OG0002147	XP_446934.1	NP_011432.1
OG0002148	XP_446935.1	NP_015134.1
OG0002149	XP_446936.1	NP_011433.3
OG0002150	XP_446938.1	NP_011435.1
OG0002151	XP_446939.1	NP_011436.1
OG0002152	XP_446940.1	NP_011437.3
OG0002153	XP_446943.1	NP_011442.3
OG0002154	XP_446945.1	NP_011444.1
OG0002155	XP_446946.1	NP_011445.1
OG0002156	XP_446947.1	NP_011447.1
OG0002157	XP_446948.1	NP_015120.1
OG0002158	XP_446949.1	NP_014386.2
OG0002159	XP_446950.1	NP_013351.1
OG0002160	XP_446951.1	NP_014387.1
OG0002161	XP_446952.1	NP_014388.3
OG0002162	XP_446954.1	NP_013276.1
OG0002163	XP_446955.1	NP_014391.1
OG0002164	XP_446956.1	NP_014392.3
OG0002165	XP_446957.1	NP_013277.1
OG0002166	XP_446958.1	NP_014396.3
OG0002167	XP_446959.1	NP_009911.2
OG0002168	XP_446960.1	NP_009912.2
OG0002169	XP_446961.1	NP_014395.3
OG0002170	XP_446963.1	NP_014393.1
OG0002171	XP_446964.1	NP_009918.1
OG0002172	XP_446965.1	NP_009919.3
OG0002173	XP_446966.1	NP_014397.1
OG0002174	XP_446972.1	NP_013580.1
OG0002175	XP_446973.1	NP_013622.1
OG0002176	XP_446974.1	NP_013624.1
OG0002177	XP_446977.2	NP_013629.1
OG0002178	XP_446979.1	NP_013631.1
OG0002179	XP_446982.1	NP_013633.1
OG0002180	XP_446983.1	NP_012659.1
OG0002181	XP_446984.1	NP_013634.1
OG0002182	XP_446985.1	NP_013635.1
OG0002183	XP_446986.1	NP_011968.1
OG0002184	XP_446987.1	NP_014621.1
OG0002185	XP_446988.1	NP_013886.1
OG0002186	XP_446989.1	NP_013885.1
OG0002187	XP_446990.1	NP_013884.1
OG0002188	XP_446991.1	NP_009460.1
OG0002189	XP_446993.1	NP_009463.1
OG0002190	XP_446995.1	NP_009465.2
OG0002191	XP_446996.1	NP_013707.1
OG0002192	XP_446997.1	NP_013706.1
OG0002193	XP_446998.1	NP_010717.1
OG0002194	XP_002999551.1	NP_013705.1
OG0002195	XP_446999.1	NP_013703.1
OG0002196	XP_447000.1	NP_013702.1
OG0002197	XP_447001.1	NP_013701.1
OG0002198	XP_447002.1	NP_010720.3
OG0002199	XP_447003.1	NP_013699.1
OG0002200	XP_447004.1	NP_013698.1
OG0002201	XP_447005.1	NP_013697.1
OG0002202	XP_447008.1	NP_013480.1
OG0002203	XP_447009.1	NP_010373.3
OG0002204	XP_447011.1	NP_013482.1
OG0002205	XP_447013.1	NP_013484.3
OG0002206	XP_447014.1	NP_013485.1
OG0002207	XP_447015.1	NP_013486.3
OG0002208	XP_447016.1	NP_013487.1
OG0002209	XP_447017.1	NP_013488.3
OG0002210	XP_447018.1	NP_013489.1
OG0002211	XP_447019.1	NP_015264.1
OG0002212	XP_447020.1	NP_015262.1
OG0002213	XP_447021.1	NP_015260.1
OG0002214	XP_447022.1	NP_015259.1
OG0002215	XP_447023.1	NP_015258.1
OG0002216	XP_447025.1	NP_015256.1
OG0002217	XP_447026.1	NP_015255.1
OG0002218	XP_447027.1	NP_015254.1
OG0002219	XP_447028.1	NP_015253.1
OG0002220	XP_447030.2	NP_015250.1
OG0002221	XP_447031.1	NP_015249.1
OG0002222	XP_447032.1	NP_015248.1
OG0002223	XP_447033.1	NP_009755.1
OG0002224	XP_447034.1	NP_015247.1
OG0002225	XP_447036.1	NP_015243.1
OG0002226	XP_447037.1	NP_015242.1
OG0002227	XP_447038.1	NP_015240.1
OG0002228	XP_447042.1	NP_015234.1
OG0002229	XP_447043.1	NP_015233.1
OG0002230	XP_447044.1	NP_015232.1
OG0002231	XP_447045.1	NP_015231.2
OG0002232	XP_447046.1	NP_015229.1
OG0002233	XP_447047.1	NP_015228.1
OG0002234	XP_447048.1	NP_015227.1
OG0002235	XP_447049.1	NP_015226.1
OG0002236	XP_447050.1	NP_015225.1
OG0002237	XP_447051.1	NP_015224.1
OG0002238	XP_447052.1	NP_015222.1
OG0002239	XP_447053.1	NP_015221.1
OG0002240	XP_447055.1	NP_015218.1
OG0002241	XP_447056.1	NP_015217.1
OG0002242	XP_447060.1	NP_015007.1
OG0002243	XP_447061.1	NP_010894.1
OG0002244	XP_447062.1	NP_009381.1
OG0002245	XP_447063.1	NP_009382.2
OG0002246	XP_447064.1	NP_009383.1
OG0002247	XP_447065.1	NP_014591.1
OG0002248	XP_447066.1	NP_009384.1
OG0002249	XP_447070.1	NP_009388.2
OG0002250	XP_447071.1	NP_009389.3
OG0002251	XP_447072.1	NP_009390.1
OG0002252	XP_447073.1	NP_009391.2
OG0002253	XP_447074.1	NP_013495.1
OG0002254	XP_447075.1	NP_013494.3
OG0002255	XP_447076.1	NP_013493.2
OG0002256	XP_447077.1	NP_013491.1
OG0002257	XP_447078.1	NP_013490.3
OG0002258	XP_447079.1	NP_012121.2
OG0002259	XP_447080.1	NP_012120.1
OG0002260	XP_447081.1	NP_012119.1
OG0002261	XP_447082.1	NP_012116.1
OG0002262	XP_447084.1	NP_013023.3
OG0002263	XP_447085.1	NP_012113.1
OG0002264	XP_447086.1	NP_012112.3
OG0002265	XP_447087.1	NP_012111.1
OG0002266	XP_447088.1	NP_012110.1
OG0002267	XP_002999552.1	NP_001027534.1
OG0002268	XP_447089.1	NP_012109.1
OG0002269	XP_447090.1	NP_012107.1
OG0002270	XP_447091.1	NP_012106.1
OG0002271	XP_447092.1	NP_012945.1
OG0002272	XP_447095.1	NP_013610.1
OG0002273	XP_447096.1	NP_013611.1
OG0002274	XP_447097.1	NP_013576.1
OG0002275	XP_447098.1	NP_013612.1
OG0002276	XP_447099.1	NP_013613.1
OG0002277	XP_447100.1	NP_013617.1
OG0002278	XP_447101.1	NP_013618.1
OG0002279	XP_002999553.1	NP_010609.1
OG0002280	XP_447102.1	NP_010608.1
OG0002281	XP_447103.1	NP_010607.3
