Orthogroup	CBS138_protein	BG2_protein
OG0001661	XP_446283.1	QNG13621.1
OG0001662	XP_446284.1	QNG13622.1
OG0001663	XP_446285.1	QNG13623.1
OG0001664	XP_446286.1	QNG13624.1
OG0001665	XP_446287.1	QNG13625.1
OG0001666	XP_446289.1	QNG13627.1
OG0001667	XP_446290.1	QNG13628.1
OG0001668	XP_446291.1	QNG13629.1
OG0001669	XP_446293.1	QNG13631.1
OG0001670	XP_446295.1	QNG13633.1
OG0001671	XP_446296.1	QNG13634.1
OG0001672	XP_446299.1	QNG13637.1
OG0001673	XP_446300.1	QNG13638.1
OG0001674	XP_446301.1	QNG13639.1
OG0001675	XP_446302.1	QNG13640.1
OG0001676	XP_446303.1	QNG13641.1
OG0001677	XP_446304.1	QNG13642.1
OG0001678	XP_446305.1	QNG13643.1
OG0001679	XP_446307.1	QNG13645.1
OG0001680	XP_446308.1	QNG13646.1
OG0001681	XP_446309.1	QNG13647.1
OG0001682	XP_446311.1	QNG13649.1
OG0001683	XP_446313.1	QNG13651.1
OG0001684	XP_446314.1	QNG13652.1
OG0001685	XP_446315.1	QNG13653.1
OG0001686	XP_446317.1	QNG13655.1
OG0001687	XP_446318.1	QNG13656.1
OG0001688	XP_446321.1	QNG13659.1
OG0001689	XP_446322.1	QNG13660.1
OG0001690	XP_446323.1	QNG13661.1
OG0001691	XP_446324.1	QNG13662.1
OG0001692	XP_446325.1	QNG13663.1
OG0001693	XP_446326.1	QNG13664.1
OG0001694	XP_446327.1	QNG13665.1
OG0001695	XP_446329.1	QNG13667.1
OG0001696	XP_446330.1	QNG13668.1
OG0001697	XP_446331.1	QNG13669.1
OG0001698	XP_446332.1	QNG13670.1
OG0001699	XP_446333.1	QNG13671.1
OG0001700	XP_446334.1	QNG13672.1
OG0001701	XP_446335.1	QNG13673.1
OG0001702	XP_446336.1	QNG13674.1
OG0001703	XP_446337.1	QNG13675.1
OG0001704	XP_446338.1	QNG13676.1
OG0001705	XP_446339.1	QNG13677.1
OG0001706	XP_446340.1	QNG13678.1
OG0001707	XP_446341.1	QNG13679.1
OG0001708	XP_446342.1	QNG13680.1
OG0001709	XP_446343.1	QNG13681.1
OG0001710	XP_446344.1	QNG13682.1
OG0001711	XP_446345.1	QNG13683.1
OG0001712	XP_446346.1	QNG13684.1
OG0001713	XP_446347.1	QNG13685.1
OG0001714	XP_446348.1	QNG13686.1
OG0001715	XP_446349.1	QNG13687.1
OG0001716	XP_446351.1	QNG13688.1
OG0001717	XP_446352.1	QNG13689.1
OG0001718	XP_446353.1	QNG13690.1
OG0001719	XP_446354.1	QNG13691.1
OG0001720	XP_446355.1	QNG13692.1
OG0001721	XP_446356.1	QNG13693.1
OG0001722	XP_446357.1	QNG13694.1
OG0001723	XP_446358.1	QNG13695.1
OG0001724	XP_446359.1	QNG13696.1
OG0001725	XP_446361.1	QNG13698.1
OG0001726	XP_446362.1	QNG13699.1
OG0001727	XP_446363.1	QNG13700.1
OG0001728	XP_446364.1	QNG13701.1
OG0001729	XP_446366.1	QNG13703.1
OG0001730	XP_446367.1	QNG13704.1
OG0001731	XP_446369.1	QNG13706.1
OG0001732	XP_446371.1	QNG13709.1
OG0001733	XP_446372.1	QNG13710.1
OG0001734	XP_446374.1	QNG13711.1
OG0001735	XP_446375.1	QNG13712.1
OG0001736	XP_446376.1	QNG13713.1
OG0001737	XP_446379.1	QNG13717.1
OG0001738	XP_446380.1	QNG13718.1
OG0001739	XP_446381.1	QNG13719.1
OG0001740	XP_446383.1	QNG13721.1
OG0001741	XP_446384.1	QNG13722.1
OG0001742	XP_446386.1	QNG13724.1
OG0001743	XP_446387.1	QNG13725.1
OG0001744	XP_446388.1	QNG13726.1
OG0001745	XP_446389.1	QNG13727.1
OG0001746	XP_446390.1	QNG13728.1
OG0001747	XP_446391.1	QNG13729.1
OG0001748	XP_446393.1	QNG13731.1
OG0001749	XP_446394.1	QNG13732.1
OG0001750	XP_446395.1	QNG13733.1
OG0001751	XP_446396.1	QNG13734.1
OG0001752	XP_446397.1	QNG13735.1
OG0001753	XP_446400.1	QNG13738.1
OG0001754	XP_446401.1	QNG13739.1
OG0001755	XP_446402.1	QNG13740.1
OG0001756	XP_446403.1	QNG13741.1
OG0001757	XP_446404.1	QNG13742.1
OG0001758	XP_446405.1	QNG13743.1
OG0001759	XP_446409.1	QNG13747.1
OG0001760	XP_446411.1	QNG13749.1
OG0001761	XP_446412.1	QNG13750.1
OG0001762	XP_446414.1	QNG13752.1
OG0001763	XP_446415.1	QNG13753.1
OG0001764	XP_446416.1	QNG13754.1
OG0001765	XP_446417.1	QNG13755.1
OG0001766	XP_446418.1	QNG13756.1
OG0001767	XP_446419.1	QNG13757.1
OG0001768	XP_446420.1	QNG13758.1
OG0001769	XP_446424.1	QNG13762.1
OG0001770	XP_446425.1	QNG13763.1
OG0001771	XP_446426.1	QNG13764.1
OG0001772	XP_446427.1	QNG13765.1
OG0001773	XP_446428.1	QNG13766.1
OG0001774	XP_446430.1	QNG13768.1
OG0001775	XP_446431.1	QNG13769.1
OG0001776	XP_446432.1	QNG13770.1
OG0001777	XP_446433.1	QNG13771.1
OG0001778	XP_446434.1	QNG13772.1
OG0001779	XP_446435.1	QNG13773.1
OG0001780	XP_446437.1	QNG13775.1
OG0001781	XP_446438.1	QNG13776.1
OG0001782	XP_446439.1	QNG13777.1
OG0001783	XP_446441.1	QNG13779.1
OG0001784	XP_446442.1	QNG13780.1
OG0001785	XP_446443.1	QNG13781.1
OG0001786	XP_446444.1	QNG13782.1
OG0001787	XP_446445.1	QNG13783.1
OG0001788	XP_446446.1	QNG13784.1
OG0001789	XP_446448.1	QNG13786.1
OG0001790	XP_446449.1	QNG13787.1
OG0001791	XP_446450.1	QNG13788.1
OG0001792	XP_446452.1	QNG13790.1
OG0001793	XP_446456.1	QNG13794.1
OG0001794	XP_446457.1	QNG13795.1
OG0001795	XP_446458.1	QNG13796.1
OG0001796	XP_446459.1	QNG13797.1
OG0001797	XP_446460.1	QNG13798.1
OG0001798	XP_446461.1	QNG13799.1
OG0001799	XP_446462.1	QNG13800.1
OG0001800	XP_446463.1	QNG13801.1
OG0001801	XP_446464.1	QNG13802.1
OG0001802	XP_446466.1	QNG13804.1
OG0001803	XP_446467.1	QNG13805.1
OG0001804	XP_446469.1	QNG13806.1
OG0001805	XP_002999543.1	QNG13810.1
OG0001806	XP_446474.1	QNG13812.1
OG0001807	XP_446475.1	QNG13813.1
OG0001808	XP_446477.1	QNG13815.1
OG0001809	XP_446478.1	QNG13816.1
OG0001810	XP_446479.1	QNG13817.1
OG0001811	XP_446480.1	QNG13818.1
OG0001812	XP_446481.1	QNG13819.1
OG0001813	XP_446482.1	QNG13820.1
OG0001814	XP_446483.1	QNG13821.1
OG0001815	XP_446484.1	QNG13822.1
OG0001816	XP_446485.1	QNG13823.1
OG0001817	XP_446487.1	QNG13825.1
OG0001818	XP_446489.1	QNG13827.1
OG0001819	XP_446492.1	QNG13830.1
OG0001820	XP_446493.1	QNG13831.1
OG0001821	XP_446494.1	QNG13832.1
OG0001822	XP_446496.1	QNG13834.1
OG0001823	XP_446497.1	QNG13835.1
OG0001824	XP_446498.1	QNG13836.1
OG0001825	XP_446499.1	QNG13837.1
OG0001826	XP_446500.1	QNG13838.1
OG0001827	XP_446503.1	QNG13841.1
OG0001828	XP_446507.1	QNG13845.1
OG0001829	XP_446508.1	QNG13846.1
OG0001830	XP_446509.1	QNG13847.1
OG0001831	XP_446510.1	QNG13848.1
OG0001832	XP_446511.1	QNG13849.1
OG0001833	XP_446513.1	QNG13851.1
OG0001834	XP_446514.1	QNG13852.1
OG0001835	XP_446515.1	QNG13853.1
OG0001836	XP_446517.1	QNG13855.1
OG0001837	XP_446518.1	QNG13856.1
OG0001838	XP_446520.1	QNG13858.1
OG0001839	XP_446522.1	QNG13860.1
OG0001840	XP_446525.1	QNG13863.1
OG0001841	XP_446526.1	QNG13864.1
OG0001842	XP_446528.1	QNG13866.1
OG0001843	XP_446530.1	QNG13868.1
OG0001844	XP_446531.1	QNG13869.1
OG0001845	XP_446532.1	QNG13870.1
OG0001846	XP_446535.1	QNG13872.1
OG0001847	XP_446537.1	QNG13874.1
OG0001848	XP_446538.1	QNG13875.1
OG0001849	XP_446539.1	QNG13876.1
OG0001850	XP_446541.1	QNG13878.1
OG0001851	XP_446542.1	QNG13879.1
OG0001852	XP_446543.1	QNG13880.1
OG0001853	XP_446544.1	QNG13881.1
OG0001854	XP_446545.1	QNG13882.1
OG0001855	XP_446546.1	QNG13883.1
OG0001856	XP_446549.1	QNG13886.1
OG0001857	XP_446550.1	QNG13887.1
OG0001858	XP_446551.1	QNG13888.1
OG0001859	XP_446552.1	QNG13889.1
OG0001860	XP_446553.1	QNG13890.1
OG0001861	XP_446555.1	QNG13891.1
OG0001862	XP_446556.1	QNG13892.1
OG0001863	XP_446557.1	QNG13893.1
OG0001864	XP_446558.1	QNG13894.1
OG0001865	XP_446559.1	QNG13895.1
OG0001866	XP_446561.1	QNG13897.1
OG0001867	XP_446562.1	QNG13898.1
OG0001868	XP_446563.1	QNG13899.1
OG0001869	XP_446564.1	QNG13900.1
OG0001870	XP_446567.1	QNG13903.1
OG0001871	XP_446569.1	QNG13905.1
OG0001872	XP_446571.1	QNG13907.1
OG0001873	XP_446573.1	QNG13909.1
OG0001874	XP_446576.1	QNG13912.1
OG0001875	XP_446577.1	QNG13913.1
OG0001876	XP_446578.1	QNG13914.1
OG0001877	XP_446579.1	QNG13915.1
OG0001878	XP_446580.1	QNG13916.1
OG0001879	XP_446581.1	QNG13917.1
OG0001880	XP_446582.1	QNG13918.1
OG0001881	XP_446583.1	QNG13919.1
OG0001882	XP_446584.1	QNG13920.1
OG0001883	XP_446586.1	QNG13922.1
OG0001884	XP_446587.1	QNG13923.1
OG0001885	XP_446589.1	QNG13925.1
OG0001886	XP_446590.1	QNG13926.1
OG0001887	XP_446591.1	QNG13927.1
OG0001888	XP_002999544.1	QNG13928.1
OG0001889	XP_446592.1	QNG13929.1
OG0001890	XP_446593.1	QNG13930.1
OG0001891	XP_446594.1	QNG13931.1
OG0001892	XP_446596.1	QNG13933.1
OG0001893	XP_446599.1	QNG13936.1
OG0001894	XP_446604.1	QNG13941.1
OG0001895	XP_446605.1	QNG13942.1
OG0001896	XP_446606.1	QNG13943.1
OG0001897	XP_446607.1	QNG13944.1
OG0001898	XP_446608.1	QNG13945.1
OG0001899	XP_446609.1	QNG13946.1
OG0001900	XP_446611.1	QNG13948.1
OG0001901	XP_446613.1	QNG13950.1
OG0001902	XP_446614.1	QNG13951.1
OG0001903	XP_446616.1	QNG13953.1
OG0001904	XP_446617.1	QNG13954.1
OG0001905	XP_446618.1	QNG13955.1
OG0001906	XP_446619.1	QNG13956.1
OG0001907	XP_446621.1	QNG13958.1
OG0001908	XP_446623.1	QNG13960.1
OG0001909	XP_446624.1	QNG13961.1
OG0001910	XP_446626.1	QNG13963.1
OG0001911	XP_446628.1	QNG13965.1
OG0001912	XP_446632.1	QNG13968.1
OG0001913	XP_446633.1	QNG13969.1
OG0001914	XP_446634.1	QNG13970.1
OG0001915	XP_446635.1	QNG13971.1
OG0001916	XP_446636.1	QNG13972.1
OG0001917	XP_446638.1	QNG13974.1
OG0001918	XP_446639.1	QNG13975.1
OG0001919	XP_446640.1	QNG13976.1
OG0001920	XP_446641.1	QNG13977.1
OG0001921	XP_446645.1	QNG13980.1
OG0001922	XP_446646.1	QNG13981.1
OG0001923	XP_446647.1	QNG13982.1
OG0001924	XP_446648.1	QNG13983.1
OG0001925	XP_446650.1	QNG13984.1
OG0001926	XP_446651.1	QNG13985.1
OG0001927	XP_446654.1	QNG13988.1
OG0001928	XP_446655.1	QNG13989.1
OG0001929	XP_446656.1	QNG13990.1
OG0001930	XP_446657.1	QNG13991.1
OG0001931	XP_446658.1	QNG13992.1
OG0001932	XP_446659.1	QNG13993.1
OG0001933	XP_446660.1	QNG13994.1
OG0001934	XP_446661.1	QNG13995.1
OG0001935	XP_446662.1	QNG13996.1
OG0001936	XP_446663.1	QNG13997.1
OG0001937	XP_446664.1	QNG13998.1
OG0001938	XP_446667.1	QNG14001.1
OG0001939	XP_446668.1	QNG14002.1
OG0001940	XP_446669.1	QNG14003.1
OG0001941	XP_446670.1	QNG14004.1
OG0001942	XP_446671.1	QNG14005.1
OG0001943	XP_446674.1	QNG14006.1
OG0001944	XP_446678.1	QNG14010.1
OG0001945	XP_446679.1	QNG14011.1
OG0001946	XP_446680.1	QNG14012.1
OG0001947	XP_446681.1	QNG14013.1
OG0001948	XP_446682.1	QNG14014.1
OG0001949	XP_446684.1	QNG14016.1
OG0001950	XP_446685.1	QNG14017.1
OG0001951	XP_446686.1	QNG14018.1
OG0001952	XP_446687.1	QNG14019.1
OG0001953	XP_446688.1	QNG14020.1
OG0001954	XP_002999546.1	QNG14021.1
OG0001955	XP_446689.1	QNG14022.1
OG0001956	XP_446691.1	QNG14024.1
OG0001957	XP_446692.1	QNG14025.1
OG0001958	XP_446693.1	QNG14026.1
OG0001959	XP_446695.1	QNG14028.1
OG0001960	XP_446696.1	QNG14029.1
OG0001961	XP_446697.1	QNG14030.1
OG0001962	XP_446698.1	QNG14031.1
OG0001963	XP_446699.1	QNG14032.1
OG0001964	XP_446700.1	QNG14033.1
OG0001965	XP_446701.1	QNG14034.1
OG0001966	XP_446702.1	QNG14035.1
OG0001967	XP_446703.1	QNG14036.1
OG0001968	XP_446704.1	QNG14037.1
OG0001969	XP_002999547.1	QNG14038.1
OG0001970	XP_446705.1	QNG14039.1
OG0001971	XP_446706.1	QNG14040.1
OG0001972	XP_446707.1	QNG14041.1
OG0001973	XP_446708.1	QNG14042.1
OG0001974	XP_446709.1	QNG14043.1
OG0001975	XP_446710.1	QNG14044.1
OG0001976	XP_446711.1	QNG14045.1
OG0001977	XP_446712.1	QNG14046.1
OG0001978	XP_446713.1	QNG14047.1
OG0001979	XP_446716.1	QNG14050.1
OG0001980	XP_446718.1	QNG14052.1
OG0001981	XP_446720.1	QNG14054.1
OG0001982	XP_446721.2	QNG14055.1
OG0001983	XP_446722.1	QNG14056.1
OG0001984	XP_446723.1	QNG14057.1
OG0001985	XP_446724.1	QNG14058.1
OG0001986	XP_446725.1	QNG14059.1
OG0001987	XP_446726.1	QNG14060.1
OG0001988	XP_446727.1	QNG14061.1
OG0001989	XP_446728.1	QNG14062.1
OG0001990	XP_446729.1	QNG14063.1
OG0001991	XP_446730.1	QNG14064.1
OG0001992	XP_446732.1	QNG14066.1
OG0001993	XP_446734.1	QNG14068.1
OG0001994	XP_446736.1	QNG14069.1
OG0001995	XP_446738.1	QNG14071.1
OG0001996	XP_446740.1	QNG14073.1
OG0001997	XP_446741.1	QNG14074.1
OG0001998	XP_446744.1	QNG14077.1
OG0001999	XP_446745.1	QNG14078.1
OG0002000	XP_446746.1	QNG14079.1
OG0002001	XP_446747.1	QNG14080.1
OG0002002	XP_446749.1	QNG14082.1
OG0002003	XP_446750.1	QNG14083.1
OG0002004	XP_446751.1	QNG14084.1
OG0002005	XP_446752.1	QNG14085.1
OG0002006	XP_446754.1	QNG14087.1
OG0002007	XP_446755.1	QNG14088.1
OG0002008	XP_446759.1	QNG14093.1
OG0002009	XP_446760.1	QNG14094.1
OG0002010	XP_446761.1	QNG14095.1
OG0002011	XP_446762.1	QNG14096.1
OG0002012	XP_446764.1	QNG14098.1
OG0002013	XP_446766.1	QNG14101.1
OG0002014	XP_446767.1	QNG14102.1
OG0002015	XP_446768.1	QNG14103.1
OG0002016	XP_446769.1	QNG14104.1
OG0002017	XP_446771.1	QNG14106.1
OG0002018	XP_446772.1	QNG14107.1
OG0002019	XP_446774.1	QNG14109.1
OG0002020	XP_446775.1	QNG14110.1
OG0002021	XP_446776.1	QNG14111.1
OG0002022	XP_446780.1	QNG14115.1
OG0002023	XP_446781.1	QNG14116.1
OG0002024	XP_446783.1	QNG14118.1
OG0002025	XP_446784.1	QNG14119.1
OG0002026	XP_446785.1	QNG14120.1
OG0002027	XP_446786.1	QNG14121.1
OG0002028	XP_446787.1	QNG14122.1
OG0002029	XP_446788.1	QNG14123.1
OG0002030	XP_446789.1	QNG14124.1
OG0002031	XP_446790.1	QNG14125.1
OG0002032	XP_446792.1	QNG14127.1
OG0002033	XP_446793.1	QNG14128.1
OG0002034	XP_446794.1	QNG14129.1
OG0002035	XP_446795.1	QNG14130.1
OG0002036	XP_446796.1	QNG14131.1
OG0002037	XP_446797.1	QNG14132.1
OG0002038	XP_446798.1	QNG14133.1
OG0002039	XP_446799.1	QNG14134.1
OG0002040	XP_446800.1	QNG14135.1
OG0002041	XP_446801.1	QNG14136.1
OG0002042	XP_446802.1	QNG14137.1
OG0002043	XP_446807.1	QNG14141.1
OG0002044	XP_446809.1	QNG14143.1
OG0002045	XP_446811.1	QNG14145.1
OG0002046	XP_446812.1	QNG14146.1
OG0002047	XP_446814.1	QNG14148.1
OG0002048	XP_446815.1	QNG14149.1
OG0002049	XP_446817.1	QNG14151.1
OG0002050	XP_446818.1	QNG14152.1
OG0002051	XP_446819.1	QNG14153.1
OG0002052	XP_446820.1	QNG14154.1
OG0002053	XP_446821.1	QNG14155.1
OG0002054	XP_446822.1	QNG14156.1
OG0002055	XP_446823.1	QNG14157.1
OG0002056	XP_446824.1	QNG14158.1
OG0002057	XP_446825.1	QNG14159.1
OG0002058	XP_446826.1	QNG14160.1
OG0002059	XP_446827.1	QNG14161.1
OG0002060	XP_446831.1	QNG14164.1
OG0002061	XP_446833.1	QNG14166.1
OG0002062	XP_446834.1	QNG14167.1
OG0002063	XP_446835.1	QNG14168.1
OG0002064	XP_446836.1	QNG14169.1
OG0002065	XP_446837.1	QNG14170.1
OG0002066	XP_446838.1	QNG14171.1
OG0002067	XP_446839.1	QNG14172.1
OG0002068	XP_446840.1	QNG14173.1
OG0002069	XP_446841.1	QNG14174.1
OG0002070	XP_446842.1	QNG14175.1
OG0002071	XP_446843.1	QNG14176.1
OG0002072	XP_446844.1	QNG14177.1
OG0002073	XP_446845.1	QNG14178.1
OG0002074	XP_446846.1	QNG14179.1
OG0002075	XP_446847.1	QNG14180.1
OG0002076	XP_446848.1	QNG14181.1
OG0002077	XP_002999548.1	QNG14182.1
OG0002078	XP_446849.1	QNG14183.1
OG0002079	XP_446850.1	QNG14184.1
OG0002080	XP_446851.1	QNG14185.1
OG0002081	XP_446852.1	QNG14186.1
OG0002082	XP_446853.1	QNG14187.1
OG0002083	XP_446854.1	QNG14188.1
OG0002084	XP_446855.1	QNG14189.1
OG0002085	XP_446856.1	QNG14190.1
OG0002086	XP_446857.1	QNG14191.1
OG0002087	XP_446858.1	QNG14192.1
OG0002088	XP_446859.1	QNG14193.1
OG0002089	XP_446860.1	QNG14194.1
OG0002090	XP_446862.1	QNG14196.1
OG0002091	XP_446863.1	QNG14197.1
OG0002092	XP_446864.1	QNG14198.1
OG0002093	XP_446865.1	QNG14199.1
OG0002094	XP_446866.1	QNG14200.1
OG0002095	XP_446867.1	QNG14201.1
OG0002096	XP_446868.1	QNG14202.1
OG0002098	XP_446869.1	QNG14204.1
OG0002099	XP_446870.1	QNG14205.1
OG0002100	XP_446872.1	QNG14207.1
OG0002101	XP_446873.1	QNG14208.1
OG0002102	XP_446876.1	QNG14211.1
OG0002103	XP_446878.1	QNG14213.1
OG0002104	XP_446880.1	QNG14215.1
OG0002105	XP_446881.1	QNG14216.1
OG0002106	XP_446882.1	QNG14217.1
OG0002107	XP_446883.1	QNG14218.1
OG0002108	XP_446884.1	QNG14219.1
OG0002109	XP_446885.1	QNG14220.1
OG0002110	XP_446886.1	QNG14221.1
OG0002111	XP_446887.1	QNG14222.1
OG0002112	XP_446889.1	QNG14224.1
OG0002113	XP_446890.1	QNG14225.1
OG0002114	XP_446891.1	QNG14226.1
OG0002115	XP_446892.1	QNG14227.1
OG0002116	XP_446893.1	QNG14228.1
OG0002117	XP_446895.1	QNG14230.1
OG0002118	XP_446896.1	QNG14231.1
OG0002119	XP_446897.1	QNG14232.1
OG0002120	XP_446898.1	QNG14233.1
OG0002121	XP_446900.1	QNG14235.1
OG0002122	XP_446901.1	QNG14236.1
OG0002123	XP_446902.1	QNG14237.1
OG0002124	XP_446903.1	QNG14238.1
OG0002125	XP_002999550.1	QNG14239.1
OG0002126	XP_446906.1	QNG14242.1
OG0002127	XP_446908.1	QNG14244.1
OG0002128	XP_446909.1	QNG14245.1
OG0002129	XP_446910.1	QNG14246.1
OG0002130	XP_446911.1	QNG14247.1
OG0002131	XP_446913.1	QNG14249.1
OG0002132	XP_446914.1	QNG14250.1
OG0002133	XP_446916.1	QNG14252.1
OG0002134	XP_446917.1	QNG14253.1
OG0002135	XP_446918.1	QNG14254.1
OG0002136	XP_446919.1	QNG14255.1
OG0002137	XP_446921.1	QNG14257.1
OG0002138	XP_446923.1	QNG14259.1
OG0002139	XP_446924.1	QNG14260.1
OG0002140	XP_446925.1	QNG14261.1
OG0002141	XP_446926.1	QNG14262.1
OG0002142	XP_446927.1	QNG14263.1
OG0002143	XP_446928.1	QNG14264.1
OG0002144	XP_446930.1	QNG14266.1
OG0002145	XP_446931.1	QNG14267.1
OG0002146	XP_446932.1	QNG14268.1
OG0002147	XP_446934.1	QNG14270.1
OG0002148	XP_446935.1	QNG14271.1
OG0002149	XP_446936.1	QNG14272.1
OG0002150	XP_446938.1	QNG14274.1
OG0002151	XP_446939.1	QNG14275.1
OG0002152	XP_446940.1	QNG14276.1
OG0002153	XP_446943.1	QNG14279.1
OG0002154	XP_446945.1	QNG14280.1
OG0002155	XP_446946.1	QNG14281.1
OG0002156	XP_446947.1	QNG14282.1
OG0002157	XP_446948.1	QNG14283.1
OG0002158	XP_446949.1	QNG14284.1
OG0002159	XP_446950.1	QNG14285.1
OG0002160	XP_446951.1	QNG14286.1
OG0002161	XP_446952.1	QNG14287.1
OG0002162	XP_446954.1	QNG14289.1
OG0002163	XP_446955.1	QNG14290.1
OG0002164	XP_446956.1	QNG14291.1
OG0002165	XP_446957.1	QNG14292.1
OG0002166	XP_446958.1	QNG14293.1
OG0002167	XP_446959.1	QNG14294.1
OG0002168	XP_446960.1	QNG14295.1
OG0002169	XP_446961.1	QNG14296.1
OG0002170	XP_446963.1	QNG14298.1
OG0002171	XP_446964.1	QNG14299.1
OG0002172	XP_446965.1	QNG14300.1
OG0002173	XP_446966.1	QNG14302.1
OG0002174	XP_446972.1	QNG14308.1
OG0002175	XP_446973.1	QNG14309.1
OG0002176	XP_446974.1	QNG14310.1
OG0002177	XP_446977.2	QNG14313.1
OG0002178	XP_446979.1	QNG14315.1
OG0002179	XP_446982.1	QNG14322.1
OG0002180	XP_446983.1	QNG14323.1
OG0002181	XP_446984.1	QNG14324.1
OG0002182	XP_446985.1	QNG14325.1
OG0002183	XP_446986.1	QNG14326.1
OG0002184	XP_446987.1	QNG14327.1
OG0002185	XP_446988.1	QNG14328.1
OG0002186	XP_446989.1	QNG14329.1
OG0002187	XP_446990.1	QNG14330.1
OG0002188	XP_446991.1	QNG14331.1
OG0002189	XP_446993.1	QNG14333.1
OG0002190	XP_446995.1	QNG14335.1
OG0002191	XP_446996.1	QNG14336.1
OG0002192	XP_446997.1	QNG14337.1
OG0002193	XP_446998.1	QNG14338.1
OG0002194	XP_002999551.1	QNG14339.1
OG0002195	XP_446999.1	QNG14340.1
OG0002196	XP_447000.1	QNG14341.1
OG0002197	XP_447001.1	QNG14342.1
OG0002198	XP_447002.1	QNG14343.1
OG0002199	XP_447003.1	QNG14344.1
OG0002200	XP_447004.1	QNG14345.1
OG0002201	XP_447005.1	QNG14346.1
OG0002202	XP_447008.1	QNG14349.1
OG0002203	XP_447009.1	QNG14350.1
OG0002204	XP_447011.1	QNG14352.1
OG0002205	XP_447013.1	QNG14354.1
OG0002206	XP_447014.1	QNG14355.1
OG0002207	XP_447015.1	QNG14356.1
OG0002208	XP_447016.1	QNG14357.1
OG0002209	XP_447017.1	QNG14358.1
OG0002210	XP_447018.1	QNG14359.1
OG0002211	XP_447019.1	QNG14360.1
OG0002212	XP_447020.1	QNG14361.1
OG0002213	XP_447021.1	QNG14362.1
OG0002214	XP_447022.1	QNG14363.1
OG0002215	XP_447023.1	QNG14364.1
OG0002216	XP_447025.1	QNG14366.1
OG0002217	XP_447026.1	QNG14367.1
OG0002218	XP_447027.1	QNG14368.1
OG0002219	XP_447028.1	QNG14369.1
OG0002220	XP_447030.2	QNG14371.1
OG0002221	XP_447031.1	QNG14372.1
OG0002222	XP_447032.1	QNG14373.1
OG0002223	XP_447033.1	QNG14374.1
OG0002224	XP_447034.1	QNG14375.1
OG0002225	XP_447036.1	QNG14377.1
OG0002226	XP_447037.1	QNG14378.1
OG0002227	XP_447038.1	QNG14379.1
OG0002228	XP_447042.1	QNG14383.1
OG0002229	XP_447043.1	QNG14384.1
OG0002230	XP_447044.1	QNG14385.1
OG0002231	XP_447045.1	QNG14386.1
OG0002232	XP_447046.1	QNG14387.1
OG0002233	XP_447047.1	QNG14389.1
OG0002234	XP_447048.1	QNG14390.1
OG0002235	XP_447049.1	QNG14391.1
OG0002236	XP_447050.1	QNG14392.1
OG0002237	XP_447051.1	QNG14393.1
OG0002238	XP_447052.1	QNG14394.1
OG0002239	XP_447053.1	QNG14395.1
OG0002240	XP_447055.1	QNG14397.1
OG0002241	XP_447056.1	QNG14398.1
OG0002242	XP_447060.1	QNG14402.1
OG0002243	XP_447061.1	QNG14403.1
OG0002244	XP_447062.1	QNG14404.1
OG0002245	XP_447063.1	QNG14405.1
OG0002246	XP_447064.1	QNG14406.1
OG0002247	XP_447065.1	QNG14407.1
OG0002248	XP_447066.1	QNG14408.1
OG0002249	XP_447070.1	QNG14412.1
OG0002250	XP_447071.1	QNG14413.1
OG0002251	XP_447072.1	QNG14414.1
OG0002252	XP_447073.1	QNG14415.1
OG0002253	XP_447074.1	QNG14416.1
OG0002254	XP_447075.1	QNG14417.1
OG0002255	XP_447076.1	QNG14418.1
OG0002256	XP_447077.1	QNG14419.1
OG0002257	XP_447078.1	QNG14420.1
OG0002258	XP_447079.1	QNG14421.1
OG0002259	XP_447080.1	QNG14422.1
OG0002260	XP_447081.1	QNG14423.1
OG0002261	XP_447082.1	QNG14424.1
OG0002262	XP_447084.1	QNG14427.1
OG0002263	XP_447085.1	QNG14428.1
OG0002264	XP_447086.1	QNG14429.1
OG0002265	XP_447087.1	QNG14430.1
OG0002266	XP_447088.1	QNG14431.1
OG0002267	XP_002999552.1	QNG14432.1
OG0002268	XP_447089.1	QNG14433.1
OG0002269	XP_447090.1	QNG14434.1
OG0002270	XP_447091.1	QNG14435.1
OG0002271	XP_447092.1	QNG14436.1
OG0002272	XP_447095.1	QNG14439.1
OG0002273	XP_447096.1	QNG14440.1
OG0002274	XP_447097.1	QNG14441.1
OG0002275	XP_447098.1	QNG14442.1
OG0002276	XP_447099.1	QNG14443.1
OG0002277	XP_447100.1	QNG14444.1
OG0002278	XP_447101.1	QNG14445.1
OG0002279	XP_002999553.1	QNG14446.1
OG0002280	XP_447102.1	QNG14447.1
OG0002281	XP_447103.1	QNG14448.1
OG0002282	XP_447104.1	QNG14449.1
OG0002283	XP_447105.1	QNG14450.1
OG0002284	XP_447106.1	QNG14451.1
OG0002285	XP_447107.1	QNG14452.1
OG0002286	XP_447108.1	QNG14453.1
OG0002287	XP_447109.1	QNG14454.1
OG0002288	XP_447110.1	QNG14455.1
OG0002289	XP_447111.1	QNG14456.1
OG0002290	XP_447112.1	QNG14457.1
OG0002291	XP_447113.1	QNG14458.1
OG0002292	XP_447114.1	QNG14459.1
OG0002293	XP_447115.2	QNG14460.1
OG0002294	XP_447117.1	QNG14462.1
OG0002295	XP_447118.1	QNG14463.1
