Orthogroup	BG2_protein	sacCer_protein
OG0001652	QNG13610.1	NP_011454.1
OG0001653	QNG13612.1	NP_011456.5
OG0001654	QNG13613.1	NP_011390.2
OG0001655	QNG13614.1	NP_011391.2
OG0001656	QNG13615.1	NP_011392.1
OG0001657	QNG13616.1	NP_011393.3
OG0001658	QNG13617.1	NP_011394.1
OG0001659	QNG13618.1	NP_011395.1
OG0001660	QNG13619.1	NP_011396.1
OG0001661	QNG13621.1	NP_011402.3
OG0001662	QNG13622.1	NP_011401.1
OG0001663	QNG13623.1	NP_011400.1
OG0001664	QNG13624.1	NP_011399.1
OG0001665	QNG13625.1	NP_011398.3
OG0001666	QNG13627.1	NP_011404.1
OG0001667	QNG13628.1	NP_011405.1
OG0001668	QNG13629.1	NP_011407.3
OG0001669	QNG13631.1	NP_011409.1
OG0001670	QNG13633.1	NP_012829.1
OG0001671	QNG13634.1	NP_012828.1
OG0001672	QNG13637.1	NP_012824.1
OG0001673	QNG13638.1	NP_012823.2
OG0001674	QNG13639.1	NP_013887.1
OG0001675	QNG13640.1	NP_013888.1
OG0001676	QNG13641.1	NP_013889.1
OG0001677	QNG13642.1	NP_013890.1
OG0001678	QNG13643.1	NP_013891.1
OG0001679	QNG13645.1	NP_013894.1
OG0001680	QNG13646.1	NP_011374.1
OG0001681	QNG13647.1	NP_011373.1
OG0001682	QNG13649.1	NP_010498.1
OG0001683	QNG13651.1	NP_011751.1
OG0001684	QNG13652.1	NP_011752.4
OG0001685	QNG13653.1	NP_011753.1
OG0001686	QNG13655.1	NP_011755.3
OG0001687	QNG13656.1	NP_011756.1
OG0001688	QNG13659.1	NP_011760.3
OG0001689	QNG13660.1	NP_011761.3
OG0001690	QNG13661.1	NP_011762.1
OG0001691	QNG13662.1	NP_011763.1
OG0001692	QNG13663.1	NP_011765.1
OG0001693	QNG13664.1	NP_011766.3
OG0001694	QNG13665.1	NP_011771.1
OG0001695	QNG13667.1	NP_011768.1
OG0001696	QNG13668.1	NP_011773.3
OG0001697	QNG13669.1	NP_011774.1
OG0001698	QNG13670.1	NP_011776.1
OG0001699	QNG13671.1	NP_011777.3
OG0001700	QNG13672.1	NP_011778.1
OG0001701	QNG13673.1	NP_011779.3
OG0001702	QNG13674.1	NP_011780.3
OG0001703	QNG13675.1	NP_011782.1
OG0001704	QNG13676.1	NP_011783.1
OG0001705	QNG13677.1	NP_011515.4
OG0001706	QNG13678.1	NP_009398.1
OG0001707	QNG13679.1	NP_013425.1
OG0001708	QNG13680.1	NP_013419.1
OG0001709	QNG13681.1	NP_011516.1
OG0001710	QNG13682.1	NP_011517.1
OG0001711	QNG13683.1	NP_011518.1
OG0001712	QNG13684.1	NP_011519.3
OG0001713	QNG13685.1	NP_011520.2
OG0001714	QNG13686.1	NP_011521.1
OG0001715	QNG13687.1	NP_013431.1
OG0001716	QNG13688.1	NP_011526.1
OG0001717	QNG13689.1	NP_011527.1
OG0001718	QNG13690.1	NP_011528.3
OG0001719	QNG13691.1	NP_011529.1
OG0001720	QNG13692.1	NP_011530.1
OG0001721	QNG13693.1	NP_011903.1
OG0001722	QNG13694.1	NP_011904.1
OG0001723	QNG13695.1	NP_011905.1
OG0001724	QNG13696.1	NP_011906.1
OG0001725	QNG13698.1	NP_012074.3
OG0001726	QNG13699.1	NP_012075.1
OG0001727	QNG13700.1	NP_012076.3
OG0001728	QNG13701.1	NP_012077.1
OG0001729	QNG13703.1	NP_011109.3
OG0001730	QNG13704.1	NP_011110.1
OG0001731	QNG13706.1	NP_011111.1
OG0001732	QNG13709.1	NP_011801.1
OG0001733	QNG13710.1	NP_011800.3
OG0001734	QNG13711.1	NP_011798.1
OG0001735	QNG13712.1	NP_011797.3
OG0001736	QNG13713.1	NP_011796.1
OG0001737	QNG13717.1	NP_011794.3
OG0001738	QNG13718.1	NP_011793.3
OG0001739	QNG13719.1	NP_011792.1
OG0001740	QNG13721.1	NP_011790.1
OG0001741	QNG13722.1	NP_014025.1
OG0001742	QNG13724.1	NP_076891.4
OG0001743	QNG13725.1	NP_011787.4
OG0001744	QNG13726.1	NP_011786.1
OG0001745	QNG13727.1	NP_011784.3
OG0001746	QNG13728.1	NP_011514.1
OG0001747	QNG13729.1	NP_009401.1
OG0001748	QNG13731.1	NP_009403.1
OG0001749	QNG13732.1	NP_009404.1
OG0001750	QNG13733.1	NP_009405.1
OG0001751	QNG13734.1	NP_013433.2
OG0001752	QNG13735.1	NP_013434.1
OG0001753	QNG13738.1	NP_013439.1
OG0001754	QNG13739.1	NP_013440.1
OG0001755	QNG13740.1	NP_011543.4
OG0001756	QNG13741.1	NP_013441.1
OG0001757	QNG13742.1	NP_013444.1
OG0001758	QNG13743.1	NP_013445.1
OG0001759	QNG13747.1	NP_013449.1
OG0001760	QNG13749.1	NP_013451.1
OG0001761	QNG13750.1	NP_013452.1
OG0001762	QNG13752.1	NP_013455.1
OG0001763	QNG13753.1	NP_011312.1
OG0001764	QNG13754.1	NP_011313.1
OG0001765	QNG13755.1	NP_014348.3
OG0001766	QNG13756.1	NP_014347.1
OG0001767	QNG13757.1	NP_014345.3
OG0001768	QNG13758.1	NP_014344.3
OG0001769	QNG13762.1	NP_014353.1
OG0001770	QNG13763.1	NP_014354.2
OG0001771	QNG13764.1	NP_014356.1
OG0001772	QNG13765.1	NP_014357.1
OG0001773	QNG13766.1	NP_014362.3
OG0001774	QNG13768.1	NP_014359.3
OG0001775	QNG13769.1	NP_014358.3
OG0001776	QNG13770.1	NP_014363.1
OG0001777	QNG13771.1	NP_015433.1
OG0001778	QNG13772.1	NP_015432.1
OG0001779	QNG13773.1	NP_015431.1
OG0001780	QNG13775.1	NP_015430.1
OG0001781	QNG13776.1	NP_015429.1
OG0001782	QNG13777.1	NP_015428.1
OG0001783	QNG13779.1	NP_015426.1
OG0001784	QNG13780.1	NP_015425.1
OG0001785	QNG13781.1	NP_015423.2
OG0001786	QNG13782.1	NP_012995.3
OG0001787	QNG13783.1	NP_012996.1
OG0001788	QNG13784.1	NP_012997.3
OG0001789	QNG13786.1	NP_014699.1
OG0001790	QNG13787.1	NP_013000.3
OG0001791	QNG13788.1	NP_014704.1
OG0001792	QNG13790.1	NP_014706.1
OG0001793	QNG13794.1	NP_013005.1
OG0001794	QNG13795.1	NP_013006.3
OG0001795	QNG13796.1	NP_013008.3
OG0001796	QNG13797.1	NP_013009.1
OG0001797	QNG13798.1	NP_013010.3
OG0001798	QNG13799.1	NP_013011.1
OG0001799	QNG13800.1	NP_013012.3
OG0001800	QNG13801.1	NP_013013.2
OG0001801	QNG13802.1	NP_013014.3
OG0001802	QNG13804.1	NP_013016.4
OG0001803	QNG13805.1	NP_013018.3
OG0001804	QNG13806.1	NP_013019.1
OG0001805	QNG13810.1	NP_878113.4
OG0001806	QNG13812.1	NP_013024.1
OG0001807	QNG13813.1	NP_012172.1
OG0001808	QNG13815.1	NP_012170.1
OG0001809	QNG13816.1	NP_012169.1
OG0001810	QNG13817.1	NP_014361.1
OG0001811	QNG13818.1	NP_012168.3
OG0001812	QNG13819.1	NP_012167.3
OG0001813	QNG13820.1	NP_012165.1
OG0001814	QNG13821.1	NP_012163.1
OG0001815	QNG13822.1	NP_012162.3
OG0001816	QNG13823.1	NP_012160.2
OG0001817	QNG13825.1	NP_015138.1
OG0001818	QNG13827.1	NP_015136.1
OG0001819	QNG13830.1	NP_011603.1
OG0001820	QNG13831.1	NP_011604.3
OG0001821	QNG13832.1	NP_011605.1
OG0001822	QNG13834.1	NP_011607.3
OG0001823	QNG13835.1	NP_011608.1
OG0001824	QNG13836.1	NP_011609.2
OG0001825	QNG13837.1	NP_011610.3
OG0001826	QNG13838.1	NP_015438.1
OG0001827	QNG13841.1	NP_011612.3
OG0001828	QNG13845.1	NP_009477.1
OG0001829	QNG13846.1	NP_011030.3
OG0001830	QNG13847.1	NP_009474.1
OG0001831	QNG13848.1	NP_011032.1
OG0001832	QNG13849.1	NP_011033.3
OG0001833	QNG13851.1	NP_011035.1
OG0001834	QNG13852.1	NP_011037.3
OG0001835	QNG13853.1	NP_011038.3
OG0001836	QNG13855.1	NP_011040.1
OG0001837	QNG13856.1	NP_011041.3
OG0001838	QNG13858.1	NP_011043.1
OG0001839	QNG13860.1	NP_009462.2
OG0001840	QNG13863.1	NP_011048.1
OG0001841	QNG13864.1	NP_015017.1
OG0001842	QNG13866.1	NP_013077.1
OG0001843	QNG13868.1	NP_011560.3
OG0001844	QNG13869.1	NP_013074.1
OG0001845	QNG13870.1	NP_013073.1
OG0001846	QNG13872.1	NP_013071.1
OG0001847	QNG13874.1	NP_013069.1
OG0001848	QNG13875.1	NP_013068.1
OG0001849	QNG13876.1	NP_013105.1
OG0001850	QNG13878.1	NP_012538.3
OG0001851	QNG13879.1	NP_012537.1
OG0001852	QNG13880.1	NP_010591.1
OG0001853	QNG13881.1	NP_010592.1
OG0001854	QNG13882.1	NP_011695.1
OG0001855	QNG13883.1	NP_011696.3
OG0001856	QNG13886.1	NP_012424.1
OG0001857	QNG13887.1	NP_012425.1
OG0001858	QNG13888.1	NP_012426.1
OG0001859	QNG13889.1	NP_012427.1
OG0001860	QNG13890.1	NP_012429.1
OG0001861	QNG13891.1	NP_012430.1
OG0001862	QNG13892.1	NP_012431.1
OG0001863	QNG13893.1	NP_010774.4
OG0001864	QNG13894.1	NP_010776.1
OG0001865	QNG13895.1	NP_010777.3
OG0001866	QNG13897.1	NP_010780.1
OG0001867	QNG13898.1	NP_010781.1
OG0001868	QNG13899.1	NP_010782.4
OG0001869	QNG13900.1	NP_010783.3
OG0001870	QNG13903.1	NP_014750.3
OG0001871	QNG13905.1	NP_014749.1
OG0001872	QNG13907.1	NP_013476.3
OG0001873	QNG13909.1	NP_013474.3
OG0001874	QNG13912.1	NP_013468.3
OG0001875	QNG13913.1	NP_076903.1
OG0001876	QNG13914.1	NP_013467.3
OG0001877	QNG13915.1	NP_010349.3
OG0001878	QNG13916.1	NP_010348.1
OG0001879	QNG13917.1	NP_010347.1
OG0001880	QNG13918.1	NP_010346.3
OG0001881	QNG13919.1	NP_009527.1
OG0001882	QNG13920.1	NP_010350.3
OG0001883	QNG13922.1	NP_010352.1
OG0001884	QNG13923.1	NP_010353.3
OG0001885	QNG13925.1	NP_010355.1
OG0001886	QNG13926.1	NP_010356.1
OG0001887	QNG13927.1	NP_010357.3
OG0001888	QNG13928.1	NP_010358.3
OG0001889	QNG13929.1	NP_010359.1
OG0001890	QNG13930.1	NP_014199.1
OG0001891	QNG13931.1	NP_014200.1
OG0001892	QNG13933.1	NP_010054.1
OG0001893	QNG13936.1	NP_010056.1
OG0001894	QNG13941.1	NP_010061.1
OG0001895	QNG13942.1	NP_010062.1
OG0001896	QNG13943.1	NP_010063.1
OG0001897	QNG13944.1	NP_010064.1
OG0001898	QNG13945.1	NP_010065.2
OG0001899	QNG13946.1	NP_010066.1
OG0001900	QNG13948.1	NP_010068.1
OG0001901	QNG13950.1	NP_010069.1
OG0001902	QNG13951.1	NP_010070.1
OG0001903	QNG13953.1	NP_012014.1
OG0001904	QNG13954.1	NP_012013.1
OG0001905	QNG13955.1	NP_012012.1
OG0001906	QNG13956.1	NP_012011.1
OG0001907	QNG13958.1	NP_012009.1
OG0001908	QNG13960.1	NP_012006.1
OG0001909	QNG13961.1	NP_012005.1
OG0001910	QNG13963.1	NP_012000.1
OG0001911	QNG13965.1	NP_012002.1
OG0001912	QNG13968.1	NP_009378.1
OG0001913	QNG13969.1	NP_009377.2
OG0001914	QNG13970.1	NP_009376.2
OG0001915	QNG13971.1	NP_009375.1
OG0001916	QNG13972.1	NP_009374.1
OG0001917	QNG13974.1	NP_014972.3
OG0001918	QNG13975.1	NP_015000.3
OG0001919	QNG13976.1	NP_015001.1
OG0001920	QNG13977.1	NP_015002.3
OG0001921	QNG13980.1	NP_014302.3
OG0001922	QNG13981.1	NP_014300.3
OG0001923	QNG13982.1	NP_014299.1
OG0001924	QNG13983.1	NP_014298.1
OG0001925	QNG13984.1	NP_014297.3
OG0001926	QNG13985.1	NP_014296.4
OG0001927	QNG13988.1	NP_009928.1
OG0001928	QNG13989.1	NP_009929.1
OG0001929	QNG13990.1	NP_878106.1
OG0001930	QNG13991.1	NP_012511.1
OG0001931	QNG13992.1	NP_012514.2
OG0001932	QNG13993.1	NP_012515.4
OG0001933	QNG13994.1	NP_012518.2
OG0001934	QNG13995.1	NP_012520.1
OG0001935	QNG13996.1	NP_012521.3
OG0001936	QNG13997.1	NP_012522.2
OG0001937	QNG13998.1	NP_012523.2
OG0001938	QNG14001.1	NP_013693.1
OG0001939	QNG14002.1	NP_013692.1
OG0001940	QNG14003.1	NP_013691.1
OG0001941	QNG14004.1	NP_013690.1
OG0001942	QNG14005.1	NP_013689.1
OG0001943	QNG14006.1	NP_013687.1
OG0001944	QNG14010.1	NP_013683.1
OG0001945	QNG14011.1	NP_013682.1
OG0001946	QNG14012.1	NP_010744.3
OG0001947	QNG14013.1	NP_013681.1
OG0001948	QNG14014.1	NP_013680.2
OG0001949	QNG14016.1	NP_013677.1
OG0001950	QNG14017.1	NP_015157.1
OG0001951	QNG14018.1	NP_014897.1
OG0001952	QNG14019.1	NP_012352.2
OG0001953	QNG14020.1	NP_012355.1
OG0001954	QNG14021.1	NP_012356.2
OG0001955	QNG14022.1	NP_014937.1
OG0001956	QNG14024.1	NP_014939.1
OG0001957	QNG14025.1	NP_009846.1
OG0001958	QNG14026.1	NP_009845.2
OG0001959	QNG14028.1	NP_012456.1
OG0001960	QNG14029.1	NP_012939.1
OG0001961	QNG14030.1	NP_012941.1
OG0001962	QNG14031.1	NP_012942.3
OG0001963	QNG14032.1	NP_011613.3
OG0001964	QNG14033.1	NP_011614.1
OG0001965	QNG14034.1	NP_011615.1
OG0001966	QNG14035.1	NP_011616.3
OG0001967	QNG14036.1	NP_011617.1
OG0001968	QNG14037.1	NP_011618.3
OG0001969	QNG14038.1	NP_011619.3
OG0001970	QNG14039.1	NP_011620.1
OG0001971	QNG14040.1	NP_014433.1
OG0001972	QNG14041.1	NP_014434.1
OG0001973	QNG14042.1	NP_014435.3
OG0001974	QNG14043.1	NP_014436.1
OG0001975	QNG14044.1	NP_014437.1
OG0001976	QNG14045.1	NP_010375.1
OG0001977	QNG14046.1	NP_010376.3
OG0001978	QNG14047.1	NP_010377.3
OG0001979	QNG14050.1	NP_010382.3
OG0001980	QNG14052.1	NP_013268.1
OG0001981	QNG14054.1	NP_013347.1
OG0001982	QNG14055.1	NP_013346.1
OG0001983	QNG14056.1	NP_013345.1
OG0001984	QNG14057.1	NP_010474.3
OG0001985	QNG14058.1	NP_013344.1
OG0001986	QNG14059.1	NP_013343.1
OG0001987	QNG14060.1	NP_013342.1
OG0001988	QNG14061.1	NP_013341.1
OG0001989	QNG14062.1	NP_010481.3
OG0001990	QNG14063.1	NP_013340.1
OG0001991	QNG14064.1	NP_013339.1
OG0001992	QNG14066.1	NP_013335.1
OG0001993	QNG14068.1	NP_012148.1
OG0001994	QNG14069.1	NP_012147.3
OG0001995	QNG14071.1	NP_012144.1
OG0001996	QNG14073.1	NP_012142.3
OG0001997	QNG14074.1	NP_012141.1
OG0001998	QNG14077.1	NP_012139.1
OG0001999	QNG14078.1	NP_012138.1
OG0002000	QNG14079.1	NP_012137.3
OG0002001	QNG14080.1	NP_012136.1
OG0002002	QNG14082.1	NP_012134.1
OG0002003	QNG14083.1	NP_012132.3
OG0002004	QNG14084.1	NP_014624.1
OG0002005	QNG14085.1	NP_014623.1
OG0002006	QNG14087.1	NP_015122.1
OG0002007	QNG14088.1	NP_015123.1
OG0002008	QNG14093.1	NP_015128.1
OG0002009	QNG14094.1	NP_015129.1
OG0002010	QNG14095.1	NP_015130.1
OG0002011	QNG14096.1	NP_015131.1
OG0002012	QNG14098.1	NP_015133.1
OG0002013	QNG14101.1	NP_011712.1
OG0002014	QNG14102.1	NP_011711.3
OG0002015	QNG14103.1	NP_011710.3
OG0002016	QNG14104.1	NP_011709.1
OG0002017	QNG14106.1	NP_011705.1
OG0002018	QNG14107.1	NP_014834.1
OG0002019	QNG14109.1	NP_014832.1
OG0002020	QNG14110.1	NP_014831.3
OG0002021	QNG14111.1	NP_014830.1
OG0002022	QNG14115.1	NP_013394.1
OG0002023	QNG14116.1	NP_014827.3
OG0002024	QNG14118.1	NP_014824.1
OG0002025	QNG14119.1	NP_013380.1
OG0002026	QNG14120.1	NP_014822.1
OG0002027	QNG14121.1	NP_015501.2
OG0002028	QNG14122.1	NP_015502.1
OG0002029	QNG14123.1	NP_015504.1
OG0002030	QNG14124.1	NP_015505.1
OG0002031	QNG14125.1	NP_015506.1
OG0002032	QNG14127.1	NP_015508.1
OG0002033	QNG14128.1	NP_015509.1
OG0002034	QNG14129.1	NP_015510.1
OG0002035	QNG14130.1	NP_015511.1
OG0002036	QNG14131.1	NP_015512.1
OG0002037	QNG14132.1	NP_015513.1
OG0002038	QNG14133.1	NP_015514.1
OG0002039	QNG14134.1	NP_015515.1
OG0002040	QNG14135.1	NP_015516.1
OG0002041	QNG14136.1	NP_015517.1
OG0002042	QNG14137.1	NP_010818.1
OG0002043	QNG14141.1	NP_013564.1
OG0002044	QNG14143.1	NP_013562.3
OG0002045	QNG14145.1	NP_013560.3
OG0002046	QNG14146.1	NP_013559.1
OG0002047	QNG14148.1	NP_013557.1
OG0002048	QNG14149.1	NP_013556.3
OG0002049	QNG14151.1	NP_012658.3
OG0002050	QNG14152.1	NP_012657.1
OG0002051	QNG14153.1	NP_012656.1
OG0002052	QNG14154.1	NP_012655.3
OG0002053	QNG14155.1	NP_012653.1
OG0002054	QNG14156.1	NP_012652.3
OG0002055	QNG14157.1	NP_012650.1
OG0002056	QNG14158.1	NP_015068.1
OG0002057	QNG14159.1	NP_015069.1
OG0002058	QNG14160.1	NP_015070.1
OG0002059	QNG14161.1	NP_015071.1
OG0002060	QNG14164.1	NP_015075.1
OG0002061	QNG14166.1	NP_015077.1
OG0002062	QNG14167.1	NP_015078.1
OG0002063	QNG14168.1	NP_015079.1
OG0002064	QNG14169.1	NP_015080.1
OG0002065	QNG14170.1	NP_015081.1
OG0002066	QNG14171.1	NP_015082.1
OG0002067	QNG14172.1	NP_015083.1
OG0002068	QNG14173.1	NP_015085.1
OG0002069	QNG14174.1	NP_015087.1
OG0002070	QNG14175.1	NP_015088.1
OG0002071	QNG14176.1	NP_015089.1
OG0002072	QNG14177.1	NP_010565.3
OG0002073	QNG14178.1	NP_010568.3
OG0002074	QNG14179.1	NP_010574.1
OG0002075	QNG14180.1	NP_010573.3
OG0002076	QNG14181.1	NP_010572.3
OG0002077	QNG14182.1	NP_010571.1
OG0002078	QNG14183.1	NP_010570.1
OG0002079	QNG14184.1	NP_010569.3
OG0002080	QNG14185.1	NP_010575.1
OG0002081	QNG14186.1	NP_010577.3
OG0002082	QNG14187.1	NP_010578.3
OG0002083	QNG14188.1	NP_010579.1
OG0002084	QNG14189.1	NP_010580.1
OG0002085	QNG14190.1	NP_010581.3
OG0002086	QNG14191.1	NP_010582.3
OG0002087	QNG14192.1	NP_010583.1
OG0002088	QNG14193.1	NP_010584.1
OG0002089	QNG14194.1	NP_010585.3
OG0002090	QNG14196.1	NP_010587.1
OG0002091	QNG14197.1	NP_010588.1
OG0002092	QNG14198.1	NP_010589.3
OG0002093	QNG14199.1	NP_010590.3
OG0002094	QNG14200.1	NP_010820.3
OG0002095	QNG14201.1	NP_010821.3
OG0002096	QNG14202.1	NP_010816.4
OG0002097	QNG14203.1	NP_010814.1, NP_012384.1
OG0002098	QNG14204.1	NP_010812.3
OG0002099	QNG14205.1	NP_010811.1
OG0002100	QNG14207.1	NP_010808.3
OG0002101	QNG14208.1	NP_010807.3
OG0002102	QNG14211.1	NP_012596.3
OG0002103	QNG14213.1	NP_012594.1
OG0002104	QNG14215.1	NP_012592.1
OG0002105	QNG14216.1	NP_012591.1
OG0002106	QNG14217.1	NP_012590.3
OG0002107	QNG14218.1	NP_011958.1
OG0002108	QNG14219.1	NP_011957.1
OG0002109	QNG14220.1	NP_011956.1
OG0002110	QNG14221.1	NP_011955.1
OG0002111	QNG14222.1	NP_011954.1
OG0002112	QNG14224.1	NP_011951.1
OG0002113	QNG14225.1	NP_013996.2
OG0002114	QNG14226.1	NP_013995.1
OG0002115	QNG14227.1	NP_013994.1
OG0002116	QNG14228.1	NP_013993.1
OG0002117	QNG14230.1	NP_013992.1
OG0002118	QNG14231.1	NP_013991.1
OG0002119	QNG14232.1	NP_013990.1
OG0002120	QNG14233.1	NP_013989.2
OG0002121	QNG14235.1	NP_013987.1
OG0002122	QNG14236.1	NP_013986.1
OG0002123	QNG14237.1	NP_013985.1
OG0002124	QNG14238.1	NP_013984.1
OG0002125	QNG14239.1	NP_013983.1
OG0002126	QNG14242.1	NP_013979.1
OG0002127	QNG14244.1	NP_013976.1
OG0002128	QNG14245.1	NP_014590.1
OG0002129	QNG14246.1	NP_013975.1
OG0002130	QNG14247.1	NP_012986.1
OG0002131	QNG14249.1	NP_013266.1
OG0002132	QNG14250.1	NP_013264.1
OG0002133	QNG14252.1	NP_012461.1
OG0002134	QNG14253.1	NP_012462.3
OG0002135	QNG14254.1	NP_012463.1
OG0002136	QNG14255.1	NP_012464.1
OG0002137	QNG14257.1	NP_012466.1
OG0002138	QNG14259.1	NP_011420.3
OG0002139	QNG14260.1	NP_011421.1
OG0002140	QNG14261.1	NP_011422.1
OG0002141	QNG14262.1	NP_011423.1
OG0002142	QNG14263.1	NP_011424.3
OG0002143	QNG14264.1	NP_011425.1
OG0002144	QNG14266.1	NP_011428.1
OG0002145	QNG14267.1	NP_011429.3
OG0002146	QNG14268.1	NP_011430.1
OG0002147	QNG14270.1	NP_011432.1
OG0002148	QNG14271.1	NP_015134.1
OG0002149	QNG14272.1	NP_011433.3
OG0002150	QNG14274.1	NP_011435.1
OG0002151	QNG14275.1	NP_011436.1
OG0002152	QNG14276.1	NP_011437.3
OG0002153	QNG14279.1	NP_011442.3
OG0002154	QNG14280.1	NP_011444.1
OG0002155	QNG14281.1	NP_011445.1
OG0002156	QNG14282.1	NP_011447.1
OG0002157	QNG14283.1	NP_015120.1
OG0002158	QNG14284.1	NP_014386.2
OG0002159	QNG14285.1	NP_013351.1
OG0002160	QNG14286.1	NP_014387.1
OG0002161	QNG14287.1	NP_014388.3
OG0002162	QNG14289.1	NP_013276.1
OG0002163	QNG14290.1	NP_014391.1
OG0002164	QNG14291.1	NP_014392.3
OG0002165	QNG14292.1	NP_013277.1
OG0002166	QNG14293.1	NP_014396.3
OG0002167	QNG14294.1	NP_009911.2
OG0002168	QNG14295.1	NP_009912.2
OG0002169	QNG14296.1	NP_014395.3
OG0002170	QNG14298.1	NP_014393.1
OG0002171	QNG14299.1	NP_009918.1
OG0002172	QNG14300.1	NP_009919.3
OG0002173	QNG14302.1	NP_014397.1
OG0002174	QNG14308.1	NP_013580.1
OG0002175	QNG14309.1	NP_013622.1
OG0002176	QNG14310.1	NP_013624.1
OG0002177	QNG14313.1	NP_013629.1
OG0002178	QNG14315.1	NP_013631.1
OG0002179	QNG14322.1	NP_013633.1
OG0002180	QNG14323.1	NP_012659.1
OG0002181	QNG14324.1	NP_013634.1
OG0002182	QNG14325.1	NP_013635.1
OG0002183	QNG14326.1	NP_011968.1
OG0002184	QNG14327.1	NP_014621.1
OG0002185	QNG14328.1	NP_013886.1
OG0002186	QNG14329.1	NP_013885.1
OG0002187	QNG14330.1	NP_013884.1
OG0002188	QNG14331.1	NP_009460.1
OG0002189	QNG14333.1	NP_009463.1
OG0002190	QNG14335.1	NP_009465.2
OG0002191	QNG14336.1	NP_013707.1
OG0002192	QNG14337.1	NP_013706.1
OG0002193	QNG14338.1	NP_010717.1
OG0002194	QNG14339.1	NP_013705.1
OG0002195	QNG14340.1	NP_013703.1
OG0002196	QNG14341.1	NP_013702.1
OG0002197	QNG14342.1	NP_013701.1
OG0002198	QNG14343.1	NP_010720.3
OG0002199	QNG14344.1	NP_013699.1
OG0002200	QNG14345.1	NP_013698.1
OG0002201	QNG14346.1	NP_013697.1
OG0002202	QNG14349.1	NP_013480.1
OG0002203	QNG14350.1	NP_010373.3
OG0002204	QNG14352.1	NP_013482.1
OG0002205	QNG14354.1	NP_013484.3
OG0002206	QNG14355.1	NP_013485.1
OG0002207	QNG14356.1	NP_013486.3
OG0002208	QNG14357.1	NP_013487.1
OG0002209	QNG14358.1	NP_013488.3
OG0002210	QNG14359.1	NP_013489.1
OG0002211	QNG14360.1	NP_015264.1
OG0002212	QNG14361.1	NP_015262.1
OG0002213	QNG14362.1	NP_015260.1
OG0002214	QNG14363.1	NP_015259.1
OG0002215	QNG14364.1	NP_015258.1
OG0002216	QNG14366.1	NP_015256.1
OG0002217	QNG14367.1	NP_015255.1
OG0002218	QNG14368.1	NP_015254.1
OG0002219	QNG14369.1	NP_015253.1
OG0002220	QNG14371.1	NP_015250.1
OG0002221	QNG14372.1	NP_015249.1
OG0002222	QNG14373.1	NP_015248.1
OG0002223	QNG14374.1	NP_009755.1
OG0002224	QNG14375.1	NP_015247.1
OG0002225	QNG14377.1	NP_015243.1
OG0002226	QNG14378.1	NP_015242.1
OG0002227	QNG14379.1	NP_015240.1
OG0002228	QNG14383.1	NP_015234.1
OG0002229	QNG14384.1	NP_015233.1
OG0002230	QNG14385.1	NP_015232.1
OG0002231	QNG14386.1	NP_015231.2
OG0002232	QNG14387.1	NP_015229.1
OG0002233	QNG14389.1	NP_015228.1
OG0002234	QNG14390.1	NP_015227.1
OG0002235	QNG14391.1	NP_015226.1
OG0002236	QNG14392.1	NP_015225.1
OG0002237	QNG14393.1	NP_015224.1
OG0002238	QNG14394.1	NP_015222.1
OG0002239	QNG14395.1	NP_015221.1
OG0002240	QNG14397.1	NP_015218.1
OG0002241	QNG14398.1	NP_015217.1
OG0002242	QNG14402.1	NP_015007.1
OG0002243	QNG14403.1	NP_010894.1
OG0002244	QNG14404.1	NP_009381.1
OG0002245	QNG14405.1	NP_009382.2
OG0002246	QNG14406.1	NP_009383.1
OG0002247	QNG14407.1	NP_014591.1
OG0002248	QNG14408.1	NP_009384.1
OG0002249	QNG14412.1	NP_009388.2
OG0002250	QNG14413.1	NP_009389.3
OG0002251	QNG14414.1	NP_009390.1
OG0002252	QNG14415.1	NP_009391.2
OG0002253	QNG14416.1	NP_013495.1
OG0002254	QNG14417.1	NP_013494.3
OG0002255	QNG14418.1	NP_013493.2
OG0002256	QNG14419.1	NP_013491.1
OG0002257	QNG14420.1	NP_013490.3
OG0002258	QNG14421.1	NP_012121.2
OG0002259	QNG14422.1	NP_012120.1
OG0002260	QNG14423.1	NP_012119.1
OG0002261	QNG14424.1	NP_012116.1
OG0002262	QNG14427.1	NP_013023.3
OG0002263	QNG14428.1	NP_012113.1
OG0002264	QNG14429.1	NP_012112.3
OG0002265	QNG14430.1	NP_012111.1
OG0002266	QNG14431.1	NP_012110.1
OG0002267	QNG14432.1	NP_001027534.1
OG0002268	QNG14433.1	NP_012109.1
OG0002269	QNG14434.1	NP_012107.1
OG0002270	QNG14435.1	NP_012106.1
OG0002271	QNG14436.1	NP_012945.1
OG0002272	QNG14439.1	NP_013610.1
OG0002273	QNG14440.1	NP_013611.1
OG0002274	QNG14441.1	NP_013576.1
OG0002275	QNG14442.1	NP_013612.1
OG0002276	QNG14443.1	NP_013613.1
OG0002277	QNG14444.1	NP_013617.1
OG0002278	QNG14445.1	NP_013618.1
OG0002279	QNG14446.1	NP_010609.1
OG0002280	QNG14447.1	NP_010608.1
OG0002281	QNG14448.1	NP_010607.3
OG0002282	QNG14449.1	NP_710144.3
OG0002283	QNG14450.1	NP_010606.1
OG0002284	QNG14451.1	NP_010605.1
OG0002285	QNG14452.1	NP_010604.4
