Orthogroup	BG2_protein	CBS138_protein
OG0001661	QNG13621.1	XP_446283.1
OG0001662	QNG13622.1	XP_446284.1
OG0001663	QNG13623.1	XP_446285.1
OG0001664	QNG13624.1	XP_446286.1
OG0001665	QNG13625.1	XP_446287.1
OG0001666	QNG13627.1	XP_446289.1
OG0001667	QNG13628.1	XP_446290.1
OG0001668	QNG13629.1	XP_446291.1
OG0001669	QNG13631.1	XP_446293.1
OG0001670	QNG13633.1	XP_446295.1
OG0001671	QNG13634.1	XP_446296.1
OG0001672	QNG13637.1	XP_446299.1
OG0001673	QNG13638.1	XP_446300.1
OG0001674	QNG13639.1	XP_446301.1
OG0001675	QNG13640.1	XP_446302.1
OG0001676	QNG13641.1	XP_446303.1
OG0001677	QNG13642.1	XP_446304.1
OG0001678	QNG13643.1	XP_446305.1
OG0001679	QNG13645.1	XP_446307.1
OG0001680	QNG13646.1	XP_446308.1
OG0001681	QNG13647.1	XP_446309.1
OG0001682	QNG13649.1	XP_446311.1
OG0001683	QNG13651.1	XP_446313.1
OG0001684	QNG13652.1	XP_446314.1
OG0001685	QNG13653.1	XP_446315.1
OG0001686	QNG13655.1	XP_446317.1
OG0001687	QNG13656.1	XP_446318.1
OG0001688	QNG13659.1	XP_446321.1
OG0001689	QNG13660.1	XP_446322.1
OG0001690	QNG13661.1	XP_446323.1
OG0001691	QNG13662.1	XP_446324.1
OG0001692	QNG13663.1	XP_446325.1
OG0001693	QNG13664.1	XP_446326.1
OG0001694	QNG13665.1	XP_446327.1
OG0001695	QNG13667.1	XP_446329.1
OG0001696	QNG13668.1	XP_446330.1
OG0001697	QNG13669.1	XP_446331.1
OG0001698	QNG13670.1	XP_446332.1
OG0001699	QNG13671.1	XP_446333.1
OG0001700	QNG13672.1	XP_446334.1
OG0001701	QNG13673.1	XP_446335.1
OG0001702	QNG13674.1	XP_446336.1
OG0001703	QNG13675.1	XP_446337.1
OG0001704	QNG13676.1	XP_446338.1
OG0001705	QNG13677.1	XP_446339.1
OG0001706	QNG13678.1	XP_446340.1
OG0001707	QNG13679.1	XP_446341.1
OG0001708	QNG13680.1	XP_446342.1
OG0001709	QNG13681.1	XP_446343.1
OG0001710	QNG13682.1	XP_446344.1
OG0001711	QNG13683.1	XP_446345.1
OG0001712	QNG13684.1	XP_446346.1
OG0001713	QNG13685.1	XP_446347.1
OG0001714	QNG13686.1	XP_446348.1
OG0001715	QNG13687.1	XP_446349.1
OG0001716	QNG13688.1	XP_446351.1
OG0001717	QNG13689.1	XP_446352.1
OG0001718	QNG13690.1	XP_446353.1
OG0001719	QNG13691.1	XP_446354.1
OG0001720	QNG13692.1	XP_446355.1
OG0001721	QNG13693.1	XP_446356.1
OG0001722	QNG13694.1	XP_446357.1
OG0001723	QNG13695.1	XP_446358.1
OG0001724	QNG13696.1	XP_446359.1
OG0001725	QNG13698.1	XP_446361.1
OG0001726	QNG13699.1	XP_446362.1
OG0001727	QNG13700.1	XP_446363.1
OG0001728	QNG13701.1	XP_446364.1
OG0001729	QNG13703.1	XP_446366.1
OG0001730	QNG13704.1	XP_446367.1
OG0001731	QNG13706.1	XP_446369.1
OG0001732	QNG13709.1	XP_446371.1
OG0001733	QNG13710.1	XP_446372.1
OG0001734	QNG13711.1	XP_446374.1
OG0001735	QNG13712.1	XP_446375.1
OG0001736	QNG13713.1	XP_446376.1
OG0001737	QNG13717.1	XP_446379.1
OG0001738	QNG13718.1	XP_446380.1
OG0001739	QNG13719.1	XP_446381.1
OG0001740	QNG13721.1	XP_446383.1
OG0001741	QNG13722.1	XP_446384.1
OG0001742	QNG13724.1	XP_446386.1
OG0001743	QNG13725.1	XP_446387.1
OG0001744	QNG13726.1	XP_446388.1
OG0001745	QNG13727.1	XP_446389.1
OG0001746	QNG13728.1	XP_446390.1
OG0001747	QNG13729.1	XP_446391.1
OG0001748	QNG13731.1	XP_446393.1
OG0001749	QNG13732.1	XP_446394.1
OG0001750	QNG13733.1	XP_446395.1
OG0001751	QNG13734.1	XP_446396.1
OG0001752	QNG13735.1	XP_446397.1
OG0001753	QNG13738.1	XP_446400.1
OG0001754	QNG13739.1	XP_446401.1
OG0001755	QNG13740.1	XP_446402.1
OG0001756	QNG13741.1	XP_446403.1
OG0001757	QNG13742.1	XP_446404.1
OG0001758	QNG13743.1	XP_446405.1
OG0001759	QNG13747.1	XP_446409.1
OG0001760	QNG13749.1	XP_446411.1
OG0001761	QNG13750.1	XP_446412.1
OG0001762	QNG13752.1	XP_446414.1
OG0001763	QNG13753.1	XP_446415.1
OG0001764	QNG13754.1	XP_446416.1
OG0001765	QNG13755.1	XP_446417.1
OG0001766	QNG13756.1	XP_446418.1
OG0001767	QNG13757.1	XP_446419.1
OG0001768	QNG13758.1	XP_446420.1
OG0001769	QNG13762.1	XP_446424.1
OG0001770	QNG13763.1	XP_446425.1
OG0001771	QNG13764.1	XP_446426.1
OG0001772	QNG13765.1	XP_446427.1
OG0001773	QNG13766.1	XP_446428.1
OG0001774	QNG13768.1	XP_446430.1
OG0001775	QNG13769.1	XP_446431.1
OG0001776	QNG13770.1	XP_446432.1
OG0001777	QNG13771.1	XP_446433.1
OG0001778	QNG13772.1	XP_446434.1
OG0001779	QNG13773.1	XP_446435.1
OG0001780	QNG13775.1	XP_446437.1
OG0001781	QNG13776.1	XP_446438.1
OG0001782	QNG13777.1	XP_446439.1
OG0001783	QNG13779.1	XP_446441.1
OG0001784	QNG13780.1	XP_446442.1
OG0001785	QNG13781.1	XP_446443.1
OG0001786	QNG13782.1	XP_446444.1
OG0001787	QNG13783.1	XP_446445.1
OG0001788	QNG13784.1	XP_446446.1
OG0001789	QNG13786.1	XP_446448.1
OG0001790	QNG13787.1	XP_446449.1
OG0001791	QNG13788.1	XP_446450.1
OG0001792	QNG13790.1	XP_446452.1
OG0001793	QNG13794.1	XP_446456.1
OG0001794	QNG13795.1	XP_446457.1
OG0001795	QNG13796.1	XP_446458.1
OG0001796	QNG13797.1	XP_446459.1
OG0001797	QNG13798.1	XP_446460.1
OG0001798	QNG13799.1	XP_446461.1
OG0001799	QNG13800.1	XP_446462.1
OG0001800	QNG13801.1	XP_446463.1
OG0001801	QNG13802.1	XP_446464.1
OG0001802	QNG13804.1	XP_446466.1
OG0001803	QNG13805.1	XP_446467.1
OG0001804	QNG13806.1	XP_446469.1
OG0001805	QNG13810.1	XP_002999543.1
OG0001806	QNG13812.1	XP_446474.1
OG0001807	QNG13813.1	XP_446475.1
OG0001808	QNG13815.1	XP_446477.1
OG0001809	QNG13816.1	XP_446478.1
OG0001810	QNG13817.1	XP_446479.1
OG0001811	QNG13818.1	XP_446480.1
OG0001812	QNG13819.1	XP_446481.1
OG0001813	QNG13820.1	XP_446482.1
OG0001814	QNG13821.1	XP_446483.1
OG0001815	QNG13822.1	XP_446484.1
OG0001816	QNG13823.1	XP_446485.1
OG0001817	QNG13825.1	XP_446487.1
OG0001818	QNG13827.1	XP_446489.1
OG0001819	QNG13830.1	XP_446492.1
OG0001820	QNG13831.1	XP_446493.1
OG0001821	QNG13832.1	XP_446494.1
OG0001822	QNG13834.1	XP_446496.1
OG0001823	QNG13835.1	XP_446497.1
OG0001824	QNG13836.1	XP_446498.1
OG0001825	QNG13837.1	XP_446499.1
OG0001826	QNG13838.1	XP_446500.1
OG0001827	QNG13841.1	XP_446503.1
OG0001828	QNG13845.1	XP_446507.1
OG0001829	QNG13846.1	XP_446508.1
OG0001830	QNG13847.1	XP_446509.1
OG0001831	QNG13848.1	XP_446510.1
OG0001832	QNG13849.1	XP_446511.1
OG0001833	QNG13851.1	XP_446513.1
OG0001834	QNG13852.1	XP_446514.1
OG0001835	QNG13853.1	XP_446515.1
OG0001836	QNG13855.1	XP_446517.1
OG0001837	QNG13856.1	XP_446518.1
OG0001838	QNG13858.1	XP_446520.1
OG0001839	QNG13860.1	XP_446522.1
OG0001840	QNG13863.1	XP_446525.1
OG0001841	QNG13864.1	XP_446526.1
OG0001842	QNG13866.1	XP_446528.1
OG0001843	QNG13868.1	XP_446530.1
OG0001844	QNG13869.1	XP_446531.1
OG0001845	QNG13870.1	XP_446532.1
OG0001846	QNG13872.1	XP_446535.1
OG0001847	QNG13874.1	XP_446537.1
OG0001848	QNG13875.1	XP_446538.1
OG0001849	QNG13876.1	XP_446539.1
OG0001850	QNG13878.1	XP_446541.1
OG0001851	QNG13879.1	XP_446542.1
OG0001852	QNG13880.1	XP_446543.1
OG0001853	QNG13881.1	XP_446544.1
OG0001854	QNG13882.1	XP_446545.1
OG0001855	QNG13883.1	XP_446546.1
OG0001856	QNG13886.1	XP_446549.1
OG0001857	QNG13887.1	XP_446550.1
OG0001858	QNG13888.1	XP_446551.1
OG0001859	QNG13889.1	XP_446552.1
OG0001860	QNG13890.1	XP_446553.1
OG0001861	QNG13891.1	XP_446555.1
OG0001862	QNG13892.1	XP_446556.1
OG0001863	QNG13893.1	XP_446557.1
OG0001864	QNG13894.1	XP_446558.1
OG0001865	QNG13895.1	XP_446559.1
OG0001866	QNG13897.1	XP_446561.1
OG0001867	QNG13898.1	XP_446562.1
OG0001868	QNG13899.1	XP_446563.1
OG0001869	QNG13900.1	XP_446564.1
OG0001870	QNG13903.1	XP_446567.1
OG0001871	QNG13905.1	XP_446569.1
OG0001872	QNG13907.1	XP_446571.1
OG0001873	QNG13909.1	XP_446573.1
OG0001874	QNG13912.1	XP_446576.1
OG0001875	QNG13913.1	XP_446577.1
OG0001876	QNG13914.1	XP_446578.1
OG0001877	QNG13915.1	XP_446579.1
OG0001878	QNG13916.1	XP_446580.1
OG0001879	QNG13917.1	XP_446581.1
OG0001880	QNG13918.1	XP_446582.1
OG0001881	QNG13919.1	XP_446583.1
OG0001882	QNG13920.1	XP_446584.1
OG0001883	QNG13922.1	XP_446586.1
OG0001884	QNG13923.1	XP_446587.1
OG0001885	QNG13925.1	XP_446589.1
OG0001886	QNG13926.1	XP_446590.1
OG0001887	QNG13927.1	XP_446591.1
OG0001888	QNG13928.1	XP_002999544.1
OG0001889	QNG13929.1	XP_446592.1
OG0001890	QNG13930.1	XP_446593.1
OG0001891	QNG13931.1	XP_446594.1
OG0001892	QNG13933.1	XP_446596.1
OG0001893	QNG13936.1	XP_446599.1
OG0001894	QNG13941.1	XP_446604.1
OG0001895	QNG13942.1	XP_446605.1
OG0001896	QNG13943.1	XP_446606.1
OG0001897	QNG13944.1	XP_446607.1
OG0001898	QNG13945.1	XP_446608.1
OG0001899	QNG13946.1	XP_446609.1
OG0001900	QNG13948.1	XP_446611.1
OG0001901	QNG13950.1	XP_446613.1
OG0001902	QNG13951.1	XP_446614.1
OG0001903	QNG13953.1	XP_446616.1
OG0001904	QNG13954.1	XP_446617.1
OG0001905	QNG13955.1	XP_446618.1
OG0001906	QNG13956.1	XP_446619.1
OG0001907	QNG13958.1	XP_446621.1
OG0001908	QNG13960.1	XP_446623.1
OG0001909	QNG13961.1	XP_446624.1
OG0001910	QNG13963.1	XP_446626.1
OG0001911	QNG13965.1	XP_446628.1
OG0001912	QNG13968.1	XP_446632.1
OG0001913	QNG13969.1	XP_446633.1
OG0001914	QNG13970.1	XP_446634.1
OG0001915	QNG13971.1	XP_446635.1
OG0001916	QNG13972.1	XP_446636.1
OG0001917	QNG13974.1	XP_446638.1
OG0001918	QNG13975.1	XP_446639.1
OG0001919	QNG13976.1	XP_446640.1
OG0001920	QNG13977.1	XP_446641.1
OG0001921	QNG13980.1	XP_446645.1
OG0001922	QNG13981.1	XP_446646.1
OG0001923	QNG13982.1	XP_446647.1
OG0001924	QNG13983.1	XP_446648.1
OG0001925	QNG13984.1	XP_446650.1
OG0001926	QNG13985.1	XP_446651.1
OG0001927	QNG13988.1	XP_446654.1
OG0001928	QNG13989.1	XP_446655.1
OG0001929	QNG13990.1	XP_446656.1
OG0001930	QNG13991.1	XP_446657.1
OG0001931	QNG13992.1	XP_446658.1
OG0001932	QNG13993.1	XP_446659.1
OG0001933	QNG13994.1	XP_446660.1
OG0001934	QNG13995.1	XP_446661.1
OG0001935	QNG13996.1	XP_446662.1
OG0001936	QNG13997.1	XP_446663.1
OG0001937	QNG13998.1	XP_446664.1
OG0001938	QNG14001.1	XP_446667.1
OG0001939	QNG14002.1	XP_446668.1
OG0001940	QNG14003.1	XP_446669.1
OG0001941	QNG14004.1	XP_446670.1
OG0001942	QNG14005.1	XP_446671.1
OG0001943	QNG14006.1	XP_446674.1
OG0001944	QNG14010.1	XP_446678.1
OG0001945	QNG14011.1	XP_446679.1
OG0001946	QNG14012.1	XP_446680.1
OG0001947	QNG14013.1	XP_446681.1
OG0001948	QNG14014.1	XP_446682.1
OG0001949	QNG14016.1	XP_446684.1
OG0001950	QNG14017.1	XP_446685.1
OG0001951	QNG14018.1	XP_446686.1
OG0001952	QNG14019.1	XP_446687.1
OG0001953	QNG14020.1	XP_446688.1
OG0001954	QNG14021.1	XP_002999546.1
OG0001955	QNG14022.1	XP_446689.1
OG0001956	QNG14024.1	XP_446691.1
OG0001957	QNG14025.1	XP_446692.1
OG0001958	QNG14026.1	XP_446693.1
OG0001959	QNG14028.1	XP_446695.1
OG0001960	QNG14029.1	XP_446696.1
OG0001961	QNG14030.1	XP_446697.1
OG0001962	QNG14031.1	XP_446698.1
OG0001963	QNG14032.1	XP_446699.1
OG0001964	QNG14033.1	XP_446700.1
OG0001965	QNG14034.1	XP_446701.1
OG0001966	QNG14035.1	XP_446702.1
OG0001967	QNG14036.1	XP_446703.1
OG0001968	QNG14037.1	XP_446704.1
OG0001969	QNG14038.1	XP_002999547.1
OG0001970	QNG14039.1	XP_446705.1
OG0001971	QNG14040.1	XP_446706.1
OG0001972	QNG14041.1	XP_446707.1
OG0001973	QNG14042.1	XP_446708.1
OG0001974	QNG14043.1	XP_446709.1
OG0001975	QNG14044.1	XP_446710.1
OG0001976	QNG14045.1	XP_446711.1
OG0001977	QNG14046.1	XP_446712.1
OG0001978	QNG14047.1	XP_446713.1
OG0001979	QNG14050.1	XP_446716.1
OG0001980	QNG14052.1	XP_446718.1
OG0001981	QNG14054.1	XP_446720.1
OG0001982	QNG14055.1	XP_446721.2
OG0001983	QNG14056.1	XP_446722.1
OG0001984	QNG14057.1	XP_446723.1
OG0001985	QNG14058.1	XP_446724.1
OG0001986	QNG14059.1	XP_446725.1
OG0001987	QNG14060.1	XP_446726.1
OG0001988	QNG14061.1	XP_446727.1
OG0001989	QNG14062.1	XP_446728.1
OG0001990	QNG14063.1	XP_446729.1
OG0001991	QNG14064.1	XP_446730.1
OG0001992	QNG14066.1	XP_446732.1
OG0001993	QNG14068.1	XP_446734.1
OG0001994	QNG14069.1	XP_446736.1
OG0001995	QNG14071.1	XP_446738.1
OG0001996	QNG14073.1	XP_446740.1
OG0001997	QNG14074.1	XP_446741.1
OG0001998	QNG14077.1	XP_446744.1
OG0001999	QNG14078.1	XP_446745.1
OG0002000	QNG14079.1	XP_446746.1
OG0002001	QNG14080.1	XP_446747.1
OG0002002	QNG14082.1	XP_446749.1
OG0002003	QNG14083.1	XP_446750.1
OG0002004	QNG14084.1	XP_446751.1
OG0002005	QNG14085.1	XP_446752.1
OG0002006	QNG14087.1	XP_446754.1
OG0002007	QNG14088.1	XP_446755.1
OG0002008	QNG14093.1	XP_446759.1
OG0002009	QNG14094.1	XP_446760.1
OG0002010	QNG14095.1	XP_446761.1
OG0002011	QNG14096.1	XP_446762.1
OG0002012	QNG14098.1	XP_446764.1
OG0002013	QNG14101.1	XP_446766.1
OG0002014	QNG14102.1	XP_446767.1
OG0002015	QNG14103.1	XP_446768.1
OG0002016	QNG14104.1	XP_446769.1
OG0002017	QNG14106.1	XP_446771.1
OG0002018	QNG14107.1	XP_446772.1
OG0002019	QNG14109.1	XP_446774.1
OG0002020	QNG14110.1	XP_446775.1
OG0002021	QNG14111.1	XP_446776.1
OG0002022	QNG14115.1	XP_446780.1
OG0002023	QNG14116.1	XP_446781.1
OG0002024	QNG14118.1	XP_446783.1
OG0002025	QNG14119.1	XP_446784.1
OG0002026	QNG14120.1	XP_446785.1
OG0002027	QNG14121.1	XP_446786.1
OG0002028	QNG14122.1	XP_446787.1
OG0002029	QNG14123.1	XP_446788.1
OG0002030	QNG14124.1	XP_446789.1
OG0002031	QNG14125.1	XP_446790.1
OG0002032	QNG14127.1	XP_446792.1
OG0002033	QNG14128.1	XP_446793.1
OG0002034	QNG14129.1	XP_446794.1
OG0002035	QNG14130.1	XP_446795.1
OG0002036	QNG14131.1	XP_446796.1
OG0002037	QNG14132.1	XP_446797.1
OG0002038	QNG14133.1	XP_446798.1
OG0002039	QNG14134.1	XP_446799.1
OG0002040	QNG14135.1	XP_446800.1
OG0002041	QNG14136.1	XP_446801.1
OG0002042	QNG14137.1	XP_446802.1
OG0002043	QNG14141.1	XP_446807.1
OG0002044	QNG14143.1	XP_446809.1
OG0002045	QNG14145.1	XP_446811.1
OG0002046	QNG14146.1	XP_446812.1
OG0002047	QNG14148.1	XP_446814.1
OG0002048	QNG14149.1	XP_446815.1
OG0002049	QNG14151.1	XP_446817.1
OG0002050	QNG14152.1	XP_446818.1
OG0002051	QNG14153.1	XP_446819.1
OG0002052	QNG14154.1	XP_446820.1
OG0002053	QNG14155.1	XP_446821.1
OG0002054	QNG14156.1	XP_446822.1
OG0002055	QNG14157.1	XP_446823.1
OG0002056	QNG14158.1	XP_446824.1
OG0002057	QNG14159.1	XP_446825.1
OG0002058	QNG14160.1	XP_446826.1
OG0002059	QNG14161.1	XP_446827.1
OG0002060	QNG14164.1	XP_446831.1
OG0002061	QNG14166.1	XP_446833.1
OG0002062	QNG14167.1	XP_446834.1
OG0002063	QNG14168.1	XP_446835.1
OG0002064	QNG14169.1	XP_446836.1
OG0002065	QNG14170.1	XP_446837.1
OG0002066	QNG14171.1	XP_446838.1
OG0002067	QNG14172.1	XP_446839.1
OG0002068	QNG14173.1	XP_446840.1
OG0002069	QNG14174.1	XP_446841.1
OG0002070	QNG14175.1	XP_446842.1
OG0002071	QNG14176.1	XP_446843.1
OG0002072	QNG14177.1	XP_446844.1
OG0002073	QNG14178.1	XP_446845.1
OG0002074	QNG14179.1	XP_446846.1
OG0002075	QNG14180.1	XP_446847.1
OG0002076	QNG14181.1	XP_446848.1
OG0002077	QNG14182.1	XP_002999548.1
OG0002078	QNG14183.1	XP_446849.1
OG0002079	QNG14184.1	XP_446850.1
OG0002080	QNG14185.1	XP_446851.1
OG0002081	QNG14186.1	XP_446852.1
OG0002082	QNG14187.1	XP_446853.1
OG0002083	QNG14188.1	XP_446854.1
OG0002084	QNG14189.1	XP_446855.1
OG0002085	QNG14190.1	XP_446856.1
OG0002086	QNG14191.1	XP_446857.1
OG0002087	QNG14192.1	XP_446858.1
OG0002088	QNG14193.1	XP_446859.1
OG0002089	QNG14194.1	XP_446860.1
OG0002090	QNG14196.1	XP_446862.1
OG0002091	QNG14197.1	XP_446863.1
OG0002092	QNG14198.1	XP_446864.1
OG0002093	QNG14199.1	XP_446865.1
OG0002094	QNG14200.1	XP_446866.1
OG0002095	QNG14201.1	XP_446867.1
OG0002096	QNG14202.1	XP_446868.1
OG0002098	QNG14204.1	XP_446869.1
OG0002099	QNG14205.1	XP_446870.1
OG0002100	QNG14207.1	XP_446872.1
OG0002101	QNG14208.1	XP_446873.1
OG0002102	QNG14211.1	XP_446876.1
OG0002103	QNG14213.1	XP_446878.1
OG0002104	QNG14215.1	XP_446880.1
OG0002105	QNG14216.1	XP_446881.1
OG0002106	QNG14217.1	XP_446882.1
OG0002107	QNG14218.1	XP_446883.1
OG0002108	QNG14219.1	XP_446884.1
OG0002109	QNG14220.1	XP_446885.1
OG0002110	QNG14221.1	XP_446886.1
OG0002111	QNG14222.1	XP_446887.1
OG0002112	QNG14224.1	XP_446889.1
OG0002113	QNG14225.1	XP_446890.1
OG0002114	QNG14226.1	XP_446891.1
OG0002115	QNG14227.1	XP_446892.1
OG0002116	QNG14228.1	XP_446893.1
OG0002117	QNG14230.1	XP_446895.1
OG0002118	QNG14231.1	XP_446896.1
OG0002119	QNG14232.1	XP_446897.1
OG0002120	QNG14233.1	XP_446898.1
OG0002121	QNG14235.1	XP_446900.1
OG0002122	QNG14236.1	XP_446901.1
OG0002123	QNG14237.1	XP_446902.1
OG0002124	QNG14238.1	XP_446903.1
OG0002125	QNG14239.1	XP_002999550.1
OG0002126	QNG14242.1	XP_446906.1
OG0002127	QNG14244.1	XP_446908.1
OG0002128	QNG14245.1	XP_446909.1
OG0002129	QNG14246.1	XP_446910.1
OG0002130	QNG14247.1	XP_446911.1
OG0002131	QNG14249.1	XP_446913.1
OG0002132	QNG14250.1	XP_446914.1
OG0002133	QNG14252.1	XP_446916.1
OG0002134	QNG14253.1	XP_446917.1
OG0002135	QNG14254.1	XP_446918.1
OG0002136	QNG14255.1	XP_446919.1
OG0002137	QNG14257.1	XP_446921.1
OG0002138	QNG14259.1	XP_446923.1
OG0002139	QNG14260.1	XP_446924.1
OG0002140	QNG14261.1	XP_446925.1
OG0002141	QNG14262.1	XP_446926.1
OG0002142	QNG14263.1	XP_446927.1
OG0002143	QNG14264.1	XP_446928.1
OG0002144	QNG14266.1	XP_446930.1
OG0002145	QNG14267.1	XP_446931.1
OG0002146	QNG14268.1	XP_446932.1
OG0002147	QNG14270.1	XP_446934.1
OG0002148	QNG14271.1	XP_446935.1
OG0002149	QNG14272.1	XP_446936.1
OG0002150	QNG14274.1	XP_446938.1
OG0002151	QNG14275.1	XP_446939.1
OG0002152	QNG14276.1	XP_446940.1
OG0002153	QNG14279.1	XP_446943.1
OG0002154	QNG14280.1	XP_446945.1
OG0002155	QNG14281.1	XP_446946.1
OG0002156	QNG14282.1	XP_446947.1
OG0002157	QNG14283.1	XP_446948.1
OG0002158	QNG14284.1	XP_446949.1
OG0002159	QNG14285.1	XP_446950.1
OG0002160	QNG14286.1	XP_446951.1
OG0002161	QNG14287.1	XP_446952.1
OG0002162	QNG14289.1	XP_446954.1
OG0002163	QNG14290.1	XP_446955.1
OG0002164	QNG14291.1	XP_446956.1
OG0002165	QNG14292.1	XP_446957.1
OG0002166	QNG14293.1	XP_446958.1
OG0002167	QNG14294.1	XP_446959.1
OG0002168	QNG14295.1	XP_446960.1
OG0002169	QNG14296.1	XP_446961.1
OG0002170	QNG14298.1	XP_446963.1
OG0002171	QNG14299.1	XP_446964.1
OG0002172	QNG14300.1	XP_446965.1
OG0002173	QNG14302.1	XP_446966.1
OG0002174	QNG14308.1	XP_446972.1
OG0002175	QNG14309.1	XP_446973.1
OG0002176	QNG14310.1	XP_446974.1
OG0002177	QNG14313.1	XP_446977.2
OG0002178	QNG14315.1	XP_446979.1
OG0002179	QNG14322.1	XP_446982.1
OG0002180	QNG14323.1	XP_446983.1
OG0002181	QNG14324.1	XP_446984.1
OG0002182	QNG14325.1	XP_446985.1
OG0002183	QNG14326.1	XP_446986.1
OG0002184	QNG14327.1	XP_446987.1
OG0002185	QNG14328.1	XP_446988.1
OG0002186	QNG14329.1	XP_446989.1
OG0002187	QNG14330.1	XP_446990.1
OG0002188	QNG14331.1	XP_446991.1
OG0002189	QNG14333.1	XP_446993.1
OG0002190	QNG14335.1	XP_446995.1
OG0002191	QNG14336.1	XP_446996.1
OG0002192	QNG14337.1	XP_446997.1
OG0002193	QNG14338.1	XP_446998.1
OG0002194	QNG14339.1	XP_002999551.1
OG0002195	QNG14340.1	XP_446999.1
OG0002196	QNG14341.1	XP_447000.1
OG0002197	QNG14342.1	XP_447001.1
OG0002198	QNG14343.1	XP_447002.1
OG0002199	QNG14344.1	XP_447003.1
OG0002200	QNG14345.1	XP_447004.1
OG0002201	QNG14346.1	XP_447005.1
OG0002202	QNG14349.1	XP_447008.1
OG0002203	QNG14350.1	XP_447009.1
OG0002204	QNG14352.1	XP_447011.1
OG0002205	QNG14354.1	XP_447013.1
OG0002206	QNG14355.1	XP_447014.1
OG0002207	QNG14356.1	XP_447015.1
OG0002208	QNG14357.1	XP_447016.1
OG0002209	QNG14358.1	XP_447017.1
OG0002210	QNG14359.1	XP_447018.1
OG0002211	QNG14360.1	XP_447019.1
OG0002212	QNG14361.1	XP_447020.1
OG0002213	QNG14362.1	XP_447021.1
OG0002214	QNG14363.1	XP_447022.1
OG0002215	QNG14364.1	XP_447023.1
OG0002216	QNG14366.1	XP_447025.1
OG0002217	QNG14367.1	XP_447026.1
OG0002218	QNG14368.1	XP_447027.1
OG0002219	QNG14369.1	XP_447028.1
OG0002220	QNG14371.1	XP_447030.2
OG0002221	QNG14372.1	XP_447031.1
OG0002222	QNG14373.1	XP_447032.1
OG0002223	QNG14374.1	XP_447033.1
OG0002224	QNG14375.1	XP_447034.1
OG0002225	QNG14377.1	XP_447036.1
OG0002226	QNG14378.1	XP_447037.1
OG0002227	QNG14379.1	XP_447038.1
OG0002228	QNG14383.1	XP_447042.1
OG0002229	QNG14384.1	XP_447043.1
OG0002230	QNG14385.1	XP_447044.1
OG0002231	QNG14386.1	XP_447045.1
OG0002232	QNG14387.1	XP_447046.1
OG0002233	QNG14389.1	XP_447047.1
OG0002234	QNG14390.1	XP_447048.1
OG0002235	QNG14391.1	XP_447049.1
OG0002236	QNG14392.1	XP_447050.1
OG0002237	QNG14393.1	XP_447051.1
OG0002238	QNG14394.1	XP_447052.1
OG0002239	QNG14395.1	XP_447053.1
OG0002240	QNG14397.1	XP_447055.1
OG0002241	QNG14398.1	XP_447056.1
OG0002242	QNG14402.1	XP_447060.1
OG0002243	QNG14403.1	XP_447061.1
OG0002244	QNG14404.1	XP_447062.1
OG0002245	QNG14405.1	XP_447063.1
OG0002246	QNG14406.1	XP_447064.1
OG0002247	QNG14407.1	XP_447065.1
OG0002248	QNG14408.1	XP_447066.1
OG0002249	QNG14412.1	XP_447070.1
OG0002250	QNG14413.1	XP_447071.1
OG0002251	QNG14414.1	XP_447072.1
OG0002252	QNG14415.1	XP_447073.1
OG0002253	QNG14416.1	XP_447074.1
OG0002254	QNG14417.1	XP_447075.1
OG0002255	QNG14418.1	XP_447076.1
OG0002256	QNG14419.1	XP_447077.1
OG0002257	QNG14420.1	XP_447078.1
OG0002258	QNG14421.1	XP_447079.1
OG0002259	QNG14422.1	XP_447080.1
OG0002260	QNG14423.1	XP_447081.1
OG0002261	QNG14424.1	XP_447082.1
OG0002262	QNG14427.1	XP_447084.1
OG0002263	QNG14428.1	XP_447085.1
OG0002264	QNG14429.1	XP_447086.1
OG0002265	QNG14430.1	XP_447087.1
OG0002266	QNG14431.1	XP_447088.1
OG0002267	QNG14432.1	XP_002999552.1
OG0002268	QNG14433.1	XP_447089.1
OG0002269	QNG14434.1	XP_447090.1
OG0002270	QNG14435.1	XP_447091.1
OG0002271	QNG14436.1	XP_447092.1
OG0002272	QNG14439.1	XP_447095.1
OG0002273	QNG14440.1	XP_447096.1
OG0002274	QNG14441.1	XP_447097.1
OG0002275	QNG14442.1	XP_447098.1
OG0002276	QNG14443.1	XP_447099.1
OG0002277	QNG14444.1	XP_447100.1
OG0002278	QNG14445.1	XP_447101.1
OG0002279	QNG14446.1	XP_002999553.1
OG0002280	QNG14447.1	XP_447102.1
OG0002281	QNG14448.1	XP_447103.1
OG0002282	QNG14449.1	XP_447104.1
OG0002283	QNG14450.1	XP_447105.1
OG0002284	QNG14451.1	XP_447106.1
OG0002285	QNG14452.1	XP_447107.1
OG0002286	QNG14453.1	XP_447108.1
OG0002287	QNG14454.1	XP_447109.1
OG0002288	QNG14455.1	XP_447110.1
OG0002289	QNG14456.1	XP_447111.1
OG0002290	QNG14457.1	XP_447112.1
OG0002291	QNG14458.1	XP_447113.1
OG0002292	QNG14459.1	XP_447114.1
OG0002293	QNG14460.1	XP_447115.2
OG0002294	QNG14462.1	XP_447117.1
OG0002295	QNG14463.1	XP_447118.1
