Orthogroup	Species	CBS138_protein	Orthologs
OG0003804	BG2_protein	XP_448933.1	QNG16457.1
OG0003804	sacCer_protein	XP_448933.1	NP_012432.1
OG0003805	sacCer_protein	XP_448932.1	NP_012433.1
OG0003805	BG2_protein	XP_448932.1	QNG16458.1
OG0003806	sacCer_protein	XP_448931.1	NP_012434.1
OG0003806	BG2_protein	XP_448931.1	QNG16459.1
OG0003807	sacCer_protein	XP_448929.1	NP_012953.2
OG0003807	BG2_protein	XP_448929.1	QNG16461.1
OG0003808	sacCer_protein	XP_448928.1	NP_012438.1
OG0003808	BG2_protein	XP_448928.1	QNG16462.1
OG0003809	sacCer_protein	XP_448927.1	NP_012439.2
OG0003809	BG2_protein	XP_448927.1	QNG16463.1
OG0003810	BG2_protein	XP_448926.1	QNG16464.1
OG0003810	sacCer_protein	XP_448926.1	NP_012440.1
OG0003811	sacCer_protein	XP_448925.1	NP_012441.1
OG0003811	BG2_protein	XP_448925.1	QNG16465.1
OG0003812	BG2_protein	XP_448924.1	QNG16466.1
OG0003812	sacCer_protein	XP_448924.1	NP_012442.1
OG0003813	sacCer_protein	XP_448923.1	NP_012443.1
OG0003813	BG2_protein	XP_448923.1	QNG16467.1
OG0003814	sacCer_protein	XP_448922.1	NP_012444.2
OG0003814	BG2_protein	XP_448922.1	QNG16468.1
OG0003815	sacCer_protein	XP_448921.1	NP_012445.1
OG0003815	BG2_protein	XP_448921.1	QNG16469.1
OG0003816	BG2_protein	XP_448919.1	QNG16470.1
OG0003816	sacCer_protein	XP_448919.1	NP_012446.1
OG0003817	sacCer_protein	XP_448918.1	NP_012971.2
OG0003817	BG2_protein	XP_448918.1	QNG16471.1
OG0003818	BG2_protein	XP_448917.1	QNG16472.1
OG0003818	sacCer_protein	XP_448917.1	NP_012970.3
OG0003819	sacCer_protein	XP_448916.1	NP_012969.1
OG0003819	BG2_protein	XP_448916.1	QNG16473.1
OG0003820	BG2_protein	XP_448914.1	QNG16475.1
OG0003820	sacCer_protein	XP_448914.1	NP_012965.3
OG0003821	BG2_protein	XP_448913.1	QNG16476.1
OG0003821	sacCer_protein	XP_448913.1	NP_012964.2
OG0003822	BG2_protein	XP_448912.1	QNG16477.1
OG0003822	sacCer_protein	XP_448912.1	NP_012963.3
OG0003823	sacCer_protein	XP_448910.1	NP_012961.3
OG0003823	BG2_protein	XP_448910.1	QNG16479.1
OG0003824	sacCer_protein	XP_448909.1	NP_012959.1
OG0003824	BG2_protein	XP_448909.1	QNG16480.1
OG0003825	BG2_protein	XP_448908.1	QNG16481.1
OG0003825	sacCer_protein	XP_448908.1	NP_012956.3
OG0003826	BG2_protein	XP_448907.1	QNG16482.1
OG0003826	sacCer_protein	XP_448907.1	NP_012955.1
OG0003827	BG2_protein	XP_448906.1	QNG16483.1
OG0003827	sacCer_protein	XP_448906.1	NP_012954.3
OG0003828	sacCer_protein	XP_448905.1	NP_012948.3
OG0003828	BG2_protein	XP_448905.1	QNG16484.1
OG0003829	BG2_protein	XP_448904.1	QNG16485.1
OG0003829	sacCer_protein	XP_448904.1	NP_012949.1
OG0003830	sacCer_protein	XP_448903.1	NP_012950.3
OG0003830	BG2_protein	XP_448903.1	QNG16486.1
OG0003831	sacCer_protein	XP_448902.1	NP_012951.1
OG0003831	BG2_protein	XP_448902.1	QNG16487.1
OG0003832	BG2_protein	XP_448899.1	QNG16490.1
OG0003832	sacCer_protein	XP_448899.1	NP_014845.1
OG0003833	BG2_protein	XP_448897.1	QNG16492.1
OG0003833	sacCer_protein	XP_448897.1	NP_014848.1
OG0003834	BG2_protein	XP_448896.1	QNG16493.1
OG0003834	sacCer_protein	XP_448896.1	NP_014849.3
OG0003835	sacCer_protein	XP_448895.1	NP_014850.1
OG0003835	BG2_protein	XP_448895.1	QNG16494.1
OG0003836	BG2_protein	XP_448894.1	QNG16495.1
OG0003836	sacCer_protein	XP_448894.1	NP_014851.3
OG0003837	sacCer_protein	XP_448893.1	NP_014852.1
OG0003837	BG2_protein	XP_448893.1	QNG16496.1
OG0003838	sacCer_protein	XP_002999587.1	NP_014853.3
OG0003838	BG2_protein	XP_002999587.1	QNG16497.1
OG0003839	BG2_protein	XP_448892.1	QNG16498.1
OG0003839	sacCer_protein	XP_448892.1	NP_014854.2
OG0003840	BG2_protein	XP_448891.1	QNG16499.1
OG0003840	sacCer_protein	XP_448891.1	NP_014855.3
OG0003841	BG2_protein	XP_448890.1	QNG16500.1
OG0003841	sacCer_protein	XP_448890.1	NP_014856.1
OG0003842	BG2_protein	XP_448889.1	QNG16501.1
OG0003842	sacCer_protein	XP_448889.1	NP_014858.1
OG0003843	BG2_protein	XP_448888.1	QNG16502.1
OG0003843	sacCer_protein	XP_448888.1	NP_014859.3
OG0003844	sacCer_protein	XP_448887.1	NP_014860.1
OG0003844	BG2_protein	XP_448887.1	QNG16503.1
OG0003845	sacCer_protein	XP_448886.1	NP_014862.3
OG0003845	BG2_protein	XP_448886.1	QNG16504.1
OG0003846	sacCer_protein	XP_449152.1	NP_015305.1
OG0003846	BG2_protein	XP_449152.1	QNG16507.1
OG0003847	sacCer_protein	XP_449153.1	NP_015310.1
OG0003847	BG2_protein	XP_449153.1	QNG16508.1
OG0003848	sacCer_protein	XP_449154.1	NP_015311.1
OG0003848	BG2_protein	XP_449154.1	QNG16509.1
OG0003849	sacCer_protein	XP_449155.1	NP_015312.1
OG0003849	BG2_protein	XP_449155.1	QNG16510.1
OG0003850	BG2_protein	XP_449156.1	QNG16511.1
OG0003850	sacCer_protein	XP_449156.1	NP_015313.1
OG0003851	BG2_protein	XP_449157.1	QNG16512.1
OG0003851	sacCer_protein	XP_449157.1	NP_015314.1
OG0003852	sacCer_protein	XP_449158.1	NP_015315.1
OG0003852	BG2_protein	XP_449158.1	QNG16513.1
OG0003853	sacCer_protein	XP_449159.1	NP_015316.1
OG0003853	BG2_protein	XP_449159.1	QNG16514.1
OG0003854	sacCer_protein	XP_449160.1	NP_015317.1
OG0003854	BG2_protein	XP_449160.1	QNG16515.1
OG0003855	sacCer_protein	XP_449161.1	NP_015318.1
OG0003855	BG2_protein	XP_449161.1	QNG16516.1
OG0003856	BG2_protein	XP_449162.1	QNG16517.1
OG0003856	sacCer_protein	XP_449162.1	NP_015319.1
OG0003857	sacCer_protein	XP_449163.1	NP_015320.1
OG0003857	BG2_protein	XP_449163.1	QNG16518.1
OG0003858	BG2_protein	XP_449165.1	QNG16520.1
OG0003858	sacCer_protein	XP_449165.1	NP_015322.1
OG0003859	sacCer_protein	XP_449166.1	NP_116654.1
OG0003859	BG2_protein	XP_449166.1	QNG16521.1
OG0003860	sacCer_protein	XP_449167.1	NP_116655.1
OG0003860	BG2_protein	XP_449167.1	QNG16522.1
OG0003861	BG2_protein	XP_449168.1	QNG16523.1
OG0003861	sacCer_protein	XP_449168.1	NP_015323.1
OG0003862	sacCer_protein	XP_449169.1	NP_015324.1
OG0003862	BG2_protein	XP_449169.1	QNG16524.1
OG0003863	BG2_protein	XP_449170.1	QNG16525.1
OG0003863	sacCer_protein	XP_449170.1	NP_015325.1
OG0003864	BG2_protein	XP_449171.1	QNG16526.1
OG0003864	sacCer_protein	XP_449171.1	NP_015326.1
OG0003865	sacCer_protein	XP_449172.1	NP_116657.1
OG0003865	BG2_protein	XP_449172.1	QNG16527.1
OG0003866	BG2_protein	XP_449173.1	QNG16528.1
OG0003866	sacCer_protein	XP_449173.1	NP_116659.1
OG0003867	sacCer_protein	XP_449174.1	NP_116660.1
OG0003867	BG2_protein	XP_449174.1	QNG16529.1
OG0003868	sacCer_protein	XP_449176.1	NP_015328.1
OG0003868	BG2_protein	XP_449176.1	QNG16531.1
OG0003869	sacCer_protein	XP_449177.1	NP_015329.1
OG0003869	BG2_protein	XP_449177.1	QNG16532.1
OG0003870	BG2_protein	XP_449179.1	QNG16534.1
OG0003870	sacCer_protein	XP_449179.1	NP_015331.1
OG0003871	BG2_protein	XP_449180.1	QNG16535.1
OG0003871	sacCer_protein	XP_449180.1	NP_015332.1
OG0003872	sacCer_protein	XP_449181.1	NP_015333.1
OG0003872	BG2_protein	XP_449181.1	QNG16536.1
OG0003873	BG2_protein	XP_449184.1	QNG16539.1
OG0003873	sacCer_protein	XP_449184.1	NP_012274.1
OG0003874	sacCer_protein	XP_449185.1	NP_012273.1
OG0003874	BG2_protein	XP_449185.1	QNG16540.1
OG0003875	BG2_protein	XP_449186.1	QNG16541.1
OG0003875	sacCer_protein	XP_449186.1	NP_012272.3
OG0003876	BG2_protein	XP_449188.1	QNG16543.1
OG0003876	sacCer_protein	XP_449188.1	NP_009811.3
OG0003877	sacCer_protein	XP_449189.1	NP_012275.3
OG0003877	BG2_protein	XP_449189.1	QNG16544.1
OG0003878	sacCer_protein	XP_449190.1	NP_012276.1
OG0003878	BG2_protein	XP_449190.1	QNG16545.1
OG0003879	sacCer_protein	XP_449191.1	NP_012277.1
OG0003879	BG2_protein	XP_449191.1	QNG16546.1
OG0003880	BG2_protein	XP_449192.1	QNG16547.1
OG0003880	sacCer_protein	XP_449192.1	NP_012911.3
OG0003881	sacCer_protein	XP_449193.1	NP_012910.1
OG0003881	BG2_protein	XP_449193.1	QNG16548.1
OG0003882	sacCer_protein	XP_449194.1	NP_012909.3
OG0003882	BG2_protein	XP_449194.1	QNG16549.1
OG0003883	BG2_protein	XP_449195.1	QNG16550.1
OG0003883	sacCer_protein	XP_449195.1	NP_012908.1
OG0003884	BG2_protein	XP_449196.1	QNG16551.1
OG0003884	sacCer_protein	XP_449196.1	NP_012907.3
OG0003885	sacCer_protein	XP_449197.1	NP_076899.1
OG0003885	BG2_protein	XP_449197.1	QNG16552.1
OG0003886	BG2_protein	XP_449198.1	QNG16553.1
OG0003886	sacCer_protein	XP_449198.1	NP_012906.3
OG0003887	BG2_protein	XP_449199.1	QNG16554.1
OG0003887	sacCer_protein	XP_449199.1	NP_012903.1
OG0003888	sacCer_protein	XP_449201.1	NP_012901.3
OG0003888	BG2_protein	XP_449201.1	QNG16556.1
OG0003889	BG2_protein	XP_449202.1	QNG16557.1
OG0003889	sacCer_protein	XP_449202.1	NP_012900.1
OG0003890	BG2_protein	XP_449205.1	QNG16560.1
OG0003890	sacCer_protein	XP_449205.1	NP_014687.1
OG0003891	sacCer_protein	XP_002999596.1	NP_014688.1
OG0003891	BG2_protein	XP_002999596.1	QNG16561.1
OG0003892	sacCer_protein	XP_449206.1	NP_014689.1
OG0003892	BG2_protein	XP_449206.1	QNG16562.1
OG0003893	sacCer_protein	XP_449208.1	NP_014691.1
OG0003893	BG2_protein	XP_449208.1	QNG16565.1
OG0003894	sacCer_protein	XP_449209.1	NP_014692.1
OG0003894	BG2_protein	XP_449209.1	QNG16566.1
OG0003895	BG2_protein	XP_449210.1	QNG16567.1
OG0003895	sacCer_protein	XP_449210.1	NP_014694.1
OG0003896	BG2_protein	XP_449211.1	QNG16568.1
OG0003896	sacCer_protein	XP_449211.1	NP_014695.1
OG0003897	sacCer_protein	XP_449213.1	NP_014700.1
OG0003897	BG2_protein	XP_449213.1	QNG16570.1
OG0003898	sacCer_protein	XP_449214.1	NP_116582.1
OG0003898	BG2_protein	XP_449214.1	QNG16571.1
OG0003899	sacCer_protein	XP_449215.1	NP_014702.1
OG0003899	BG2_protein	XP_449215.1	QNG16572.1
OG0003900	sacCer_protein	XP_449216.1	NP_014703.1
OG0003900	BG2_protein	XP_449216.1	QNG16573.1
OG0003901	BG2_protein	XP_449217.1	QNG16574.1
OG0003901	sacCer_protein	XP_449217.1	NP_013001.1
OG0003902	sacCer_protein	XP_449218.1	NP_014707.1
OG0003902	BG2_protein	XP_449218.1	QNG16575.1
OG0003903	BG2_protein	XP_449219.1	QNG16576.1
OG0003903	sacCer_protein	XP_449219.1	NP_014708.1
OG0003904	BG2_protein	XP_449220.1	QNG16577.1
OG0003904	sacCer_protein	XP_449220.1	NP_014709.1
OG0003905	BG2_protein	XP_449221.1	QNG16578.1
OG0003905	sacCer_protein	XP_449221.1	NP_014710.1
OG0003906	sacCer_protein	XP_449223.1	NP_014713.1
OG0003906	BG2_protein	XP_449223.1	QNG16580.1
OG0003907	sacCer_protein	XP_449224.1	NP_013007.1
OG0003907	BG2_protein	XP_449224.1	QNG16581.1
OG0003908	sacCer_protein	XP_449225.1	NP_011930.1
OG0003908	BG2_protein	XP_449225.1	QNG16582.1
OG0003909	sacCer_protein	XP_449226.1	NP_011931.2
OG0003909	BG2_protein	XP_449226.1	QNG16583.1
OG0003910	sacCer_protein	XP_449228.1	NP_013924.1
OG0003910	BG2_protein	XP_449228.1	QNG16585.1
OG0003911	BG2_protein	XP_449229.1	QNG16586.1
OG0003911	sacCer_protein	XP_449229.1	NP_013925.1
OG0003912	BG2_protein	XP_449231.1	QNG16588.1
OG0003912	sacCer_protein	XP_449231.1	NP_013927.1
OG0003913	sacCer_protein	XP_449232.1	NP_013928.1
OG0003913	BG2_protein	XP_449232.1	QNG16589.1
OG0003914	sacCer_protein	XP_449233.1	NP_013929.1
OG0003914	BG2_protein	XP_449233.1	QNG16590.1
OG0003915	sacCer_protein	XP_449234.1	NP_013931.1
OG0003915	BG2_protein	XP_449234.1	QNG16591.1
OG0003916	BG2_protein	XP_449237.1	QNG16594.1
OG0003916	sacCer_protein	XP_449237.1	NP_009974.1
OG0003917	sacCer_protein	XP_449238.1	NP_009975.1
OG0003917	BG2_protein	XP_449238.1	QNG16595.1
OG0003918	sacCer_protein	XP_449239.1	NP_009976.1
OG0003918	BG2_protein	XP_449239.1	QNG16596.1
OG0003919	sacCer_protein	XP_449240.1	NP_014914.1
OG0003919	BG2_protein	XP_449240.1	QNG16597.1
OG0003920	sacCer_protein	XP_449241.1	NP_014915.3
OG0003920	BG2_protein	XP_449241.1	QNG16598.1
OG0003921	sacCer_protein	XP_449242.1	NP_014916.1
OG0003921	BG2_protein	XP_449242.1	QNG16599.1
OG0003922	BG2_protein	XP_449243.1	QNG16600.1
OG0003922	sacCer_protein	XP_449243.1	NP_014917.3
OG0003923	BG2_protein	XP_449244.1	QNG16601.1
OG0003923	sacCer_protein	XP_449244.1	NP_014918.1
OG0003924	BG2_protein	XP_449245.1	QNG16602.1
OG0003924	sacCer_protein	XP_449245.1	NP_014919.3
OG0003925	BG2_protein	XP_449246.1	QNG16603.1
OG0003925	sacCer_protein	XP_449246.1	NP_014921.1
OG0003926	sacCer_protein	XP_449247.1	NP_014922.3
OG0003926	BG2_protein	XP_449247.1	QNG16604.1
OG0003927	BG2_protein	XP_449248.1	QNG16605.1
OG0003927	sacCer_protein	XP_449248.1	NP_014923.1
OG0003928	sacCer_protein	XP_449249.1	NP_014924.3
OG0003928	BG2_protein	XP_449249.1	QNG16606.1
OG0003929	sacCer_protein	XP_449250.1	NP_014926.1
OG0003929	BG2_protein	XP_449250.1	QNG16607.1
OG0003930	sacCer_protein	XP_449251.1	NP_013655.1
OG0003930	BG2_protein	XP_449251.1	QNG16608.1
OG0003931	sacCer_protein	XP_449252.1	NP_013653.1
OG0003931	BG2_protein	XP_449252.1	QNG16609.1
OG0003932	BG2_protein	XP_449253.1	QNG16610.1
OG0003932	sacCer_protein	XP_449253.1	NP_013652.1
OG0003933	sacCer_protein	XP_449254.1	NP_013651.1
OG0003933	BG2_protein	XP_449254.1	QNG16611.1
OG0003934	BG2_protein	XP_449255.1	QNG16612.1
OG0003934	sacCer_protein	XP_449255.1	NP_013650.1
OG0003935	BG2_protein	XP_449256.1	QNG16613.1
OG0003935	sacCer_protein	XP_449256.1	NP_013649.1
OG0003936	BG2_protein	XP_449257.1	QNG16614.1
OG0003936	sacCer_protein	XP_449257.1	NP_013647.1
OG0003937	sacCer_protein	XP_449259.1	NP_013645.1
OG0003937	BG2_protein	XP_449259.1	QNG16616.1
OG0003938	sacCer_protein	XP_449260.1	NP_013644.1
OG0003938	BG2_protein	XP_449260.1	QNG16617.1
OG0003939	BG2_protein	XP_449261.1	QNG16618.1
OG0003939	sacCer_protein	XP_449261.1	NP_013643.1
OG0003940	BG2_protein	XP_449262.1	QNG16619.1
OG0003940	sacCer_protein	XP_449262.1	NP_013642.1
OG0003941	BG2_protein	XP_449264.1	QNG16621.1
OG0003941	sacCer_protein	XP_449264.1	NP_013640.1
OG0003942	sacCer_protein	XP_449265.1	NP_013639.1
OG0003942	BG2_protein	XP_449265.1	QNG16622.1
OG0003943	sacCer_protein	XP_449269.1	NP_011969.1
OG0003943	BG2_protein	XP_449269.1	QNG16626.1
OG0003944	BG2_protein	XP_449270.1	QNG16627.1
OG0003944	sacCer_protein	XP_449270.1	NP_011970.1
OG0003945	sacCer_protein	XP_449272.1	NP_014762.3
OG0003945	BG2_protein	XP_449272.1	QNG16629.1
OG0003946	BG2_protein	XP_449273.1	QNG16630.1
OG0003946	sacCer_protein	XP_449273.1	NP_014761.1
OG0003947	sacCer_protein	XP_449274.1	NP_010653.1
OG0003947	BG2_protein	XP_449274.1	QNG16631.1
OG0003948	sacCer_protein	XP_449275.1	NP_014759.1
OG0003948	BG2_protein	XP_449275.1	QNG16632.1
OG0003949	BG2_protein	XP_449276.1	QNG16633.1
OG0003949	sacCer_protein	XP_449276.1	NP_011088.1
OG0003950	BG2_protein	XP_449277.1	QNG16634.1
OG0003950	sacCer_protein	XP_449277.1	NP_011089.4
OG0003951	sacCer_protein	XP_449278.1	NP_011090.3
OG0003951	BG2_protein	XP_449278.1	QNG16635.1
OG0003952	BG2_protein	XP_449279.1	QNG16636.1
OG0003952	sacCer_protein	XP_449279.1	NP_011091.1
OG0003953	BG2_protein	XP_449280.1	QNG16637.1
OG0003953	sacCer_protein	XP_449280.1	NP_011092.1
OG0003954	sacCer_protein	XP_449282.1	NP_011094.3
OG0003954	BG2_protein	XP_449282.1	QNG16639.1
OG0003955	BG2_protein	XP_449283.1	QNG16640.1
OG0003955	sacCer_protein	XP_449283.1	NP_011095.1
OG0003956	BG2_protein	XP_449285.1	QNG16642.1
OG0003956	sacCer_protein	XP_449285.1	NP_011097.3
OG0003957	sacCer_protein	XP_449286.1	NP_011098.3
OG0003957	BG2_protein	XP_449286.1	QNG16643.1
OG0003958	BG2_protein	XP_449287.1	QNG16644.1
OG0003958	sacCer_protein	XP_449287.1	NP_011099.1
OG0003959	BG2_protein	XP_449288.1	QNG16645.1
OG0003959	sacCer_protein	XP_449288.1	NP_011100.1
OG0003960	BG2_protein	XP_449290.1	QNG16647.1
OG0003960	sacCer_protein	XP_449290.1	NP_011102.3
OG0003961	BG2_protein	XP_449291.1	QNG16648.1
OG0003961	sacCer_protein	XP_449291.1	NP_011103.1
OG0003962	BG2_protein	XP_449293.1	QNG16650.1
OG0003962	sacCer_protein	XP_449293.1	NP_011105.4
OG0003963	BG2_protein	XP_449294.1	QNG16651.1
OG0003963	sacCer_protein	XP_449294.1	NP_011106.1
OG0003964	sacCer_protein	XP_449295.1	NP_011107.1
OG0003964	BG2_protein	XP_449295.1	QNG16652.1
OG0003965	BG2_protein	XP_449296.1	QNG16653.1
OG0003965	sacCer_protein	XP_449296.1	NP_013185.1
OG0003966	BG2_protein	XP_449297.1	QNG16654.1
OG0003966	sacCer_protein	XP_449297.1	NP_013186.1
OG0003967	sacCer_protein	XP_449298.1	NP_013187.1
OG0003967	BG2_protein	XP_449298.1	QNG16655.1
OG0003968	sacCer_protein	XP_449299.1	NP_013188.1
OG0003968	BG2_protein	XP_449299.1	QNG16656.1
OG0003969	BG2_protein	XP_449300.1	QNG16657.1
OG0003969	sacCer_protein	XP_449300.1	NP_013189.1
OG0003970	sacCer_protein	XP_449301.1	NP_013190.1
OG0003970	BG2_protein	XP_449301.1	QNG16658.1
OG0003971	BG2_protein	XP_449302.1	QNG16659.1
OG0003971	sacCer_protein	XP_449302.1	NP_013191.1
OG0003972	BG2_protein	XP_449303.1	QNG16660.1
OG0003972	sacCer_protein	XP_449303.1	NP_010398.3
OG0003973	BG2_protein	XP_449306.1	QNG16663.1
OG0003973	sacCer_protein	XP_449306.1	NP_015297.1
OG0003974	BG2_protein	XP_449307.1	QNG16664.1
OG0003974	sacCer_protein	XP_449307.1	NP_015296.1
OG0003975	BG2_protein	XP_449308.1	QNG16665.1
OG0003975	sacCer_protein	XP_449308.1	NP_015295.1
OG0003976	sacCer_protein	XP_449310.1	NP_015294.1
OG0003976	BG2_protein	XP_449310.1	QNG16667.1
OG0003977	BG2_protein	XP_449315.1	QNG16670.1
OG0003977	sacCer_protein	XP_449315.1	NP_015286.1
OG0003978	BG2_protein	XP_449316.1	QNG16671.1
OG0003978	sacCer_protein	XP_449316.1	NP_015285.1
OG0003979	BG2_protein	XP_449317.1	QNG16672.1
OG0003979	sacCer_protein	XP_449317.1	NP_015284.1
OG0003980	sacCer_protein	XP_449318.1	NP_015283.1
OG0003980	BG2_protein	XP_449318.1	QNG16673.1
OG0003981	sacCer_protein	XP_449319.1	NP_015282.1
OG0003981	BG2_protein	XP_449319.1	QNG16674.1
OG0003982	BG2_protein	XP_449320.1	QNG16675.1
OG0003982	sacCer_protein	XP_449320.1	NP_015280.1
OG0003983	BG2_protein	XP_449321.1	QNG16676.1
OG0003983	sacCer_protein	XP_449321.1	NP_015279.1
OG0003984	BG2_protein	XP_449322.1	QNG16677.1
OG0003984	sacCer_protein	XP_449322.1	NP_015278.1
OG0003985	BG2_protein	XP_449324.1	QNG16679.1
OG0003985	sacCer_protein	XP_449324.1	NP_015276.1
OG0003986	BG2_protein	XP_449325.1	QNG16680.1
OG0003986	sacCer_protein	XP_449325.1	NP_015275.1
OG0003987	sacCer_protein	XP_449326.1	NP_015274.1
OG0003987	BG2_protein	XP_449326.1	QNG16681.1
OG0003988	sacCer_protein	XP_449327.1	NP_013742.1
OG0003988	BG2_protein	XP_449327.1	QNG16682.1
OG0003989	BG2_protein	XP_449328.1	QNG16683.1
OG0003989	sacCer_protein	XP_449328.1	NP_012867.1
OG0003990	sacCer_protein	XP_449332.1	NP_011986.1
OG0003990	BG2_protein	XP_449332.1	QNG16687.1
OG0003991	BG2_protein	XP_449333.1	QNG16688.1
OG0003991	sacCer_protein	XP_449333.1	NP_011987.1
OG0003992	sacCer_protein	XP_449334.1	NP_011988.1
OG0003992	BG2_protein	XP_449334.1	QNG16689.1
OG0003993	sacCer_protein	XP_449335.1	NP_011989.1
OG0003993	BG2_protein	XP_449335.1	QNG16690.1
OG0003994	BG2_protein	XP_449336.1	QNG16691.1
OG0003994	sacCer_protein	XP_449336.1	NP_011990.1
OG0003995	BG2_protein	XP_449338.1	QNG16693.1
OG0003995	sacCer_protein	XP_449338.1	NP_011992.1
OG0003996	sacCer_protein	XP_449339.1	NP_013172.1
OG0003996	BG2_protein	XP_449339.1	QNG16694.1
OG0003997	sacCer_protein	XP_449341.1	NP_013174.1
OG0003997	BG2_protein	XP_449341.1	QNG16696.1
OG0003998	sacCer_protein	XP_449342.1	NP_013178.1
OG0003998	BG2_protein	XP_449342.1	QNG16697.1
OG0003999	sacCer_protein	XP_449343.1	NP_013179.1
OG0003999	BG2_protein	XP_449343.1	QNG16698.1
OG0004000	BG2_protein	XP_449344.1	QNG16699.1
OG0004000	sacCer_protein	XP_449344.1	NP_013180.1
OG0004001	sacCer_protein	XP_449347.1	NP_010852.4
OG0004001	BG2_protein	XP_449347.1	QNG16702.1
OG0004002	BG2_protein	XP_449353.1	QNG16711.1
OG0004002	sacCer_protein	XP_449353.1	NP_012678.1
OG0004003	BG2_protein	XP_449354.1	QNG16712.1
OG0004003	sacCer_protein	XP_449354.1	NP_012677.1
OG0004004	sacCer_protein	XP_449355.1	NP_012676.3
OG0004004	BG2_protein	XP_449355.1	QNG16713.1
OG0004005	sacCer_protein	XP_449356.1	NP_012675.1
OG0004005	BG2_protein	XP_449356.1	QNG16714.1
OG0004006	BG2_protein	XP_449357.1	QNG16715.1
OG0004006	sacCer_protein	XP_449357.1	NP_012674.1
OG0004007	BG2_protein	XP_449359.1	QNG16717.1
OG0004007	sacCer_protein	XP_449359.1	NP_012673.3
OG0004008	BG2_protein	XP_449360.1	QNG16718.1
OG0004008	sacCer_protein	XP_449360.1	NP_012672.1
OG0004009	sacCer_protein	XP_449361.1	NP_116579.1
OG0004009	BG2_protein	XP_449361.1	QNG16719.1
OG0004010	BG2_protein	XP_449362.1	QNG16720.1
OG0004010	sacCer_protein	XP_449362.1	NP_012670.3
OG0004011	sacCer_protein	XP_449363.1	NP_058168.1
OG0004011	BG2_protein	XP_449363.1	QNG16721.1
OG0004012	BG2_protein	XP_449364.1	QNG16722.1
OG0004012	sacCer_protein	XP_449364.1	NP_012669.1
OG0004013	sacCer_protein	XP_449365.1	NP_012668.3
OG0004013	BG2_protein	XP_449365.1	QNG16723.1
OG0004014	sacCer_protein	XP_449366.1	NP_012667.1
OG0004014	BG2_protein	XP_449366.1	QNG16724.1
OG0004015	BG2_protein	XP_449367.1	QNG16725.1
OG0004015	sacCer_protein	XP_449367.1	NP_012666.2
OG0004016	BG2_protein	XP_449368.1	QNG16726.1
OG0004016	sacCer_protein	XP_449368.1	NP_012665.3
OG0004017	sacCer_protein	XP_449370.1	NP_012663.2
OG0004017	BG2_protein	XP_449370.1	QNG16728.1
OG0004018	BG2_protein	XP_449372.1	QNG16730.1
OG0004018	sacCer_protein	XP_449372.1	NP_012660.1
OG0004019	BG2_protein	XP_449374.1	QNG16732.1
OG0004019	sacCer_protein	XP_449374.1	NP_013552.3
OG0004020	sacCer_protein	XP_449375.1	NP_013551.1
OG0004020	BG2_protein	XP_449375.1	QNG16733.1
OG0004021	BG2_protein	XP_449377.2	QNG16735.1
OG0004021	sacCer_protein	XP_449377.2	NP_013550.4
OG0004022	BG2_protein	XP_449378.1	QNG16736.1
OG0004022	sacCer_protein	XP_449378.1	NP_013548.1
OG0004023	BG2_protein	XP_449382.1	QNG16740.1
OG0004023	sacCer_protein	XP_449382.1	NP_013545.3
OG0004024	sacCer_protein	XP_449383.1	NP_013544.1
OG0004024	BG2_protein	XP_449383.1	QNG16741.1
OG0004025	sacCer_protein	XP_002999599.1	NP_013543.3
OG0004025	BG2_protein	XP_002999599.1	QNG16742.1
OG0004026	sacCer_protein	XP_449384.1	NP_013542.1
OG0004026	BG2_protein	XP_449384.1	QNG16743.1
OG0004027	sacCer_protein	XP_449385.1	NP_013541.3
OG0004027	BG2_protein	XP_449385.1	QNG16744.1
OG0004028	BG2_protein	XP_449386.1	QNG16745.1
OG0004028	sacCer_protein	XP_449386.1	NP_013540.1
OG0004029	BG2_protein	XP_449387.1	QNG16746.1
OG0004029	sacCer_protein	XP_449387.1	NP_013539.4
OG0004030	sacCer_protein	XP_449388.1	NP_013535.1
OG0004030	BG2_protein	XP_449388.1	QNG16747.1
OG0004031	BG2_protein	XP_449389.1	QNG16748.1
OG0004031	sacCer_protein	XP_449389.1	NP_013534.3
OG0004032	sacCer_protein	XP_449390.1	NP_010626.1
OG0004032	BG2_protein	XP_449390.1	QNG16749.1
OG0004033	BG2_protein	XP_449391.1	QNG16750.1
OG0004033	sacCer_protein	XP_449391.1	NP_010625.1
OG0004034	BG2_protein	XP_449392.1	QNG16751.1
OG0004034	sacCer_protein	XP_449392.1	NP_010624.3
OG0004035	sacCer_protein	XP_449393.1	NP_010623.3
OG0004035	BG2_protein	XP_449393.1	QNG16752.1
OG0004036	sacCer_protein	XP_449394.1	NP_010622.1
OG0004036	BG2_protein	XP_449394.1	QNG16753.1
OG0004037	sacCer_protein	XP_449395.1	NP_011660.1
OG0004037	BG2_protein	XP_449395.1	QNG16754.1
OG0004038	BG2_protein	XP_449396.1	QNG16755.1
OG0004038	sacCer_protein	XP_449396.1	NP_010621.1
OG0004039	sacCer_protein	XP_449397.1	NP_011953.1
OG0004039	BG2_protein	XP_449397.1	QNG16756.1
OG0004040	sacCer_protein	XP_449398.1	NP_010620.3
