Orthogroup	Species	BG2_protein	Orthologs
OG0004048	sacCer_protein	QNG16766.1	NP_010611.3
OG0004049	sacCer_protein	QNG16767.1	NP_010610.3
OG0004049	CBS138_protein	QNG16767.1	XP_449408.1
OG0004050	CBS138_protein	QNG16768.1	XP_449409.1
OG0004050	sacCer_protein	QNG16768.1	NP_010685.1
OG0004051	sacCer_protein	QNG16769.1	NP_010683.3
OG0004051	CBS138_protein	QNG16769.1	XP_449410.1
OG0004052	sacCer_protein	QNG16770.1	NP_010681.1
OG0004052	CBS138_protein	QNG16770.1	XP_449411.1
OG0004053	sacCer_protein	QNG16771.1	NP_010680.1
OG0004053	CBS138_protein	QNG16771.1	XP_449412.1
OG0004054	sacCer_protein	QNG16772.1	NP_010679.3
OG0004054	CBS138_protein	QNG16772.1	XP_449413.1
OG0004055	CBS138_protein	QNG16773.1	XP_449414.1
OG0004055	sacCer_protein	QNG16773.1	NP_010678.3
OG0004056	CBS138_protein	QNG16774.1	XP_449415.1
OG0004056	sacCer_protein	QNG16774.1	NP_010677.1
OG0004057	sacCer_protein	QNG16775.1	NP_010676.1
OG0004057	CBS138_protein	QNG16775.1	XP_449416.1
OG0004058	CBS138_protein	QNG16776.1	XP_449417.1
OG0004058	sacCer_protein	QNG16776.1	NP_010675.3
OG0004059	CBS138_protein	QNG16779.1	XP_449420.1
OG0004059	sacCer_protein	QNG16779.1	NP_009637.1
OG0004060	sacCer_protein	QNG16782.1	NP_009635.1
OG0004060	CBS138_protein	QNG16782.1	XP_449423.1
OG0004061	CBS138_protein	QNG16784.1	XP_449425.1
OG0004061	sacCer_protein	QNG16784.1	NP_009633.3
OG0004062	sacCer_protein	QNG16786.1	NP_009632.2
OG0004062	CBS138_protein	QNG16786.1	XP_449427.1
OG0004063	CBS138_protein	QNG16788.1	XP_449429.1
OG0004063	sacCer_protein	QNG16788.1	NP_009630.3
OG0004064	sacCer_protein	QNG16789.1	NP_009629.6
OG0004064	CBS138_protein	QNG16789.1	XP_449430.1
OG0004065	sacCer_protein	QNG16790.1	NP_015161.1
OG0004065	CBS138_protein	QNG16790.1	XP_449431.1
OG0004066	sacCer_protein	QNG16791.1	NP_015160.1
OG0004066	CBS138_protein	QNG16791.1	XP_449432.1
OG0004067	sacCer_protein	QNG16792.1	NP_015159.1
OG0004067	CBS138_protein	QNG16792.1	XP_449433.1
OG0004068	CBS138_protein	QNG16793.1	XP_449434.1
OG0004068	sacCer_protein	QNG16793.1	NP_015158.1
OG0004069	CBS138_protein	QNG16794.1	XP_449435.1
OG0004069	sacCer_protein	QNG16794.1	NP_015163.1
OG0004070	sacCer_protein	QNG16795.1	NP_015164.1
OG0004070	CBS138_protein	QNG16795.1	XP_449436.1
OG0004071	CBS138_protein	QNG16796.1	XP_449437.1
OG0004071	sacCer_protein	QNG16796.1	NP_015166.1
OG0004072	CBS138_protein	QNG16797.1	XP_449438.1
OG0004072	sacCer_protein	QNG16797.1	NP_015167.1
OG0004073	sacCer_protein	QNG16798.1	NP_015168.1
OG0004073	CBS138_protein	QNG16798.1	XP_449439.1
OG0004074	CBS138_protein	QNG16799.1	XP_449440.1
OG0004074	sacCer_protein	QNG16799.1	NP_015169.1
OG0004075	sacCer_protein	QNG16800.1	NP_015170.1
OG0004075	CBS138_protein	QNG16800.1	XP_449441.1
OG0004076	sacCer_protein	QNG16801.1	NP_015171.1
OG0004076	CBS138_protein	QNG16801.1	XP_449442.1
OG0004077	CBS138_protein	QNG16802.1	XP_449443.1
OG0004077	sacCer_protein	QNG16802.1	NP_015172.1
OG0004078	sacCer_protein	QNG16803.1	NP_015173.1
OG0004078	CBS138_protein	QNG16803.1	XP_449444.1
OG0004079	sacCer_protein	QNG16804.1	NP_015174.1
OG0004079	CBS138_protein	QNG16804.1	XP_449445.1
OG0004080	CBS138_protein	QNG16805.1	XP_449446.1
OG0004080	sacCer_protein	QNG16805.1	NP_015175.1
OG0004081	CBS138_protein	QNG16807.1	XP_449448.1
OG0004081	sacCer_protein	QNG16807.1	NP_015176.1
OG0004082	sacCer_protein	QNG16808.1	NP_015177.2
OG0004082	CBS138_protein	QNG16808.1	XP_449449.1
OG0004083	CBS138_protein	QNG16809.1	XP_449450.1
OG0004083	sacCer_protein	QNG16809.1	NP_015178.1
OG0004084	sacCer_protein	QNG16810.1	NP_015179.1
OG0004084	CBS138_protein	QNG16810.1	XP_449451.1
OG0004085	CBS138_protein	QNG16812.1	XP_449453.1
OG0004085	sacCer_protein	QNG16812.1	NP_015181.1
OG0004086	CBS138_protein	QNG16817.1	XP_449459.1
OG0004086	sacCer_protein	QNG16817.1	NP_015187.1
OG0004087	sacCer_protein	QNG16819.1	NP_015190.1
OG0004087	CBS138_protein	QNG16819.1	XP_449461.1
OG0004088	sacCer_protein	QNG16820.1	NP_015192.1
OG0004088	CBS138_protein	QNG16820.1	XP_449462.1
OG0004089	CBS138_protein	QNG16821.1	XP_449463.1
OG0004089	sacCer_protein	QNG16821.1	NP_015193.1
OG0004090	sacCer_protein	QNG16822.1	NP_015194.1
OG0004090	CBS138_protein	QNG16822.1	XP_449464.1
OG0004091	sacCer_protein	QNG16823.1	NP_015195.1
OG0004091	CBS138_protein	QNG16823.1	XP_449465.1
OG0004092	CBS138_protein	QNG16824.1	XP_449466.1
OG0004092	sacCer_protein	QNG16824.1	NP_015196.1
OG0004093	CBS138_protein	QNG16825.1	XP_449467.1
OG0004093	sacCer_protein	QNG16825.1	NP_015197.1
OG0004094	CBS138_protein	QNG16826.1	XP_449468.1
OG0004094	sacCer_protein	QNG16826.1	NP_015198.1
OG0004095	CBS138_protein	QNG16827.1	XP_449469.1
OG0004095	sacCer_protein	QNG16827.1	NP_015199.1
OG0004096	sacCer_protein	QNG16829.1	NP_012349.2
OG0004096	CBS138_protein	QNG16829.1	XP_449471.1
OG0004097	sacCer_protein	QNG16832.1	NP_014003.1
OG0004097	CBS138_protein	QNG16832.1	XP_449474.1
OG0004098	CBS138_protein	QNG16833.1	XP_449475.1
OG0004098	sacCer_protein	QNG16833.1	NP_014004.1
OG0004099	sacCer_protein	QNG16834.1	NP_014005.1
OG0004099	CBS138_protein	QNG16834.1	XP_449476.1
OG0004100	CBS138_protein	QNG16836.1	XP_449478.1
OG0004100	sacCer_protein	QNG16836.1	NP_014007.1
OG0004101	CBS138_protein	QNG16837.1	XP_449479.1
OG0004101	sacCer_protein	QNG16837.1	NP_014008.1
OG0004102	sacCer_protein	QNG16838.1	NP_014009.1
OG0004102	CBS138_protein	QNG16838.1	XP_449480.1
OG0004103	sacCer_protein	QNG16839.1	NP_012448.1
OG0004103	CBS138_protein	QNG16839.1	XP_449481.1
OG0004104	CBS138_protein	QNG16840.1	XP_449482.1
OG0004104	sacCer_protein	QNG16840.1	NP_012450.1
OG0004105	CBS138_protein	QNG16844.1	XP_449486.1
OG0004105	sacCer_protein	QNG16844.1	NP_012454.1
OG0004106	CBS138_protein	QNG16845.1	XP_449487.1
OG0004106	sacCer_protein	QNG16845.1	NP_012455.1
OG0004107	sacCer_protein	QNG16846.1	NP_010895.1
OG0004107	CBS138_protein	QNG16846.1	XP_449488.1
OG0004108	sacCer_protein	QNG16847.1	NP_010896.3
OG0004108	CBS138_protein	QNG16847.1	XP_449489.1
OG0004109	sacCer_protein	QNG16848.1	NP_010897.1
OG0004109	CBS138_protein	QNG16848.1	XP_449490.1
OG0004110	sacCer_protein	QNG16850.1	NP_010899.3
OG0004110	CBS138_protein	QNG16850.1	XP_449491.1
OG0004111	sacCer_protein	QNG16851.1	NP_010901.1
OG0004111	CBS138_protein	QNG16851.1	XP_449492.1
OG0004112	sacCer_protein	QNG16852.1	NP_010903.3
OG0004112	CBS138_protein	QNG16852.1	XP_449493.1
OG0004113	CBS138_protein	QNG16854.1	XP_449494.1
OG0004113	sacCer_protein	QNG16854.1	NP_010905.1
OG0004114	sacCer_protein	QNG16855.1	NP_010904.2
OG0004114	CBS138_protein	QNG16855.1	XP_449495.1
OG0004115	CBS138_protein	QNG16858.1	XP_449498.1
OG0004115	sacCer_protein	QNG16858.1	NP_014400.1
OG0004116	CBS138_protein	QNG16859.1	XP_449499.1
OG0004116	sacCer_protein	QNG16859.1	NP_014112.1
OG0004117	sacCer_protein	QNG16860.1	NP_014111.1
OG0004117	CBS138_protein	QNG16860.1	XP_449500.1
OG0004118	sacCer_protein	QNG16861.1	NP_014109.1
OG0004118	CBS138_protein	QNG16861.1	XP_449501.1
OG0004119	CBS138_protein	QNG16862.1	XP_449502.1
OG0004119	sacCer_protein	QNG16862.1	NP_014108.1
OG0004120	sacCer_protein	QNG16863.1	NP_014107.1
OG0004120	CBS138_protein	QNG16863.1	XP_449503.1
OG0004121	CBS138_protein	QNG16865.1	XP_449505.1
OG0004121	sacCer_protein	QNG16865.1	NP_014105.1
OG0004122	CBS138_protein	QNG16866.1	XP_449506.1
OG0004122	sacCer_protein	QNG16866.1	NP_014104.1
OG0004123	sacCer_protein	QNG16867.1	NP_014102.1
OG0004123	CBS138_protein	QNG16867.1	XP_449507.1
OG0004124	CBS138_protein	QNG16872.1	XP_449512.1
OG0004124	sacCer_protein	QNG16872.1	NP_014095.2
OG0004125	sacCer_protein	QNG16873.1	NP_014094.1
OG0004125	CBS138_protein	QNG16873.1	XP_449513.1
OG0004126	sacCer_protein	QNG16874.1	NP_014514.1
OG0004126	CBS138_protein	QNG16874.1	XP_449514.1
OG0004127	CBS138_protein	QNG16875.1	XP_449515.1
OG0004127	sacCer_protein	QNG16875.1	NP_014093.1
OG0004128	sacCer_protein	QNG16876.1	NP_014091.1
OG0004128	CBS138_protein	QNG16876.1	XP_449516.1
OG0004129	sacCer_protein	QNG16877.1	NP_014090.2
OG0004129	CBS138_protein	QNG16877.1	XP_449517.1
OG0004130	sacCer_protein	QNG16878.1	NP_014089.2
OG0004130	CBS138_protein	QNG16878.1	XP_449518.1
OG0004131	sacCer_protein	QNG16879.1	NP_014088.1
OG0004131	CBS138_protein	QNG16879.1	XP_449519.1
OG0004132	CBS138_protein	QNG16880.1	XP_449520.1
OG0004132	sacCer_protein	QNG16880.1	NP_014087.1
OG0004133	sacCer_protein	QNG16881.1	NP_014085.1
OG0004133	CBS138_protein	QNG16881.1	XP_449521.1
OG0004134	sacCer_protein	QNG16882.1	NP_014084.1
OG0004134	CBS138_protein	QNG16882.1	XP_449522.1
OG0004135	sacCer_protein	QNG16883.1	NP_014083.2
OG0004135	CBS138_protein	QNG16883.1	XP_449523.1
OG0004136	CBS138_protein	QNG16884.1	XP_449524.1
OG0004136	sacCer_protein	QNG16884.1	NP_014082.1
OG0004137	sacCer_protein	QNG16885.1	NP_014081.1
OG0004137	CBS138_protein	QNG16885.1	XP_449525.1
OG0004138	sacCer_protein	QNG16886.1	NP_014079.1
OG0004138	CBS138_protein	QNG16886.1	XP_449526.1
OG0004139	sacCer_protein	QNG16887.1	NP_014078.1
OG0004139	CBS138_protein	QNG16887.1	XP_449527.1
OG0004140	CBS138_protein	QNG16888.1	XP_449528.1
OG0004140	sacCer_protein	QNG16888.1	NP_014077.1
OG0004141	CBS138_protein	QNG16890.1	XP_449530.1
OG0004141	sacCer_protein	QNG16890.1	NP_013227.1
OG0004142	sacCer_protein	QNG16891.1	NP_013228.1
OG0004142	CBS138_protein	QNG16891.1	XP_449531.1
OG0004143	CBS138_protein	QNG16892.1	XP_449532.1
OG0004143	sacCer_protein	QNG16892.1	NP_013229.1
OG0004144	CBS138_protein	QNG16893.1	XP_449533.1
OG0004144	sacCer_protein	QNG16893.1	NP_013230.1
OG0004145	CBS138_protein	QNG16895.1	XP_449535.1
OG0004145	sacCer_protein	QNG16895.1	NP_013232.1
OG0004146	sacCer_protein	QNG16896.1	NP_013233.1
OG0004146	CBS138_protein	QNG16896.1	XP_449536.1
OG0004147	sacCer_protein	QNG16898.1	NP_013236.1
OG0004147	CBS138_protein	QNG16898.1	XP_449538.1
OG0004148	CBS138_protein	QNG16899.1	XP_449539.1
OG0004148	sacCer_protein	QNG16899.1	NP_013238.1
OG0004149	sacCer_protein	QNG16900.1	NP_013239.1
OG0004149	CBS138_protein	QNG16900.1	XP_449540.1
OG0004150	CBS138_protein	QNG16901.1	XP_449541.1
OG0004150	sacCer_protein	QNG16901.1	NP_013240.1
OG0004151	sacCer_protein	QNG16902.1	NP_013242.1
OG0004151	CBS138_protein	QNG16902.1	XP_449542.1
OG0004152	sacCer_protein	QNG16903.1	NP_013243.1
OG0004152	CBS138_protein	QNG16903.1	XP_449543.1
OG0004153	CBS138_protein	QNG16904.1	XP_449544.1
OG0004153	sacCer_protein	QNG16904.1	NP_013244.1
OG0004154	sacCer_protein	QNG16907.1	NP_013246.1
OG0004154	CBS138_protein	QNG16907.1	XP_449547.1
OG0004155	sacCer_protein	QNG16908.1	NP_013247.1
OG0004155	CBS138_protein	QNG16908.1	XP_449548.1
OG0004156	CBS138_protein	QNG16910.1	XP_449549.1
OG0004156	sacCer_protein	QNG16910.1	NP_013248.1
OG0004157	sacCer_protein	QNG16911.1	NP_013249.1
OG0004157	CBS138_protein	QNG16911.1	XP_449550.1
OG0004158	CBS138_protein	QNG16912.1	XP_449551.1
OG0004158	sacCer_protein	QNG16912.1	NP_014928.1
OG0004159	sacCer_protein	QNG16913.1	NP_014929.3
OG0004159	CBS138_protein	QNG16913.1	XP_449552.1
OG0004160	sacCer_protein	QNG16914.1	NP_014930.1
OG0004160	CBS138_protein	QNG16914.1	XP_449553.1
OG0004161	sacCer_protein	QNG16915.1	NP_014931.3
OG0004161	CBS138_protein	QNG16915.1	XP_449554.1
OG0004162	sacCer_protein	QNG16916.1	NP_014932.1
OG0004162	CBS138_protein	QNG16916.1	XP_449555.1
OG0004163	sacCer_protein	QNG16918.1	NP_013956.1
OG0004163	CBS138_protein	QNG16918.1	XP_449557.1
OG0004164	sacCer_protein	QNG16921.1	NP_013958.1
OG0004164	CBS138_protein	QNG16921.1	XP_449560.1
OG0004165	CBS138_protein	QNG16922.1	XP_449561.1
OG0004165	sacCer_protein	QNG16922.1	NP_013959.1
OG0004166	sacCer_protein	QNG16924.1	NP_013962.1
OG0004166	CBS138_protein	QNG16924.1	XP_449563.1
OG0004167	sacCer_protein	QNG16925.1	NP_014942.4
OG0004167	CBS138_protein	QNG16925.1	XP_449564.1
OG0004168	sacCer_protein	QNG16926.1	NP_013963.1
OG0004168	CBS138_protein	QNG16926.1	XP_449565.1
OG0004169	CBS138_protein	QNG16928.1	XP_449567.1
OG0004169	sacCer_protein	QNG16928.1	NP_013965.1
OG0004170	sacCer_protein	QNG16931.1	NP_013966.1
OG0004170	CBS138_protein	QNG16931.1	XP_449570.1
OG0004171	sacCer_protein	QNG16932.1	NP_013967.1
OG0004171	CBS138_protein	QNG16932.1	XP_449571.1
OG0004172	CBS138_protein	QNG16933.1	XP_449572.2
OG0004172	sacCer_protein	QNG16933.1	NP_012797.1
OG0004173	sacCer_protein	QNG16934.1	NP_009751.1
OG0004173	CBS138_protein	QNG16934.1	XP_449573.1
OG0004174	sacCer_protein	QNG16935.1	NP_009752.3
OG0004174	CBS138_protein	QNG16935.1	XP_449574.1
OG0004175	CBS138_protein	QNG16936.1	XP_449575.1
OG0004175	sacCer_protein	QNG16936.1	NP_009753.3
OG0004176	CBS138_protein	QNG16937.1	XP_449576.1
OG0004176	sacCer_protein	QNG16937.1	NP_009754.1
OG0004177	sacCer_protein	QNG16938.1	NP_009756.1
OG0004177	CBS138_protein	QNG16938.1	XP_449577.1
OG0004178	sacCer_protein	QNG16939.1	NP_009757.1
OG0004178	CBS138_protein	QNG16939.1	XP_449578.1
OG0004179	sacCer_protein	QNG16940.1	NP_009759.3
OG0004179	CBS138_protein	QNG16940.1	XP_449579.1
OG0004180	sacCer_protein	QNG16941.1	NP_009760.1
OG0004180	CBS138_protein	QNG16941.1	XP_449580.1
OG0004181	CBS138_protein	QNG16943.1	XP_449582.1
OG0004181	sacCer_protein	QNG16943.1	NP_009761.4
OG0004182	CBS138_protein	QNG16944.1	XP_449583.1
OG0004182	sacCer_protein	QNG16944.1	NP_009762.2
OG0004183	sacCer_protein	QNG16945.1	NP_009763.2
OG0004183	CBS138_protein	QNG16945.1	XP_449584.1
OG0004184	sacCer_protein	QNG16947.1	NP_009766.4
OG0004184	CBS138_protein	QNG16947.1	XP_449586.1
OG0004185	CBS138_protein	QNG16948.1	XP_449587.1
OG0004185	sacCer_protein	QNG16948.1	NP_009767.1
OG0004186	CBS138_protein	QNG16949.1	XP_449588.1
OG0004186	sacCer_protein	QNG16949.1	NP_009722.3
OG0004187	CBS138_protein	QNG16950.1	XP_002999601.1
OG0004187	sacCer_protein	QNG16950.1	NP_009721.1
OG0004188	sacCer_protein	QNG16951.1	NP_009720.1
OG0004188	CBS138_protein	QNG16951.1	XP_449589.1
OG0004189	sacCer_protein	QNG16953.1	NP_010163.1
OG0004189	CBS138_protein	QNG16953.1	XP_449591.1
OG0004190	CBS138_protein	QNG16954.1	XP_449592.1
OG0004190	sacCer_protein	QNG16954.1	NP_014383.1
OG0004191	sacCer_protein	QNG16955.1	NP_011448.3
OG0004191	CBS138_protein	QNG16955.1	XP_449593.1
OG0004192	sacCer_protein	QNG16956.1	NP_011449.1
OG0004192	CBS138_protein	QNG16956.1	XP_449594.1
OG0004193	CBS138_protein	QNG16957.1	XP_449595.1
OG0004193	sacCer_protein	QNG16957.1	NP_011450.1
OG0004194	sacCer_protein	QNG16958.1	NP_011451.1
OG0004194	CBS138_protein	QNG16958.1	XP_449596.1
OG0004195	CBS138_protein	QNG16959.1	XP_449597.1
OG0004195	sacCer_protein	QNG16959.1	NP_015113.1
OG0004196	sacCer_protein	QNG16963.1	NP_012988.1
OG0004196	CBS138_protein	QNG16963.1	XP_449601.1
OG0004197	CBS138_protein	QNG16964.1	XP_449602.1
OG0004197	sacCer_protein	QNG16964.1	NP_012989.3
OG0004198	CBS138_protein	QNG16966.1	XP_449604.1
OG0004198	sacCer_protein	QNG16966.1	NP_012991.3
OG0004199	sacCer_protein	QNG16967.1	NP_012975.3
OG0004199	CBS138_protein	QNG16967.1	XP_449605.1
OG0004200	sacCer_protein	QNG16968.1	NP_012974.1
OG0004200	CBS138_protein	QNG16968.1	XP_449606.1
OG0004201	CBS138_protein	QNG16969.1	XP_449607.1
OG0004201	sacCer_protein	QNG16969.1	NP_012972.3
OG0004202	CBS138_protein	QNG16970.1	XP_449608.1
OG0004202	sacCer_protein	QNG16970.1	NP_009725.1
OG0004203	CBS138_protein	QNG16971.1	XP_449609.1
OG0004203	sacCer_protein	QNG16971.1	NP_009726.3
OG0004204	CBS138_protein	QNG16972.1	XP_449610.1
OG0004204	sacCer_protein	QNG16972.1	NP_009727.3
OG0004205	CBS138_protein	QNG16974.1	XP_449612.1
OG0004205	sacCer_protein	QNG16974.1	NP_009729.1
OG0004206	CBS138_protein	QNG16975.1	XP_449613.1
OG0004206	sacCer_protein	QNG16975.1	NP_009730.3
OG0004207	CBS138_protein	QNG16977.1	XP_449615.1
OG0004207	sacCer_protein	QNG16977.1	NP_009732.1
OG0004208	CBS138_protein	QNG16978.1	XP_449616.1
OG0004208	sacCer_protein	QNG16978.1	NP_009734.1
OG0004209	CBS138_protein	QNG16979.1	XP_449617.1
OG0004209	sacCer_protein	QNG16979.1	NP_009735.3
OG0004210	CBS138_protein	QNG16981.1	XP_449619.1
OG0004210	sacCer_protein	QNG16981.1	NP_009738.1
OG0004211	sacCer_protein	QNG16982.1	NP_009739.1
OG0004211	CBS138_protein	QNG16982.1	XP_449620.1
OG0004212	CBS138_protein	QNG16986.1	XP_449624.1
OG0004212	sacCer_protein	QNG16986.1	NP_015239.1
OG0004213	sacCer_protein	QNG16987.1	NP_009744.3
OG0004213	CBS138_protein	QNG16987.1	XP_449625.1
OG0004214	CBS138_protein	QNG16988.1	XP_449626.1
OG0004214	sacCer_protein	QNG16988.1	NP_015241.1
OG0004215	CBS138_protein	QNG16989.1	XP_449627.1
OG0004215	sacCer_protein	QNG16989.1	NP_009745.2
OG0004216	sacCer_protein	QNG16990.1	NP_009746.1
OG0004216	CBS138_protein	QNG16990.1	XP_449628.1
OG0004217	CBS138_protein	QNG16991.1	XP_449629.1
OG0004217	sacCer_protein	QNG16991.1	NP_009747.3
OG0004218	sacCer_protein	QNG16994.1	NP_012798.1
OG0004218	CBS138_protein	QNG16994.1	XP_449632.1
OG0004219	CBS138_protein	QNG16995.1	XP_449633.1
OG0004219	sacCer_protein	QNG16995.1	NP_010304.3
OG0004220	sacCer_protein	QNG16996.1	NP_010303.3
OG0004220	CBS138_protein	QNG16996.1	XP_449634.1
OG0004221	CBS138_protein	QNG16997.1	XP_449635.1
OG0004221	sacCer_protein	QNG16997.1	NP_012178.1
OG0004222	CBS138_protein	QNG16998.1	XP_449636.1
OG0004222	sacCer_protein	QNG16998.1	NP_012179.3
OG0004223	sacCer_protein	QNG17001.1	NP_012182.1
OG0004223	CBS138_protein	QNG17001.1	XP_449639.1
OG0004224	sacCer_protein	QNG17002.1	NP_012183.2
OG0004224	CBS138_protein	QNG17002.1	XP_449640.1
OG0004225	sacCer_protein	QNG17003.1	NP_014366.3
OG0004225	CBS138_protein	QNG17003.1	XP_449641.1
OG0004226	CBS138_protein	QNG17004.1	XP_449642.1
OG0004226	sacCer_protein	QNG17004.1	NP_014369.3
OG0004227	CBS138_protein	QNG17005.1	XP_449643.1
OG0004227	sacCer_protein	QNG17005.1	NP_013709.1
OG0004228	sacCer_protein	QNG17006.1	NP_014371.1
OG0004228	CBS138_protein	QNG17006.1	XP_449644.1
OG0004229	sacCer_protein	QNG17007.1	NP_014372.1
OG0004229	CBS138_protein	QNG17007.1	XP_449645.1
OG0004230	sacCer_protein	QNG17008.1	NP_014373.3
OG0004230	CBS138_protein	QNG17008.1	XP_449646.1
OG0004231	sacCer_protein	QNG17009.1	NP_014374.1
OG0004231	CBS138_protein	QNG17009.1	XP_449647.1
OG0004232	CBS138_protein	QNG17010.1	XP_449648.1
OG0004232	sacCer_protein	QNG17010.1	NP_014375.1
OG0004233	CBS138_protein	QNG17011.1	XP_449649.1
OG0004233	sacCer_protein	QNG17011.1	NP_014376.3
OG0004234	sacCer_protein	QNG17013.1	NP_010000.1
OG0004234	CBS138_protein	QNG17013.1	XP_449651.1
OG0004235	CBS138_protein	QNG17014.1	XP_002999602.1
OG0004235	sacCer_protein	QNG17014.1	NP_878058.1
OG0004236	CBS138_protein	QNG17015.1	XP_449652.1
OG0004236	sacCer_protein	QNG17015.1	NP_010001.1
OG0004237	CBS138_protein	QNG17016.1	XP_449653.1
OG0004237	sacCer_protein	QNG17016.1	NP_010002.3
OG0004238	sacCer_protein	QNG17017.1	NP_014014.1
OG0004238	CBS138_protein	QNG17017.1	XP_449654.1
OG0004239	CBS138_protein	QNG17018.1	XP_449655.1
OG0004239	sacCer_protein	QNG17018.1	NP_012059.3
OG0004240	sacCer_protein	QNG17019.1	NP_012060.1
OG0004240	CBS138_protein	QNG17019.1	XP_449656.1
OG0004241	sacCer_protein	QNG17020.1	NP_012061.3
OG0004241	CBS138_protein	QNG17020.1	XP_449657.1
OG0004242	sacCer_protein	QNG17021.1	NP_012062.1
OG0004242	CBS138_protein	QNG17021.1	XP_449658.1
OG0004243	sacCer_protein	QNG17022.1	NP_012063.3
OG0004243	CBS138_protein	QNG17022.1	XP_449659.1
OG0004244	CBS138_protein	QNG17023.1	XP_449660.1
OG0004244	sacCer_protein	QNG17023.1	NP_012064.1
OG0004245	sacCer_protein	QNG17024.1	NP_012065.3
OG0004245	CBS138_protein	QNG17024.1	XP_449661.1
OG0004246	CBS138_protein	QNG17025.1	XP_449662.1
OG0004246	sacCer_protein	QNG17025.1	NP_012066.1
OG0004247	sacCer_protein	QNG17026.1	NP_015265.1
OG0004247	CBS138_protein	QNG17026.1	XP_449663.1
OG0004248	sacCer_protein	QNG17027.1	NP_015266.1
OG0004248	CBS138_protein	QNG17027.1	XP_449664.1
OG0004249	sacCer_protein	QNG17031.1	NP_015271.1
OG0004249	CBS138_protein	QNG17031.1	XP_449668.1
OG0004250	CBS138_protein	QNG17033.1	XP_449670.1
OG0004250	sacCer_protein	QNG17033.1	NP_015273.2
OG0004251	sacCer_protein	QNG17034.1	NP_013741.1
OG0004251	CBS138_protein	QNG17034.1	XP_449671.1
OG0004252	CBS138_protein	QNG17035.1	XP_449672.1
OG0004252	sacCer_protein	QNG17035.1	NP_013740.1
OG0004253	sacCer_protein	QNG17036.1	NP_013739.1
OG0004253	CBS138_protein	QNG17036.1	XP_449673.1
OG0004254	sacCer_protein	QNG17037.1	NP_013738.1
OG0004254	CBS138_protein	QNG17037.1	XP_449674.1
OG0004255	CBS138_protein	QNG17038.1	XP_449675.1
OG0004255	sacCer_protein	QNG17038.1	NP_013737.1
OG0004256	sacCer_protein	QNG17039.1	NP_013736.1
OG0004256	CBS138_protein	QNG17039.1	XP_449676.1
OG0004257	sacCer_protein	QNG17040.1	NP_013735.1
OG0004257	CBS138_protein	QNG17040.1	XP_449677.1
OG0004258	sacCer_protein	QNG17041.1	NP_013734.1
OG0004258	CBS138_protein	QNG17041.1	XP_449678.1
OG0004259	sacCer_protein	QNG17042.1	NP_013733.1
OG0004259	CBS138_protein	QNG17042.1	XP_449679.1
OG0004260	CBS138_protein	QNG17044.1	XP_449681.1
OG0004260	sacCer_protein	QNG17044.1	NP_013728.1
OG0004261	sacCer_protein	QNG17045.1	NP_013727.1
OG0004261	CBS138_protein	QNG17045.1	XP_449682.1
OG0004262	sacCer_protein	QNG17046.1	NP_013726.1
OG0004262	CBS138_protein	QNG17046.1	XP_449683.2
OG0004263	CBS138_protein	QNG17047.1	XP_449684.1
OG0004263	sacCer_protein	QNG17047.1	NP_013725.1
OG0004264	CBS138_protein	QNG17048.1	XP_449686.1, XP_449685.1
OG0004265	sacCer_protein	QNG17049.1	NP_012555.1
OG0004265	CBS138_protein	QNG17049.1	XP_449687.1
OG0004266	CBS138_protein	QNG17050.1	XP_449688.1
OG0004266	sacCer_protein	QNG17050.1	NP_012556.2
OG0004267	CBS138_protein	QNG17051.1	XP_449689.1
OG0004267	sacCer_protein	QNG17051.1	NP_012558.3
OG0004268	CBS138_protein	QNG17052.1	XP_449690.1
OG0004268	sacCer_protein	QNG17052.1	NP_013146.1
OG0004269	CBS138_protein	QNG17054.1	XP_449692.1
OG0004269	sacCer_protein	QNG17054.1	NP_013148.1
OG0004270	sacCer_protein	QNG17055.1	NP_012568.1
OG0004270	CBS138_protein	QNG17055.1	XP_449693.1
OG0004271	CBS138_protein	QNG17056.1	XP_449694.1
OG0004271	sacCer_protein	QNG17056.1	NP_012567.3
OG0004272	CBS138_protein	QNG17057.1	XP_449695.1
OG0004272	sacCer_protein	QNG17057.1	NP_012566.1
OG0004273	CBS138_protein	QNG17062.1	XP_449700.1
OG0004273	sacCer_protein	QNG17062.1	NP_012742.1
OG0004274	sacCer_protein	QNG17063.1	NP_012743.1
OG0004274	CBS138_protein	QNG17063.1	XP_449701.1
OG0004275	sacCer_protein	QNG17064.1	NP_012364.2
OG0004275	CBS138_protein	QNG17064.1	XP_449702.1
OG0004276	sacCer_protein	QNG17065.1	NP_012745.1
OG0004276	CBS138_protein	QNG17065.1	XP_449703.1
OG0004277	sacCer_protein	QNG17066.1	NP_012746.1
OG0004277	CBS138_protein	QNG17066.1	XP_449704.1
OG0004278	CBS138_protein	QNG17067.1	XP_449705.1
OG0004278	sacCer_protein	QNG17067.1	NP_012747.1
OG0004279	sacCer_protein	QNG17068.1	NP_012748.1
OG0004279	CBS138_protein	QNG17068.1	XP_449706.1
OG0004280	sacCer_protein	QNG17069.1	NP_012750.1
OG0004280	CBS138_protein	QNG17069.1	XP_449707.1
OG0004281	CBS138_protein	QNG17070.1	XP_449708.1
