Orthogroup	Species	sacCer_protein	Orthologs
OG0003566	CBS138_protein	NP_009596.1	XP_447452.1
OG0003567	BG2_protein	NP_009595.1	QNG16146.1
OG0003567	CBS138_protein	NP_009595.1	XP_447453.1
OG0003568	CBS138_protein	NP_009591.1	XP_447454.1
OG0003568	BG2_protein	NP_009591.1	QNG16147.1
OG0003569	CBS138_protein	NP_009590.1	XP_447455.1
OG0003569	BG2_protein	NP_009590.1	QNG16148.1
OG0003570	BG2_protein	NP_009585.1	QNG16149.1
OG0003570	CBS138_protein	NP_009585.1	XP_447456.1
OG0003571	CBS138_protein	NP_009592.1	XP_447457.1
OG0003571	BG2_protein	NP_009592.1	QNG16150.1
OG0003572	BG2_protein	NP_009594.1	QNG16152.1
OG0003572	CBS138_protein	NP_009594.1	XP_447459.1
OG0003573	CBS138_protein	NP_010277.1	XP_447462.1
OG0003573	BG2_protein	NP_010277.1	QNG16155.1
OG0003574	CBS138_protein	NP_011020.3	XP_447463.1
OG0003574	BG2_protein	NP_011020.3	QNG16156.1
OG0003575	CBS138_protein	NP_011019.1	XP_447464.1
OG0003575	BG2_protein	NP_011019.1	QNG16157.1
OG0003576	BG2_protein	NP_011018.1	QNG16158.1
OG0003576	CBS138_protein	NP_011018.1	XP_447465.1
OG0003577	BG2_protein	NP_011017.3	QNG16159.1
OG0003577	CBS138_protein	NP_011017.3	XP_447466.1
OG0003578	BG2_protein	NP_011015.3	QNG16160.1
OG0003578	CBS138_protein	NP_011015.3	XP_447467.1
OG0003579	BG2_protein	NP_011014.1	QNG16161.1
OG0003579	CBS138_protein	NP_011014.1	XP_447468.1
OG0003580	CBS138_protein	NP_011012.3	XP_447470.1
OG0003580	BG2_protein	NP_011012.3	QNG16163.1
OG0003581	CBS138_protein	NP_011010.1	XP_447472.1
OG0003581	BG2_protein	NP_011010.1	QNG16166.1
OG0003582	CBS138_protein	NP_011009.1	XP_447473.1
OG0003582	BG2_protein	NP_011009.1	QNG16167.1
OG0003583	CBS138_protein	NP_010107.1	XP_447474.1
OG0003583	BG2_protein	NP_010107.1	QNG16168.1
OG0003584	BG2_protein	NP_010108.1	QNG16169.1
OG0003584	CBS138_protein	NP_010108.1	XP_448820.1
OG0003585	BG2_protein	NP_010110.1	QNG16170.1
OG0003585	CBS138_protein	NP_010110.1	XP_448821.1
OG0003586	BG2_protein	NP_010113.1	QNG16171.1
OG0003586	CBS138_protein	NP_010113.1	XP_448822.1
OG0003587	BG2_protein	NP_010866.1	QNG16172.1
OG0003587	CBS138_protein	NP_010866.1	XP_448823.1
OG0003588	BG2_protein	NP_010870.1	QNG16174.1
OG0003588	CBS138_protein	NP_010870.1	XP_448825.1
OG0003589	CBS138_protein	NP_010871.3	XP_448826.1
OG0003589	BG2_protein	NP_010871.3	QNG16175.1
OG0003590	BG2_protein	NP_010872.1	QNG16176.1
OG0003590	CBS138_protein	NP_010872.1	XP_448827.1
OG0003591	BG2_protein	NP_010876.2	QNG16178.1
OG0003591	CBS138_protein	NP_010876.2	XP_448829.1
OG0003592	CBS138_protein	NP_010877.3	XP_448830.1
OG0003592	BG2_protein	NP_010877.3	QNG16179.1
OG0003593	BG2_protein	NP_010878.1	QNG16180.1
OG0003593	CBS138_protein	NP_010878.1	XP_448831.1
OG0003594	BG2_protein	NP_010882.1	QNG16182.1
OG0003594	CBS138_protein	NP_010882.1	XP_448833.1
OG0003595	BG2_protein	NP_010883.3	QNG16183.1
OG0003595	CBS138_protein	NP_010883.3	XP_448834.1
OG0003596	BG2_protein	NP_013667.1	QNG16184.1
OG0003596	CBS138_protein	NP_013667.1	XP_448835.1
OG0003597	BG2_protein	NP_013664.1	QNG16186.1
OG0003597	CBS138_protein	NP_013664.1	XP_448837.1
OG0003598	CBS138_protein	NP_013663.1	XP_448838.1
OG0003598	BG2_protein	NP_013663.1	QNG16187.1
OG0003599	BG2_protein	NP_013662.1	QNG16188.1
OG0003599	CBS138_protein	NP_013662.1	XP_448839.1
OG0003600	CBS138_protein	NP_013660.1	XP_448840.1
OG0003600	BG2_protein	NP_013660.1	QNG16189.1
OG0003601	BG2_protein	NP_012338.1	QNG16191.1
OG0003601	CBS138_protein	NP_012338.1	XP_448842.1
OG0003602	CBS138_protein	NP_012862.1	XP_448843.1
OG0003602	BG2_protein	NP_012862.1	QNG16192.1
OG0003603	BG2_protein	NP_012877.1	QNG16193.1
OG0003603	CBS138_protein	NP_012877.1	XP_448844.1
OG0003604	BG2_protein	NP_012878.1	QNG16194.1
OG0003604	CBS138_protein	NP_012878.1	XP_448845.1
OG0003605	BG2_protein	NP_012879.1	QNG16195.1
OG0003605	CBS138_protein	NP_012879.1	XP_448846.1
OG0003606	BG2_protein	NP_012882.3	QNG16197.1
OG0003606	CBS138_protein	NP_012882.3	XP_448848.1
OG0003607	BG2_protein	NP_012883.1	QNG16200.1
OG0003607	CBS138_protein	NP_012883.1	XP_448849.1
OG0003608	BG2_protein	NP_012884.3	QNG16201.1
OG0003608	CBS138_protein	NP_012884.3	XP_448850.1
OG0003609	BG2_protein	NP_012889.3	QNG16204.1
OG0003609	CBS138_protein	NP_012889.3	XP_448853.1
OG0003610	CBS138_protein	NP_012890.1	XP_448854.1
OG0003610	BG2_protein	NP_012890.1	QNG16205.1
OG0003611	CBS138_protein	NP_012891.4	XP_448855.1
OG0003611	BG2_protein	NP_012891.4	QNG16206.1
OG0003612	CBS138_protein	NP_012892.1	XP_448856.1
OG0003612	BG2_protein	NP_012892.1	QNG16207.1
OG0003613	BG2_protein	NP_012893.3	QNG16208.1
OG0003613	CBS138_protein	NP_012893.3	XP_448857.1
OG0003614	BG2_protein	NP_012896.1	QNG16209.1
OG0003614	CBS138_protein	NP_012896.1	XP_448858.1
OG0003615	CBS138_protein	NP_012897.3	XP_448859.1
OG0003615	BG2_protein	NP_012897.3	QNG16210.1
OG0003616	CBS138_protein	NP_009850.1	XP_448860.1
OG0003616	BG2_protein	NP_009850.1	QNG16211.1
OG0003617	BG2_protein	NP_009849.1	QNG16212.1
OG0003617	CBS138_protein	NP_009849.1	XP_448861.1
OG0003618	BG2_protein	NP_009848.4	QNG16213.1
OG0003618	CBS138_protein	NP_009848.4	XP_448862.1
OG0003619	BG2_protein	NP_009847.4	QNG16214.1
OG0003619	CBS138_protein	NP_009847.4	XP_448863.1
OG0003620	BG2_protein	NP_012934.1	QNG16215.1
OG0003620	CBS138_protein	NP_012934.1	XP_448864.1
OG0003621	CBS138_protein	NP_012933.4	XP_448865.1
OG0003621	BG2_protein	NP_012933.4	QNG16216.1
OG0003622	CBS138_protein	NP_012932.1	XP_448866.1
OG0003622	BG2_protein	NP_012932.1	QNG16217.1
OG0003623	CBS138_protein	NP_012931.4	XP_448867.1
OG0003623	BG2_protein	NP_012931.4	QNG16218.1
OG0003624	CBS138_protein	NP_012929.4	XP_448868.2
OG0003624	BG2_protein	NP_012929.4	QNG16219.1
OG0003625	BG2_protein	NP_012927.3	QNG16220.1
OG0003625	CBS138_protein	NP_012927.3	XP_448869.1
OG0003626	CBS138_protein	NP_012926.1	XP_448870.1
OG0003626	BG2_protein	NP_012926.1	QNG16221.1
OG0003627	BG2_protein	NP_012925.3	QNG16222.1
OG0003627	CBS138_protein	NP_012925.3	XP_448871.1
OG0003628	CBS138_protein	NP_010915.1	XP_448872.1
OG0003628	BG2_protein	NP_010915.1	QNG16223.1
OG0003629	BG2_protein	NP_010914.3	QNG16224.1
OG0003629	CBS138_protein	NP_010914.3	XP_448873.1
OG0003630	BG2_protein	NP_010913.2	QNG16225.1
OG0003630	CBS138_protein	NP_010913.2	XP_448874.1
OG0003631	BG2_protein	NP_010911.3	QNG16226.1
OG0003631	CBS138_protein	NP_010911.3	XP_448875.1
OG0003632	BG2_protein	NP_010909.1	QNG16228.1
OG0003632	CBS138_protein	NP_010909.1	XP_448877.1
OG0003633	BG2_protein	NP_010907.3	QNG16229.1
OG0003633	CBS138_protein	NP_010907.3	XP_448878.1
OG0003634	CBS138_protein	NP_012863.1	XP_448879.1
OG0003634	BG2_protein	NP_012863.1	QNG16230.1
OG0003635	CBS138_protein	NP_012105.1	XP_448881.1
OG0003635	BG2_protein	NP_012105.1	QNG16232.1
OG0003636	CBS138_protein	NP_013026.2	XP_448882.1
OG0003636	BG2_protein	NP_013026.2	QNG16233.1
OG0003637	BG2_protein	NP_013025.3	QNG16234.1
OG0003637	CBS138_protein	NP_013025.3	XP_448883.1
OG0003638	BG2_protein	NP_012072.3	QNG16235.1
OG0003638	CBS138_protein	NP_012072.3	XP_448884.1
OG0003639	BG2_protein	NP_012071.1	QNG16236.1
OG0003639	CBS138_protein	NP_012071.1	XP_449150.1
OG0003640	BG2_protein	NP_012070.3	QNG16237.1
OG0003640	CBS138_protein	NP_012070.3	XP_449149.1
OG0003641	CBS138_protein	NP_015473.1	XP_449147.1
OG0003641	BG2_protein	NP_015473.1	QNG16240.1
OG0003642	BG2_protein	NP_015474.1	QNG16241.1
OG0003642	CBS138_protein	NP_015474.1	XP_449146.1
OG0003643	BG2_protein	NP_015477.1	QNG16244.1
OG0003643	CBS138_protein	NP_015477.1	XP_449143.1
OG0003644	CBS138_protein	NP_015478.1	XP_449142.1
OG0003644	BG2_protein	NP_015478.1	QNG16245.1
OG0003645	BG2_protein	NP_015479.2	QNG16246.1
OG0003645	CBS138_protein	NP_015479.2	XP_449141.1
OG0003646	CBS138_protein	NP_012129.1	XP_449140.1
OG0003646	BG2_protein	NP_012129.1	QNG16247.1
OG0003647	BG2_protein	NP_014320.1	QNG16248.1
OG0003647	CBS138_protein	NP_014320.1	XP_449139.1
OG0003648	CBS138_protein	NP_012127.1	XP_449138.1
OG0003648	BG2_protein	NP_012127.1	QNG16249.1
OG0003649	CBS138_protein	NP_012126.1	XP_449137.1
OG0003649	BG2_protein	NP_012126.1	QNG16250.1
OG0003650	CBS138_protein	NP_012124.1	XP_449136.1
OG0003650	BG2_protein	NP_012124.1	QNG16251.1
OG0003651	BG2_protein	NP_012123.1	QNG16252.1
OG0003651	CBS138_protein	NP_012123.1	XP_449135.1
OG0003652	BG2_protein	NP_009965.2	QNG16253.1
OG0003652	CBS138_protein	NP_009965.2	XP_449134.1
OG0003653	CBS138_protein	NP_009964.2	XP_449133.1
OG0003653	BG2_protein	NP_009964.2	QNG16254.1
OG0003654	BG2_protein	NP_009963.1	QNG16255.1
OG0003654	CBS138_protein	NP_009963.1	XP_449132.1
OG0003655	CBS138_protein	NP_009962.2	XP_449131.1
OG0003655	BG2_protein	NP_009962.2	QNG16256.1
OG0003656	CBS138_protein	NP_009961.2	XP_449130.1
OG0003656	BG2_protein	NP_009961.2	QNG16257.1
OG0003657	BG2_protein	NP_012346.1	QNG16260.1
OG0003657	CBS138_protein	NP_012346.1	XP_002999594.1
OG0003658	BG2_protein	NP_009958.2	QNG16263.1
OG0003658	CBS138_protein	NP_009958.2	XP_002999593.1
OG0003659	BG2_protein	NP_009957.1	QNG16264.1
OG0003659	CBS138_protein	NP_009957.1	XP_449126.1
OG0003660	BG2_protein	NP_009953.1	QNG16265.1
OG0003660	CBS138_protein	NP_009953.1	XP_449125.1
OG0003661	CBS138_protein	NP_009948.1	XP_449122.1
OG0003661	BG2_protein	NP_009948.1	QNG16269.1
OG0003662	BG2_protein	NP_009947.1	QNG16270.1
OG0003662	CBS138_protein	NP_009947.1	XP_449121.1
OG0003663	BG2_protein	NP_009946.1	QNG16271.1
OG0003663	CBS138_protein	NP_009946.1	XP_449120.1
OG0003664	CBS138_protein	NP_009943.2	XP_449119.1
OG0003664	BG2_protein	NP_009943.2	QNG16272.1
OG0003665	CBS138_protein	NP_009942.2	XP_449118.1
OG0003665	BG2_protein	NP_009942.2	QNG16273.1
OG0003666	BG2_protein	NP_009934.1	QNG16274.1
OG0003666	CBS138_protein	NP_009934.1	XP_449117.1
OG0003667	CBS138_protein	NP_009935.1	XP_449116.1
OG0003667	BG2_protein	NP_009935.1	QNG16275.1
OG0003668	BG2_protein	NP_009937.2	QNG16277.1
OG0003668	CBS138_protein	NP_009937.2	XP_449114.1
OG0003669	BG2_protein	NP_009938.2	QNG16278.1
OG0003669	CBS138_protein	NP_009938.2	XP_449113.1
OG0003670	CBS138_protein	NP_009940.2	XP_449112.1
OG0003670	BG2_protein	NP_009940.2	QNG16279.1
OG0003671	BG2_protein	NP_015057.1	QNG16280.1
OG0003671	CBS138_protein	NP_015057.1	XP_449111.1
OG0003672	BG2_protein	NP_013710.1	QNG16281.1
OG0003672	CBS138_protein	NP_013710.1	XP_449110.1
OG0003673	BG2_protein	NP_013712.1	QNG16282.1
OG0003673	CBS138_protein	NP_013712.1	XP_449109.1
OG0003674	BG2_protein	NP_009623.1	QNG16286.1
OG0003674	CBS138_protein	NP_009623.1	XP_449104.1
OG0003675	CBS138_protein	NP_009621.3	XP_449102.1
OG0003675	BG2_protein	NP_009621.3	QNG16288.1
OG0003676	CBS138_protein	NP_010177.1	XP_449101.1
OG0003676	BG2_protein	NP_010177.1	QNG16289.1
OG0003677	BG2_protein	NP_010178.1	QNG16290.1
OG0003677	CBS138_protein	NP_010178.1	XP_449100.1
OG0003678	CBS138_protein	NP_010179.1	XP_449099.1
OG0003678	BG2_protein	NP_010179.1	QNG16291.1
OG0003679	BG2_protein	NP_010180.1	QNG16292.1
OG0003679	CBS138_protein	NP_010180.1	XP_449098.1
OG0003680	BG2_protein	NP_010181.2	QNG16293.1
OG0003680	CBS138_protein	NP_010181.2	XP_449097.1
OG0003681	CBS138_protein	NP_010182.1	XP_449096.1
OG0003681	BG2_protein	NP_010182.1	QNG16294.1
OG0003682	CBS138_protein	NP_010183.1	XP_449095.1
OG0003682	BG2_protein	NP_010183.1	QNG16295.1
OG0003683	BG2_protein	NP_010184.1	QNG16296.1
OG0003683	CBS138_protein	NP_010184.1	XP_449094.1
OG0003684	BG2_protein	NP_010185.1	QNG16297.1
OG0003684	CBS138_protein	NP_010185.1	XP_449093.1
OG0003685	CBS138_protein	NP_010186.1	XP_449092.1
OG0003685	BG2_protein	NP_010186.1	QNG16298.1
OG0003686	CBS138_protein	NP_010191.1	XP_449088.1
OG0003686	BG2_protein	NP_010191.1	QNG16302.1
OG0003687	CBS138_protein	NP_010192.1	XP_449087.1
OG0003687	BG2_protein	NP_010192.1	QNG16303.1
OG0003688	BG2_protein	NP_010193.1	QNG16304.1
OG0003688	CBS138_protein	NP_010193.1	XP_449086.1
OG0003689	BG2_protein	NP_010194.1	QNG16305.1
OG0003689	CBS138_protein	NP_010194.1	XP_449085.1
OG0003690	CBS138_protein	NP_010195.1	XP_449084.1
OG0003690	BG2_protein	NP_010195.1	QNG16306.1
OG0003691	BG2_protein	NP_010196.1	QNG16307.1
OG0003691	CBS138_protein	NP_010196.1	XP_449083.1
OG0003692	BG2_protein	NP_015292.1	QNG16308.1
OG0003692	CBS138_protein	NP_015292.1	XP_449082.1
OG0003693	CBS138_protein	NP_015291.1	XP_449081.1
OG0003693	BG2_protein	NP_015291.1	QNG16309.1
OG0003694	CBS138_protein	NP_010197.1	XP_449080.1
OG0003694	BG2_protein	NP_010197.1	QNG16310.1
OG0003695	BG2_protein	NP_013866.1	QNG16311.1
OG0003695	CBS138_protein	NP_013866.1	XP_449079.1
OG0003696	BG2_protein	NP_075208.1	QNG16312.1
OG0003696	CBS138_protein	NP_075208.1	XP_449078.1
OG0003697	BG2_protein	NP_010199.1	QNG16313.1
OG0003697	CBS138_protein	NP_010199.1	XP_449077.1
OG0003698	CBS138_protein	NP_013859.1	XP_449073.1
OG0003698	BG2_protein	NP_013859.1	QNG16317.1
OG0003699	CBS138_protein	NP_010205.1	XP_449072.1
OG0003699	BG2_protein	NP_010205.1	QNG16318.1
OG0003700	CBS138_protein	NP_009701.3	XP_449070.1
OG0003700	BG2_protein	NP_009701.3	QNG16320.1
OG0003701	BG2_protein	NP_009704.1	QNG16321.1
OG0003701	CBS138_protein	NP_009704.1	XP_449069.1
OG0003702	CBS138_protein	NP_011750.1	XP_449066.1
OG0003702	BG2_protein	NP_011750.1	QNG16324.1
OG0003703	CBS138_protein	NP_011749.3	XP_449064.1
OG0003703	BG2_protein	NP_011749.3	QNG16326.1
OG0003704	CBS138_protein	NP_011748.3	XP_449063.1
OG0003704	BG2_protein	NP_011748.3	QNG16327.1
OG0003705	CBS138_protein	NP_011741.5	XP_449062.2
OG0003705	BG2_protein	NP_011741.5	QNG16328.1
OG0003706	CBS138_protein	NP_011743.2	XP_449060.1
OG0003706	BG2_protein	NP_011743.2	QNG16329.1
OG0003707	BG2_protein	NP_011745.1	QNG16330.1
OG0003707	CBS138_protein	NP_011745.1	XP_449059.1
OG0003708	CBS138_protein	NP_011746.3	XP_449058.2
OG0003708	BG2_protein	NP_011746.3	QNG16331.1
OG0003709	CBS138_protein	NP_011747.2	XP_449057.1
OG0003709	BG2_protein	NP_011747.2	QNG16332.1
OG0003710	BG2_protein	NP_010416.1	QNG16333.1
OG0003710	CBS138_protein	NP_010416.1	XP_449056.1
OG0003711	CBS138_protein	NP_796378.3	XP_002999592.1
OG0003711	BG2_protein	NP_796378.3	QNG16337.1
OG0003712	BG2_protein	NP_010390.3	QNG16338.1
OG0003712	CBS138_protein	NP_010390.3	XP_449052.1
OG0003713	CBS138_protein	NP_010388.1	XP_449051.1
OG0003713	BG2_protein	NP_010388.1	QNG16339.1
OG0003714	CBS138_protein	NP_010386.1	XP_449050.1
OG0003714	BG2_protein	NP_010386.1	QNG16340.1
OG0003715	BG2_protein	NP_010385.3	QNG16341.1
OG0003715	CBS138_protein	NP_010385.3	XP_449049.1
OG0003716	CBS138_protein	NP_061491.1	XP_449047.1
OG0003716	BG2_protein	NP_061491.1	QNG16343.1
OG0003717	CBS138_protein	NP_011324.1	XP_449045.1
OG0003717	BG2_protein	NP_011324.1	QNG16345.1
OG0003718	BG2_protein	NP_011325.1	QNG16346.1
OG0003718	CBS138_protein	NP_011325.1	XP_449044.1
OG0003719	BG2_protein	NP_011328.1	QNG16347.1
OG0003719	CBS138_protein	NP_011328.1	XP_449043.1
OG0003720	CBS138_protein	NP_011329.1	XP_449042.1
OG0003720	BG2_protein	NP_011329.1	QNG16348.1
OG0003721	BG2_protein	NP_011330.1	QNG16349.1
OG0003721	CBS138_protein	NP_011330.1	XP_449041.1
OG0003722	CBS138_protein	NP_011331.3	XP_449040.1
OG0003722	BG2_protein	NP_011331.3	QNG16350.1
OG0003723	BG2_protein	NP_011332.2	QNG16352.1
OG0003723	CBS138_protein	NP_011332.2	XP_449038.1
OG0003724	BG2_protein	NP_011334.1	QNG16353.1
OG0003724	CBS138_protein	NP_011334.1	XP_449037.1
OG0003725	CBS138_protein	NP_011335.1	XP_449036.1
OG0003725	BG2_protein	NP_011335.1	QNG16354.1
OG0003726	CBS138_protein	NP_011337.1	XP_449034.1
OG0003726	BG2_protein	NP_011337.1	QNG16356.1
OG0003727	CBS138_protein	NP_011339.1	XP_449033.1
OG0003727	BG2_protein	NP_011339.1	QNG16357.1
OG0003728	CBS138_protein	NP_011340.1	XP_449032.1
OG0003728	BG2_protein	NP_011340.1	QNG16358.1
OG0003729	CBS138_protein	NP_011341.3	XP_449031.1
OG0003729	BG2_protein	NP_011341.3	QNG16359.1
OG0003730	BG2_protein	NP_011342.1	QNG16360.1
OG0003730	CBS138_protein	NP_011342.1	XP_449030.1
OG0003731	CBS138_protein	NP_011343.1	XP_449029.1
OG0003731	BG2_protein	NP_011343.1	QNG16361.1
OG0003732	BG2_protein	NP_012403.1	QNG16365.1
OG0003732	CBS138_protein	NP_012403.1	XP_449024.1
OG0003733	BG2_protein	NP_012404.1	QNG16366.1
OG0003733	CBS138_protein	NP_012404.1	XP_449023.1
OG0003734	BG2_protein	NP_012407.2	QNG16369.1
OG0003734	CBS138_protein	NP_012407.2	XP_449020.1
OG0003735	BG2_protein	NP_878103.1	QNG16370.1
OG0003735	CBS138_protein	NP_878103.1	XP_002999591.1
OG0003736	BG2_protein	NP_012408.1	QNG16371.1
OG0003736	CBS138_protein	NP_012408.1	XP_449019.1
OG0003737	BG2_protein	NP_012409.1	QNG16372.1
OG0003737	CBS138_protein	NP_012409.1	XP_449018.1
OG0003738	CBS138_protein	NP_012410.1	XP_449017.1
OG0003738	BG2_protein	NP_012410.1	QNG16373.1
OG0003739	BG2_protein	NP_012411.1	QNG16374.1
OG0003739	CBS138_protein	NP_012411.1	XP_449016.1
OG0003740	BG2_protein	NP_012412.1	QNG16375.1
OG0003740	CBS138_protein	NP_012412.1	XP_449015.1
OG0003741	CBS138_protein	NP_012413.1	XP_449014.1
OG0003741	BG2_protein	NP_012413.1	QNG16376.1
OG0003742	CBS138_protein	NP_012414.1	XP_449013.1
OG0003742	BG2_protein	NP_012414.1	QNG16377.1
OG0003743	BG2_protein	NP_012418.1	QNG16378.1
OG0003743	CBS138_protein	NP_012418.1	XP_449012.1
OG0003744	CBS138_protein	NP_012420.1	XP_449010.1
OG0003744	BG2_protein	NP_012420.1	QNG16380.1
OG0003745	CBS138_protein	NP_012912.1	XP_449009.1
OG0003745	BG2_protein	NP_012912.1	QNG16381.1
OG0003746	CBS138_protein	NP_012913.3	XP_449008.1
OG0003746	BG2_protein	NP_012913.3	QNG16382.1
OG0003747	CBS138_protein	NP_012914.1	XP_449007.1
OG0003747	BG2_protein	NP_012914.1	QNG16383.1
OG0003748	BG2_protein	NP_012835.1	QNG16384.1
OG0003748	CBS138_protein	NP_012835.1	XP_449005.1
OG0003749	CBS138_protein	NP_012836.1	XP_449004.1
OG0003749	BG2_protein	NP_012836.1	QNG16385.1
OG0003750	CBS138_protein	NP_012837.1	XP_449003.1
OG0003750	BG2_protein	NP_012837.1	QNG16386.1
OG0003751	BG2_protein	NP_012838.1	QNG16387.1
OG0003751	CBS138_protein	NP_012838.1	XP_449002.1
OG0003752	CBS138_protein	NP_012841.1	XP_448999.1
OG0003752	BG2_protein	NP_012841.1	QNG16389.1
OG0003753	BG2_protein	NP_012843.1	QNG16391.1
OG0003753	CBS138_protein	NP_012843.1	XP_448997.1
OG0003754	BG2_protein	NP_012844.1	QNG16392.1
OG0003754	CBS138_protein	NP_012844.1	XP_448996.1
OG0003755	BG2_protein	NP_012846.1	QNG16393.1
OG0003755	CBS138_protein	NP_012846.1	XP_448995.1
OG0003756	CBS138_protein	NP_012848.1	XP_448994.1
OG0003756	BG2_protein	NP_012848.1	QNG16394.1
OG0003757	BG2_protein	NP_012849.1	QNG16395.1
OG0003757	CBS138_protein	NP_012849.1	XP_448993.1
OG0003758	CBS138_protein	NP_013767.1	XP_448991.1
OG0003758	BG2_protein	NP_013767.1	QNG16397.1
OG0003759	CBS138_protein	NP_013764.1	XP_448990.1
OG0003759	BG2_protein	NP_013764.1	QNG16398.1
OG0003760	CBS138_protein	NP_011635.2	XP_448988.1
OG0003760	BG2_protein	NP_011635.2	QNG16400.1
OG0003761	BG2_protein	NP_011634.1	QNG16401.1
OG0003761	CBS138_protein	NP_011634.1	XP_448987.1
OG0003762	BG2_protein	NP_011632.3	QNG16404.1
OG0003762	CBS138_protein	NP_011632.3	XP_448985.1
OG0003763	CBS138_protein	NP_015454.1	XP_448984.1
OG0003763	BG2_protein	NP_015454.1	QNG16405.1
OG0003764	CBS138_protein	NP_011631.1	XP_448983.1
OG0003764	BG2_protein	NP_011631.1	QNG16406.1
OG0003765	BG2_protein	NP_011628.4	QNG16407.1
OG0003765	CBS138_protein	NP_011628.4	XP_448982.1
OG0003766	CBS138_protein	NP_011627.1	XP_448981.1
OG0003766	BG2_protein	NP_011627.1	QNG16408.1
OG0003767	CBS138_protein	NP_011626.1	XP_448980.1
OG0003767	BG2_protein	NP_011626.1	QNG16409.1
OG0003768	CBS138_protein	NP_011625.3	XP_448979.1
OG0003768	BG2_protein	NP_011625.3	QNG16410.1
OG0003769	CBS138_protein	NP_014819.3	XP_448978.1
OG0003769	BG2_protein	NP_014819.3	QNG16411.1
OG0003770	CBS138_protein	NP_014818.1	XP_448977.1
OG0003770	BG2_protein	NP_014818.1	QNG16412.1
OG0003771	BG2_protein	NP_014817.3	QNG16413.1
OG0003771	CBS138_protein	NP_014817.3	XP_448976.1
OG0003772	CBS138_protein	NP_014811.3	XP_448972.1
OG0003772	BG2_protein	NP_014811.3	QNG16417.1
OG0003773	CBS138_protein	NP_014809.3	XP_448970.1
OG0003773	BG2_protein	NP_014809.3	QNG16419.1
OG0003774	CBS138_protein	NP_014808.1	XP_448969.1
OG0003774	BG2_protein	NP_014808.1	QNG16420.1
OG0003775	BG2_protein	NP_014807.3	QNG16421.1
OG0003775	CBS138_protein	NP_014807.3	XP_448968.1
OG0003776	BG2_protein	NP_014806.1	QNG16422.1
OG0003776	CBS138_protein	NP_014806.1	XP_448967.1
OG0003777	BG2_protein	NP_014804.3	QNG16424.1
OG0003777	CBS138_protein	NP_014804.3	XP_448965.1
OG0003778	CBS138_protein	NP_014803.1	XP_448964.1
OG0003778	BG2_protein	NP_014803.1	QNG16425.1
OG0003779	CBS138_protein	NP_014802.3	XP_002999588.1
OG0003779	BG2_protein	NP_014802.3	QNG16426.1
OG0003780	CBS138_protein	NP_014801.1	XP_448963.1
OG0003780	BG2_protein	NP_014801.1	QNG16427.1
OG0003781	BG2_protein	NP_014800.3	QNG16428.1
OG0003781	CBS138_protein	NP_014800.3	XP_448962.1
OG0003782	CBS138_protein	NP_014798.3	XP_448960.1
OG0003782	BG2_protein	NP_014798.3	QNG16430.1
OG0003783	BG2_protein	NP_014794.3	QNG16431.1
OG0003783	CBS138_protein	NP_014794.3	XP_448959.1
OG0003784	BG2_protein	NP_014793.1	QNG16432.1
OG0003784	CBS138_protein	NP_014793.1	XP_448958.1
OG0003785	BG2_protein	NP_014270.1	QNG16433.1
OG0003785	CBS138_protein	NP_014270.1	XP_448957.1
OG0003786	CBS138_protein	NP_014271.3	XP_448956.1
OG0003786	BG2_protein	NP_014271.3	QNG16434.1
OG0003787	BG2_protein	NP_014272.3	QNG16435.1
OG0003787	CBS138_protein	NP_014272.3	XP_448955.1
OG0003788	BG2_protein	NP_014273.1	QNG16436.1
OG0003788	CBS138_protein	NP_014273.1	XP_448954.1
OG0003789	BG2_protein	NP_014275.3	QNG16437.1
OG0003789	CBS138_protein	NP_014275.3	XP_448953.1
OG0003790	BG2_protein	NP_014276.1	QNG16438.1
OG0003790	CBS138_protein	NP_014276.1	XP_448952.1
OG0003791	BG2_protein	NP_014277.1	QNG16439.1
OG0003791	CBS138_protein	NP_014277.1	XP_448951.1
OG0003792	BG2_protein	NP_014280.3	QNG16441.1
OG0003792	CBS138_protein	NP_014280.3	XP_448949.1
OG0003793	CBS138_protein	NP_014281.1	XP_448948.1
OG0003793	BG2_protein	NP_014281.1	QNG16442.1
OG0003794	CBS138_protein	NP_014284.1	XP_448945.1
OG0003794	BG2_protein	NP_014284.1	QNG16445.1
OG0003795	CBS138_protein	NP_014756.3	XP_448944.1
OG0003795	BG2_protein	NP_014756.3	QNG16446.1
OG0003796	BG2_protein	NP_014286.1	QNG16448.1
OG0003796	CBS138_protein	NP_014286.1	XP_448942.1
OG0003797	CBS138_protein	NP_014287.3	XP_448941.1
OG0003797	BG2_protein	NP_014287.3	QNG16449.1
OG0003798	BG2_protein	NP_014288.3	QNG16450.1
OG0003798	CBS138_protein	NP_014288.3	XP_448940.1
OG0003799	CBS138_protein	NP_014289.1	XP_448939.1
OG0003799	BG2_protein	NP_014289.1	QNG16451.1
OG0003800	CBS138_protein	NP_014741.1	XP_448938.1
OG0003800	BG2_protein	NP_014741.1	QNG16452.1
OG0003801	BG2_protein	NP_014740.1	QNG16453.1
OG0003801	CBS138_protein	NP_014740.1	XP_448937.1
OG0003802	BG2_protein	NP_014738.1	QNG16454.1
OG0003802	CBS138_protein	NP_014738.1	XP_448936.1
